material_id,material_name,material_type,supplier_id,unit_of_measure,unit_cost,currency,min_order_quantity,lead_time_days,storage_condition,shelf_life_months,gmp_certified,cas_number,status
MAT-00235,Primary Label A4,label,SUP-0122,sheets,4110.7,EUR,274,31,cold,53,false,,discontinued
MAT-00236,Nasal Spray Pump,packaging,SUP-0187,L,1490.63,GBP,491,4,controlled,41,true,,active
MAT-00237,Aspirin Fine Powder,active_ingredient,SUP-0138,kg,2863.81,JPY,485,13,ambient,19,false,27802-62-8,active
MAT-00238,Stearic Acid,excipient,SUP-0050,L,1104.33,USD,93,88,controlled,60,true,98490-80-7,pending_approval
MAT-00239,Purified Water USP,raw_chemical,SUP-0065,g,1453.62,USD,102,77,ambient,27,false,16855-95-3,active
MAT-00240,Glass Vial 20ml,packaging,SUP-0125,g,4500.64,INR,169,81,controlled,25,true,,discontinued
MAT-00241,Acetone AR Grade,raw_chemical,SUP-0044,rolls,4038.59,USD,161,34,cold,51,false,36314-56-2,pending_approval
MAT-00242,Glass Vial 20ml,packaging,SUP-0199,pcs,2314.51,GBP,250,73,cold,17,true,,active
MAT-00243,Magnesium Stearate,excipient,SUP-0187,mL,1316.54,USD,457,5,controlled,46,true,76319-84-6,discontinued
MAT-00244,Coating Opadry White,excipient,SUP-0139,kg,2758.19,INR,335,22,ambient,31,true,77330-47-2,active
MAT-00245,Sodium Chloride,raw_chemical,SUP-0003,g,1984.23,EUR,435,81,controlled,16,true,58537-30-2,discontinued
MAT-00246,Phosphoric Acid,raw_chemical,SUP-0092,L,3679.73,USD,113,65,cold,10,false,48472-39-0,pending_approval
MAT-00247,Iron Oxide Red,excipient,SUP-0012,rolls,1940.77,USD,333,44,cold,51,false,97293-43-9,discontinued
MAT-00248,Acetone AR Grade,raw_chemical,SUP-0094,L,1883.61,JPY,335,12,controlled,22,false,29265-76-6,active
MAT-00249,Nasal Spray Pump,packaging,SUP-0155,pcs,3963.39,USD,257,20,ambient,16,true,,active
MAT-00250,Hydrochloric Acid,raw_chemical,SUP-0041,units,1057.98,GBP,309,18,controlled,20,false,43333-24-7,pending_approval
MAT-00251,Carton Print Sheet,label,SUP-0166,pcs,1053.91,INR,12,34,cold,14,true,,active
MAT-00252,Hydrochloric Acid,raw_chemical,SUP-0015,kg,4454.04,EUR,133,26,controlled,31,true,94362-94-4,active
MAT-00253,Gelatin Capsule Shell,excipient,SUP-0124,pcs,3032.83,EUR,113,55,controlled,15,true,81735-94-8,active
MAT-00254,PEG 6000,excipient,SUP-0152,rolls,4611.8,USD,118,51,ambient,14,true,2220-35-8,discontinued
MAT-00255,Carton Print Sheet,label,SUP-0122,L,3027.75,JPY,308,7,controlled,38,true,,active
MAT-00256,Shipping Label,label,SUP-0001,L,4509.97,INR,268,56,ambient,8,false,,active
MAT-00257,Barcode Label Roll,label,SUP-0026,sheets,1752.91,INR,69,35,ambient,55,true,,active
MAT-00258,Blister Alu-Alu,packaging,SUP-0182,sheets,1289.4,USD,296,69,cold,39,true,,active
MAT-00259,Croscarmellose Sodium,excipient,SUP-0040,rolls,2044.52,INR,334,77,ambient,22,false,74062-56-9,active
MAT-00260,Shipping Label,label,SUP-0124,mL,2066.43,EUR,190,74,controlled,36,false,,active
MAT-00261,Acetone AR Grade,raw_chemical,SUP-0189,rolls,3871.09,EUR,438,87,cold,53,true,58586-99-2,active
MAT-00262,Coating Opadry White,excipient,SUP-0158,sheets,3930.51,USD,83,52,controlled,6,true,19098-70-9,active
MAT-00263,Paracetamol DC,active_ingredient,SUP-0021,g,1315.83,JPY,20,52,ambient,45,false,93321-86-0,active
MAT-00264,Shipping Label,label,SUP-0074,pcs,54.05,EUR,18,79,controlled,39,true,,discontinued
MAT-00265,Microcrystalline Cellulose,excipient,SUP-0041,kg,1799.02,USD,142,54,ambient,48,false,53193-85-3,discontinued
MAT-00266,Escitalopram Oxalate,active_ingredient,SUP-0073,g,4595.93,JPY,469,77,ambient,28,false,29711-87-3,active
MAT-00267,Tamper Evident Seal,label,SUP-0130,kg,1305.91,USD,287,12,controlled,24,false,,active
MAT-00268,Span 60,raw_chemical,SUP-0148,units,4380.63,GBP,356,59,ambient,42,false,31936-53-7,pending_approval
MAT-00269,Leaflet Insert A4,label,SUP-0018,kg,2410.11,INR,325,31,controlled,50,true,,active
MAT-00270,Primary Label A4,label,SUP-0180,rolls,2582.76,GBP,128,39,cold,31,false,,active
MAT-00271,Methanol AR Grade,raw_chemical,SUP-0056,L,2383.04,JPY,138,26,controlled,49,true,65454-35-3,pending_approval
MAT-00272,Talc Powder,excipient,SUP-0064,units,1034.29,JPY,183,22,cold,13,true,88630-94-7,discontinued
MAT-00273,Paracetamol DC,active_ingredient,SUP-0159,kg,4240.13,GBP,253,76,ambient,37,true,67045-45-6,active
MAT-00274,Tween 80,raw_chemical,SUP-0109,L,271.21,INR,482,72,cold,38,false,51655-97-2,active
MAT-00275,Amoxicillin Trihydrate,active_ingredient,SUP-0004,pcs,1578.6,EUR,195,77,cold,26,false,80368-43-2,discontinued
MAT-00276,Carton Box Medium,packaging,SUP-0088,mL,1347.41,GBP,95,66,ambient,19,false,,pending_approval
MAT-00277,Glass Vial 10ml,packaging,SUP-0116,rolls,4271.7,EUR,293,19,controlled,49,true,,active
MAT-00278,Dropper Assembly,packaging,SUP-0098,mL,2776.92,EUR,75,22,ambient,57,true,,active
MAT-00279,Shipping Label,label,SUP-0137,pcs,672.79,GBP,403,65,ambient,22,true,,active
MAT-00280,Ciprofloxacin HCl,active_ingredient,SUP-0122,L,300.65,USD,231,45,ambient,29,false,73496-81-4,active
MAT-00281,Duloxetine HCl,active_ingredient,SUP-0051,sheets,606.63,JPY,295,86,controlled,40,true,37354-55-5,pending_approval
MAT-00282,Phosphoric Acid,raw_chemical,SUP-0021,pcs,3873.83,INR,315,39,ambient,46,true,22014-91-5,active
MAT-00283,Purified Water USP,raw_chemical,SUP-0021,sheets,4244.58,EUR,176,32,ambient,26,false,93167-44-9,pending_approval
MAT-00284,Serialization Label,label,SUP-0192,units,4438.52,JPY,267,60,ambient,16,true,,active
MAT-00285,Magnesium Stearate,excipient,SUP-0054,mL,3310.28,EUR,204,16,cold,10,false,71934-16-0,active
MAT-00286,Potassium Chloride,raw_chemical,SUP-0040,g,520.09,USD,336,52,ambient,20,true,96727-46-7,pending_approval
MAT-00287,Hypromellose,excipient,SUP-0008,L,2633.95,USD,340,48,ambient,36,false,70905-44-8,active
MAT-00288,Iron Oxide Red,excipient,SUP-0162,L,2954.36,JPY,223,70,controlled,46,false,45554-71-8,active
MAT-00289,Cetirizine HCl,active_ingredient,SUP-0067,pcs,1539.69,EUR,156,4,cold,39,true,45123-46-7,discontinued
MAT-00290,Clopidogrel Bisulfate,active_ingredient,SUP-0077,pcs,4734.81,USD,393,58,ambient,44,true,996-80-5,active
MAT-00291,Carton Print Sheet,label,SUP-0184,sheets,1974.06,INR,425,51,cold,22,true,,active
MAT-00292,Coating Opadry White,excipient,SUP-0069,units,1423.74,INR,97,11,cold,14,false,14514-91-7,discontinued
MAT-00293,Hologram Sticker,label,SUP-0049,units,3502.51,GBP,10,22,cold,40,true,,active
MAT-00294,Gabapentin,active_ingredient,SUP-0187,units,1346.34,USD,120,14,cold,6,false,28517-53-6,active
MAT-00295,Primary Label A4,label,SUP-0085,rolls,2318.69,USD,432,21,cold,23,false,,active
MAT-00296,Benzyl Alcohol,raw_chemical,SUP-0065,pcs,908.43,INR,425,4,cold,55,true,50486-66-3,pending_approval
MAT-00297,Omeprazole Magnesium,active_ingredient,SUP-0134,mL,2304.44,EUR,243,52,controlled,25,false,20839-90-0,pending_approval
MAT-00298,Glycerin USP,raw_chemical,SUP-0077,g,1266.94,EUR,185,9,controlled,19,true,30978-91-6,active
MAT-00299,Fluoxetine HCl,active_ingredient,SUP-0031,L,3972.05,INR,405,34,cold,8,false,90280-86-2,active
MAT-00300,Atorvastatin Calcium,active_ingredient,SUP-0176,mL,788.91,JPY,174,83,cold,9,false,84535-29-8,active
MAT-00301,Coating Opadry White,excipient,SUP-0166,pcs,1163.76,GBP,413,59,controlled,18,true,90391-58-5,pending_approval
MAT-00302,Gelatin Capsule Shell,excipient,SUP-0181,units,4493.37,INR,287,40,controlled,50,false,24924-82-2,discontinued
MAT-00303,Glass Vial 10ml,packaging,SUP-0154,rolls,3662.15,JPY,83,11,controlled,15,false,,active
MAT-00304,Child-Resistant Cap,packaging,SUP-0164,rolls,2270.67,JPY,195,26,cold,45,false,,discontinued
MAT-00305,Coating Opadry White,excipient,SUP-0100,rolls,3605.16,EUR,269,90,ambient,55,true,80402-46-5,active
MAT-00306,Carton Box Large,packaging,SUP-0018,g,481.73,USD,428,19,cold,8,true,,active
MAT-00307,Barcode Label Roll,label,SUP-0165,mL,494.22,INR,337,65,controlled,45,false,,active
MAT-00308,Blister PVC/Alu,packaging,SUP-0004,mL,3029.97,EUR,336,65,cold,35,true,,active
MAT-00309,Tween 80,raw_chemical,SUP-0182,sheets,4110.22,USD,422,81,ambient,39,true,96296-19-4,active
MAT-00310,Silicon Dioxide,excipient,SUP-0137,g,506.57,INR,98,27,controlled,48,true,74764-90-2,discontinued
MAT-00311,Tween 80,raw_chemical,SUP-0164,sheets,3730.67,JPY,184,89,ambient,50,false,13694-31-2,discontinued
MAT-00312,Shipping Label,label,SUP-0154,rolls,3287.83,INR,478,48,ambient,41,false,,active
MAT-00313,Serialization Label,label,SUP-0156,sheets,4130.86,EUR,289,72,cold,30,false,,active
MAT-00314,Primary Label A4,label,SUP-0186,pcs,4799.14,USD,146,79,cold,39,true,,active
MAT-00315,Losartan Potassium,active_ingredient,SUP-0081,units,4921.98,USD,396,38,controlled,38,true,12408-14-7,active
MAT-00316,Coating Opadry Blue,excipient,SUP-0064,L,1325.31,EUR,132,41,cold,42,false,74638-37-1,pending_approval
MAT-00317,Dropper Assembly,packaging,SUP-0177,pcs,864.93,JPY,420,15,controlled,47,false,,active
MAT-00318,Ethanol 96%,raw_chemical,SUP-0198,sheets,392.85,GBP,179,58,ambient,13,true,98049-93-9,active
MAT-00319,Primary Label A4,label,SUP-0082,kg,1524.26,JPY,290,22,ambient,38,true,,active
MAT-00320,Duloxetine HCl,active_ingredient,SUP-0148,sheets,4855.22,JPY,47,31,ambient,24,false,19450-26-5,active
MAT-00321,Leaflet Insert A4,label,SUP-0022,kg,2740.99,INR,257,58,controlled,14,true,,active
MAT-00322,Glycerin USP,raw_chemical,SUP-0147,mL,2439.56,EUR,288,81,controlled,39,true,31810-19-4,active
MAT-00323,Pre-filled Syringe 1ml,packaging,SUP-0109,g,563.09,GBP,179,27,ambient,28,true,,active
MAT-00324,Iron Oxide Red,excipient,SUP-0160,rolls,3081.3,EUR,226,8,cold,18,false,20496-20-1,pending_approval
MAT-00325,Lisinopril Dihydrate,active_ingredient,SUP-0074,mL,4744.73,USD,176,17,ambient,34,false,3031-52-3,pending_approval
MAT-00326,Sodium Chloride,raw_chemical,SUP-0193,mL,1019.4,GBP,281,64,controlled,52,true,91154-99-0,active
MAT-00327,Ethanol 96%,raw_chemical,SUP-0073,kg,1277.65,EUR,405,82,ambient,9,false,85870-11-1,active
MAT-00328,Blister Alu-Alu,packaging,SUP-0075,rolls,4321.48,INR,119,51,controlled,51,true,,active
MAT-00329,Shipping Label,label,SUP-0118,g,932.49,JPY,475,5,cold,21,false,,active
MAT-00330,Primary Label A4,label,SUP-0089,sheets,3722.08,GBP,182,83,ambient,21,false,,active
MAT-00331,Dropper Assembly,packaging,SUP-0008,sheets,4452.07,JPY,486,38,cold,15,false,,active
MAT-00332,HPMC Capsule Shell,excipient,SUP-0174,g,3649.58,JPY,447,83,controlled,20,false,31554-83-2,active
MAT-00333,HDPE Bottle 60cc,packaging,SUP-0053,rolls,2246.12,EUR,298,72,controlled,57,true,,active
MAT-00334,Nasal Spray Pump,packaging,SUP-0198,L,2150.61,EUR,336,75,cold,26,true,,discontinued
MAT-00335,Span 60,raw_chemical,SUP-0038,g,921.08,USD,392,43,ambient,32,false,58115-91-4,active
MAT-00336,Microcrystalline Cellulose,excipient,SUP-0196,g,658.16,JPY,316,37,controlled,42,true,78216-39-3,pending_approval
MAT-00337,Clopidogrel Bisulfate,active_ingredient,SUP-0035,rolls,397.84,JPY,434,80,ambient,51,false,24164-59-7,active
MAT-00338,Lactose Monohydrate,excipient,SUP-0105,L,966.7,USD,474,37,ambient,20,true,99373-36-1,active
MAT-00339,Hologram Sticker,label,SUP-0064,pcs,3439.47,INR,208,8,controlled,53,false,,pending_approval
MAT-00340,Shrink Wrap Film,packaging,SUP-0147,sheets,3057.72,JPY,275,70,controlled,51,true,,discontinued
MAT-00341,Metformin HCl,active_ingredient,SUP-0063,pcs,2284.77,JPY,276,53,controlled,8,false,67699-90-0,active
MAT-00342,Glass Vial 10ml,packaging,SUP-0199,pcs,1990.5,GBP,237,24,ambient,24,true,,pending_approval
MAT-00343,Glycerin USP,raw_chemical,SUP-0116,L,2318.16,USD,370,67,cold,17,true,51570-62-5,active
MAT-00344,Losartan Potassium,active_ingredient,SUP-0117,L,2268.68,USD,129,44,controlled,47,true,94208-25-1,active
MAT-00345,Tamper Evident Seal,label,SUP-0187,rolls,426.99,JPY,314,23,ambient,41,false,,active
MAT-00346,Povidone K30,excipient,SUP-0042,rolls,2827.68,EUR,92,9,ambient,25,false,95753-67-4,pending_approval
MAT-00347,Talc Powder,excipient,SUP-0001,g,4492.76,JPY,392,35,cold,35,false,65408-79-0,discontinued
MAT-00348,Hologram Sticker,label,SUP-0117,mL,1084.76,INR,227,13,controlled,44,true,,active
MAT-00349,Sodium Chloride,raw_chemical,SUP-0054,units,3099.02,USD,95,21,cold,47,false,4863-28-0,pending_approval
MAT-00350,Purified Water USP,raw_chemical,SUP-0013,units,1655.89,USD,214,25,cold,49,false,80146-94-9,discontinued
MAT-00351,Propylene Glycol,raw_chemical,SUP-0149,L,4831.48,GBP,477,7,cold,55,false,42362-57-6,active
MAT-00352,Carton Print Sheet,label,SUP-0032,g,1464.52,GBP,169,70,ambient,39,true,,pending_approval
MAT-00353,HPMC Capsule Shell,excipient,SUP-0023,kg,546.96,INR,371,80,controlled,24,false,79852-50-4,discontinued
MAT-00354,Potassium Chloride,raw_chemical,SUP-0145,rolls,4635.56,INR,267,83,ambient,37,true,79926-39-4,active
MAT-00355,Omeprazole Magnesium,active_ingredient,SUP-0189,g,120.42,EUR,410,81,ambient,32,true,43800-54-8,pending_approval
MAT-00356,Starch 1500,excipient,SUP-0066,kg,3203.27,USD,158,41,controlled,41,false,853-24-5,active
MAT-00357,Leaflet Insert A5,label,SUP-0085,kg,4160.3,GBP,473,89,ambient,36,true,,pending_approval
MAT-00358,Iron Oxide Red,excipient,SUP-0138,pcs,777.35,GBP,237,55,controlled,9,false,74098-96-5,discontinued
MAT-00359,Glycerin USP,raw_chemical,SUP-0085,kg,1041.71,GBP,34,22,ambient,59,true,44503-58-8,active
MAT-00360,Purified Water USP,raw_chemical,SUP-0193,sheets,937.3,GBP,362,43,controlled,8,false,54296-21-7,active
MAT-00361,Glass Vial 10ml,packaging,SUP-0056,pcs,4147.37,JPY,155,25,cold,29,true,,active
MAT-00362,Clopidogrel Bisulfate,active_ingredient,SUP-0129,pcs,2530.22,EUR,98,46,ambient,52,false,42954-28-1,discontinued
MAT-00363,Iron Oxide Red,excipient,SUP-0100,mL,3622.99,JPY,60,3,ambient,8,true,43734-69-0,active
MAT-00364,Tween 80,raw_chemical,SUP-0080,units,112.89,EUR,165,28,cold,24,false,69816-50-7,pending_approval
MAT-00365,Ciprofloxacin HCl,active_ingredient,SUP-0030,units,747.03,USD,491,82,controlled,38,true,27126-79-5,discontinued
MAT-00366,Shrink Wrap Film,packaging,SUP-0073,units,708.21,JPY,126,24,cold,25,false,,discontinued
MAT-00367,Hologram Sticker,label,SUP-0173,kg,650.8,USD,55,52,cold,11,false,,active
MAT-00368,Starch 1500,excipient,SUP-0086,pcs,3081.77,EUR,366,88,controlled,11,false,74471-26-1,pending_approval
MAT-00369,Hologram Sticker,label,SUP-0121,g,2278.19,EUR,486,31,cold,45,false,,active
MAT-00370,Serialization Label,label,SUP-0084,L,3498.22,INR,250,6,cold,36,true,,active
MAT-00371,Leaflet Insert A4,label,SUP-0197,pcs,4228.91,GBP,310,76,cold,38,true,,active
MAT-00372,Atorvastatin Calcium,active_ingredient,SUP-0078,rolls,2780.97,JPY,237,54,controlled,32,true,81429-41-8,active
MAT-00373,Leaflet Insert A5,label,SUP-0178,sheets,330.77,JPY,221,58,controlled,56,false,,discontinued
MAT-00374,Magnesium Stearate,excipient,SUP-0190,L,3313.23,JPY,429,65,cold,43,false,42697-81-1,active
MAT-00375,Magnesium Stearate,excipient,SUP-0154,units,4779.44,USD,351,79,ambient,26,false,84590-94-0,active
MAT-00376,Microcrystalline Cellulose,excipient,SUP-0194,L,4436.36,EUR,339,22,ambient,40,false,51165-88-9,active
MAT-00377,Hydroxypropyl Cellulose,excipient,SUP-0077,mL,3407.74,JPY,407,89,ambient,33,false,11753-84-0,discontinued
MAT-00378,Span 60,raw_chemical,SUP-0076,sheets,4238.26,USD,190,73,cold,6,false,14428-46-0,active
MAT-00379,Tamper Evident Seal,label,SUP-0104,sheets,3126.26,INR,223,72,cold,48,true,,active
MAT-00380,Sodium Lauryl Sulfate,excipient,SUP-0107,mL,2777.33,EUR,148,88,cold,14,true,9453-92-0,active
MAT-00381,Carton Print Sheet,label,SUP-0022,sheets,4874.89,EUR,329,56,ambient,56,false,,discontinued
MAT-00382,Coating Opadry White,excipient,SUP-0116,pcs,2547.32,INR,182,31,cold,33,true,75801-73-3,pending_approval
MAT-00383,Sodium Chloride,raw_chemical,SUP-0148,units,2054.48,GBP,18,7,controlled,36,false,14882-84-7,pending_approval
MAT-00384,Sertraline HCl,active_ingredient,SUP-0193,L,3651.06,GBP,239,69,cold,39,true,32192-70-1,pending_approval
MAT-00385,Benzyl Alcohol,raw_chemical,SUP-0088,units,3065.39,JPY,399,4,ambient,35,false,75280-52-6,active
MAT-00386,Shrink Wrap Film,packaging,SUP-0153,units,837.96,GBP,373,75,ambient,9,false,,discontinued
MAT-00387,Starch 1500,excipient,SUP-0189,kg,3281.77,JPY,14,39,ambient,11,true,66319-19-4,active
MAT-00388,Stearic Acid,excipient,SUP-0004,units,1376.45,USD,310,25,controlled,53,true,86446-67-5,active
MAT-00389,Child-Resistant Cap,packaging,SUP-0136,mL,2424.85,USD,176,13,cold,44,true,,active
MAT-00390,Hologram Sticker,label,SUP-0186,sheets,1190.12,EUR,108,76,controlled,59,false,,active
MAT-00391,Ampoule 5ml,packaging,SUP-0103,g,263.09,INR,155,63,controlled,54,true,,active
MAT-00392,Shipping Label,label,SUP-0112,pcs,1313.49,USD,148,60,ambient,49,false,,discontinued
MAT-00393,Paracetamol DC,active_ingredient,SUP-0111,g,4588.6,JPY,471,86,ambient,27,false,35057-22-4,pending_approval
MAT-00394,Glycerin USP,raw_chemical,SUP-0192,sheets,2305.81,EUR,376,89,controlled,55,true,68201-53-2,active
MAT-00395,Span 60,raw_chemical,SUP-0018,kg,3364.17,USD,211,15,controlled,12,false,46123-38-4,active
MAT-00396,Magnesium Stearate,excipient,SUP-0015,kg,118.99,JPY,337,30,controlled,46,true,92858-25-1,discontinued
MAT-00397,Coating Opadry Blue,excipient,SUP-0048,sheets,3282.14,USD,357,26,ambient,24,false,86620-19-7,active
MAT-00398,Primary Label A5,label,SUP-0071,rolls,1287.05,USD,196,52,ambient,9,false,,active
MAT-00399,Talc Powder,excipient,SUP-0157,pcs,347.46,INR,92,85,ambient,12,true,70911-65-3,discontinued
MAT-00400,Omeprazole Magnesium,active_ingredient,SUP-0009,pcs,3577.14,USD,37,76,controlled,22,false,2509-73-2,pending_approval
MAT-00401,Ciprofloxacin HCl,active_ingredient,SUP-0039,kg,3323.2,GBP,464,53,controlled,6,false,62720-65-6,pending_approval
MAT-00402,Clopidogrel Bisulfate,active_ingredient,SUP-0032,mL,17.04,JPY,275,48,ambient,49,false,52559-17-1,active
MAT-00403,Phosphoric Acid,raw_chemical,SUP-0195,rolls,402.74,GBP,332,28,cold,41,true,50403-94-3,active
MAT-00404,Serialization Label,label,SUP-0125,g,3153.27,USD,454,83,ambient,53,true,,active
MAT-00405,Fluoxetine HCl,active_ingredient,SUP-0062,mL,127.31,INR,200,11,controlled,47,false,65544-78-7,active
MAT-00406,Metformin HCl,active_ingredient,SUP-0104,rolls,280.74,USD,109,86,controlled,39,false,88927-78-2,pending_approval
MAT-00407,Ethanol 96%,raw_chemical,SUP-0189,mL,4624.12,EUR,251,86,cold,36,true,31858-99-2,active
MAT-00408,Croscarmellose Sodium,excipient,SUP-0117,kg,4523.36,JPY,88,78,cold,58,true,15015-73-9,discontinued
MAT-00409,Iron Oxide Yellow,excipient,SUP-0087,g,4022.37,INR,167,18,controlled,42,true,42201-37-0,discontinued
MAT-00410,Stearic Acid,excipient,SUP-0037,rolls,316.58,INR,87,50,controlled,16,false,31984-84-0,active
MAT-00411,Amoxicillin Trihydrate,active_ingredient,SUP-0125,sheets,3888.42,USD,4,3,cold,11,false,54605-98-7,pending_approval
MAT-00412,Stearic Acid,excipient,SUP-0134,mL,715.87,INR,211,33,cold,45,true,78204-33-7,discontinued
MAT-00413,Amoxicillin Trihydrate,active_ingredient,SUP-0143,units,1739.59,EUR,99,18,controlled,12,false,99812-79-8,active
MAT-00414,Leaflet Insert A5,label,SUP-0029,mL,1382.49,EUR,351,63,ambient,17,true,,pending_approval
MAT-00415,Azithromycin Dihydrate,active_ingredient,SUP-0054,kg,3224.48,INR,129,45,controlled,57,false,5727-23-0,discontinued
MAT-00416,Gelatin Capsule Shell,excipient,SUP-0132,L,3927.57,USD,37,33,controlled,34,false,54977-35-5,active
MAT-00417,Simvastatin,active_ingredient,SUP-0189,rolls,1139.3,INR,446,28,ambient,20,true,61783-84-7,active
MAT-00418,Barcode Label Roll,label,SUP-0117,L,1081.22,EUR,199,50,cold,35,true,,pending_approval
MAT-00419,HDPE Bottle 60cc,packaging,SUP-0009,units,1011.45,JPY,31,38,cold,13,false,,active
MAT-00420,Leaflet Insert A5,label,SUP-0076,L,3801.82,JPY,81,84,controlled,16,true,,active
MAT-00421,Leaflet Insert A5,label,SUP-0152,pcs,4311.06,INR,429,62,ambient,6,false,,pending_approval
MAT-00422,Coating Opadry Blue,excipient,SUP-0057,mL,1636.82,JPY,485,22,controlled,6,false,5846-15-7,pending_approval
MAT-00423,Acetone AR Grade,raw_chemical,SUP-0123,kg,2128.78,USD,232,66,cold,11,true,90903-62-3,active
MAT-00424,Blister PVC/Alu,packaging,SUP-0005,units,1195.69,INR,343,42,cold,51,false,,discontinued
MAT-00425,Phosphoric Acid,raw_chemical,SUP-0198,kg,4882.12,EUR,448,54,cold,56,false,82207-69-0,pending_approval
MAT-00426,Ibuprofen,active_ingredient,SUP-0136,sheets,4467.23,USD,152,57,ambient,50,true,89790-20-9,active
MAT-00427,Omeprazole Magnesium,active_ingredient,SUP-0099,rolls,4439.95,GBP,239,82,cold,29,false,23022-92-8,pending_approval
MAT-00428,Ibuprofen,active_ingredient,SUP-0062,mL,692.46,JPY,59,86,ambient,53,true,98769-38-5,active
MAT-00429,Blister PVC/Alu,packaging,SUP-0096,sheets,1386.09,GBP,232,65,controlled,39,true,,active
MAT-00430,Methanol AR Grade,raw_chemical,SUP-0173,units,2260.17,USD,97,61,cold,11,false,23487-46-1,active
MAT-00431,Povidone K30,excipient,SUP-0128,units,560.57,EUR,448,29,controlled,46,true,38476-63-8,active
MAT-00432,Primary Label A4,label,SUP-0075,rolls,2100.94,EUR,33,5,cold,59,false,,active
MAT-00433,Tween 80,raw_chemical,SUP-0084,rolls,3278.97,INR,304,88,controlled,39,false,60081-48-9,active
MAT-00434,HDPE Bottle 120cc,packaging,SUP-0124,L,3946.44,GBP,498,39,cold,15,false,,active
MAT-00435,Carton Print Sheet,label,SUP-0183,L,3093.34,JPY,147,26,cold,59,true,,active
MAT-00436,Hydroxypropyl Cellulose,excipient,SUP-0148,g,206.24,EUR,226,36,ambient,17,true,73776-14-5,active
MAT-00437,Hypromellose,excipient,SUP-0137,rolls,2242.42,GBP,63,6,ambient,37,true,60086-50-2,active
MAT-00438,Isopropyl Alcohol,raw_chemical,SUP-0122,rolls,3236.4,GBP,497,76,controlled,15,false,44442-98-1,pending_approval
MAT-00439,Shipping Label,label,SUP-0030,kg,697.55,GBP,13,54,controlled,59,true,,active
MAT-00440,Carton Box Medium,packaging,SUP-0165,g,1632.17,EUR,299,70,cold,56,false,,active
MAT-00441,Gabapentin,active_ingredient,SUP-0174,g,2692.29,USD,500,68,ambient,18,false,41699-87-9,discontinued
MAT-00442,Cetirizine HCl,active_ingredient,SUP-0095,rolls,1988.09,INR,191,4,ambient,28,false,40431-67-8,active
MAT-00443,Iron Oxide Yellow,excipient,SUP-0114,pcs,3707.77,GBP,84,57,controlled,32,true,77012-86-1,active
MAT-00444,HPMC Capsule Shell,excipient,SUP-0086,units,2373.33,USD,478,78,ambient,11,true,53718-91-4,active
MAT-00445,Povidone K30,excipient,SUP-0052,pcs,3551.38,EUR,427,51,ambient,41,false,5585-48-9,active
MAT-00446,Primary Label A4,label,SUP-0040,pcs,1122.99,GBP,154,84,controlled,36,true,,pending_approval
MAT-00447,Nasal Spray Pump,packaging,SUP-0177,sheets,897.27,EUR,15,18,ambient,37,true,,discontinued
MAT-00448,Dropper Assembly,packaging,SUP-0067,pcs,2828.09,INR,499,18,ambient,38,true,,active
MAT-00449,Iron Oxide Red,excipient,SUP-0178,kg,731.11,EUR,183,23,cold,23,false,55036-91-5,active
MAT-00450,Nasal Spray Pump,packaging,SUP-0020,units,2648.3,JPY,100,83,cold,54,true,,discontinued
MAT-00451,Starch 1500,excipient,SUP-0070,rolls,4362.28,GBP,50,71,controlled,28,true,1740-27-8,active
MAT-00452,Nasal Spray Pump,packaging,SUP-0042,pcs,2060.27,USD,112,22,controlled,20,true,,discontinued
MAT-00453,Benzyl Alcohol,raw_chemical,SUP-0020,g,2087.02,USD,420,19,cold,36,false,40888-98-5,active
MAT-00454,Leaflet Insert A4,label,SUP-0008,rolls,861.45,USD,114,19,controlled,15,true,,active
MAT-00455,Magnesium Stearate,excipient,SUP-0109,mL,651.53,USD,40,5,ambient,54,false,5622-35-1,active
MAT-00456,Benzyl Alcohol,raw_chemical,SUP-0065,kg,2345.68,USD,34,41,controlled,6,true,16275-87-3,discontinued
MAT-00457,Microcrystalline Cellulose,excipient,SUP-0024,L,3353.17,EUR,434,38,controlled,28,false,21094-74-9,active
MAT-00458,Potassium Chloride,raw_chemical,SUP-0196,g,495.98,USD,271,30,controlled,18,false,22564-78-0,pending_approval
MAT-00459,Clopidogrel Bisulfate,active_ingredient,SUP-0094,mL,4602.43,JPY,95,59,controlled,12,true,46557-58-6,active
MAT-00460,Tween 80,raw_chemical,SUP-0081,mL,2038.19,USD,239,17,controlled,14,false,99962-56-4,discontinued
MAT-00461,Omeprazole Magnesium,active_ingredient,SUP-0099,g,1640.91,GBP,234,79,controlled,25,false,29655-80-6,active
MAT-00462,Hologram Sticker,label,SUP-0174,mL,4283.94,GBP,92,4,controlled,37,true,,active
MAT-00463,Tamper Evident Seal,label,SUP-0103,g,596.53,JPY,53,24,cold,29,true,,active
MAT-00464,Iron Oxide Yellow,excipient,SUP-0186,sheets,614.25,INR,143,77,controlled,23,false,46724-70-9,active
MAT-00465,Hologram Sticker,label,SUP-0028,units,737.3,USD,129,65,ambient,20,true,,active
MAT-00466,Clopidogrel Bisulfate,active_ingredient,SUP-0174,kg,4151.65,USD,498,25,ambient,44,false,20069-48-9,discontinued
