transaction_id,account_id,transaction_date,transaction_type,amount,balance_after,description,merchant_name,merchant_category,channel,status,reference_number
TXN-700884,ACC-602762,2024-04-25 18:17:30,payment,9071.46,94291.47,Payment to LinkedIn Premium,LinkedIn Premium,Subscription Services,branch,pending,REF-501581576128
TXN-700885,ACC-604841,2024-05-12 23:24:35,payment,5082.68,80177.01,Payment to Hertz,Hertz,Travel,online,failed,REF-201995093469
TXN-700886,ACC-603055,2023-05-07 15:26:16,transfer,5857.66,49296.74,External Transfer,,,mobile,completed,REF-478164821265
TXN-700887,ACC-600499,2023-11-24 15:00:49,transfer,6932.24,52340.38,Zelle Transfer,,,atm,completed,REF-434025773516
TXN-700888,ACC-602149,2023-08-11 08:39:06,deposit,12681.15,77150.49,Direct Deposit,,,online,completed,REF-566667845232
TXN-700889,ACC-602887,2024-12-08 17:13:55,deposit,22526.29,56965.15,Direct Deposit,,,mobile,completed,REF-368139284057
TXN-700890,ACC-602804,2025-10-05 17:18:39,deposit,17666.62,62358.11,Direct Deposit,,,mobile,completed,REF-170150668248
TXN-700891,ACC-601597,2023-07-31 11:57:40,payment,5958.33,1987.15,Payment to Trader Joes,Trader Joes,Groceries,mobile,completed,REF-008950644019
TXN-700892,ACC-603843,2025-07-06 12:22:02,withdrawal,7074.62,70846.7,Wire Transfer Out,,,online,completed,REF-937192201090
TXN-700893,ACC-604855,2024-07-03 04:49:36,deposit,19170.94,47460.05,Cash Deposit,,,mobile,failed,REF-620125268315
TXN-700894,ACC-600345,2023-09-10 06:58:34,payment,8729.41,79558.37,Payment to Chipotle,Chipotle,Restaurants,atm,completed,REF-405488821359
TXN-700895,ACC-602624,2024-03-23 22:43:29,deposit,3435.73,20316.12,Cash Deposit,,,online,completed,REF-546723110382
TXN-700896,ACC-601608,2024-11-20 09:17:59,payment,2566.59,20356.19,Payment to Expedia,Expedia,Travel,mobile,completed,REF-238777315672
TXN-700897,ACC-602955,2024-08-01 21:12:31,deposit,14335.38,36378.05,Check Deposit,,,mobile,completed,REF-099682870046
TXN-700898,ACC-604868,2025-06-13 23:04:07,withdrawal,8017.98,30564.5,ATM Withdrawal,,,online,completed,REF-035132328335
TXN-700899,ACC-600303,2023-12-10 04:23:35,withdrawal,8749.28,26671.61,ATM Withdrawal,,,online,completed,REF-695595582167
TXN-700900,ACC-600068,2024-10-17 22:26:40,payment,6687.38,13901.94,Payment to TJ Maxx,TJ Maxx,Clothing,atm,completed,REF-453310390796
TXN-700901,ACC-601234,2024-08-11 19:51:49,payment,5396.14,26938.1,Payment to Wayfair,Wayfair,Online Shopping,atm,completed,REF-548806908784
TXN-700902,ACC-603247,2024-10-04 04:52:33,deposit,11198.94,77796.39,Direct Deposit,,,online,completed,REF-986280240618
TXN-700903,ACC-603340,2023-10-13 12:52:02,transfer,9362.78,62323.84,Zelle Transfer,,,online,completed,REF-802718487488
TXN-700904,ACC-603952,2024-06-04 13:59:50,transfer,9176.44,61167.41,Internal Transfer,,,mobile,completed,REF-742815032044
TXN-700905,ACC-600164,2025-06-11 17:53:09,withdrawal,1165.34,23651.65,ATM Withdrawal,,,mobile,completed,REF-219647932249
TXN-700906,ACC-604093,2025-07-28 10:29:25,payment,3865.69,745.71,Payment to Farmers,Farmers,Insurance,mobile,completed,REF-436653936687
TXN-700907,ACC-604304,2023-07-10 04:37:59,payment,8054.49,10351.06,Payment to Audible,Audible,Subscription Services,branch,completed,REF-504180843411
TXN-700908,ACC-603155,2024-07-26 00:54:41,payment,4000.49,81814.2,Payment to Cigna,Cigna,Healthcare,branch,completed,REF-159328355779
TXN-700909,ACC-601881,2024-09-11 09:47:59,transfer,5718.91,11877.75,Internal Transfer,,,online,completed,REF-378721455271
TXN-700910,ACC-604408,2025-12-09 11:29:50,withdrawal,7595.02,45355.91,ATM Withdrawal,,,atm,completed,REF-181312621358
TXN-700911,ACC-600788,2025-02-06 20:46:31,fee,47.83,95110.34,Monthly Maintenance Fee,,,mobile,completed,REF-264240002239
TXN-700912,ACC-602113,2024-10-08 07:19:14,fee,48.88,19741.5,Overdraft Fee,,,online,failed,REF-197408788267
TXN-700913,ACC-600938,2025-07-25 11:58:57,deposit,9269.55,13687.23,Wire Transfer In,,,mobile,completed,REF-754104773964
TXN-700914,ACC-601235,2023-04-30 18:20:08,deposit,14732.82,81107.27,Mobile Deposit,,,mobile,completed,REF-304827309449
TXN-700915,ACC-602050,2025-10-28 15:37:27,payment,3166.19,32315.1,Payment to Liberty Mutual,Liberty Mutual,Insurance,mobile,completed,REF-180053753428
TXN-700916,ACC-602043,2025-03-07 03:14:39,payment,7950.65,69424.97,Payment to Panera Bread,Panera Bread,Restaurants,branch,pending,REF-400379805771
TXN-700917,ACC-603116,2024-03-15 00:24:21,payment,110.72,18644.29,Payment to Bed Bath Beyond,Bed Bath Beyond,Home Improvement,online,completed,REF-538305514505
TXN-700918,ACC-604875,2023-03-27 12:28:14,transfer,9186.57,69046.98,External Transfer,,,online,reversed,REF-885418803121
TXN-700919,ACC-601062,2025-12-13 00:31:09,deposit,15485.25,63682.98,Check Deposit,,,mobile,reversed,REF-715348313366
TXN-700920,ACC-604242,2024-08-25 09:02:23,deposit,8433.76,24406.82,Check Deposit,,,atm,reversed,REF-067744425496
TXN-700921,ACC-602721,2024-12-05 13:31:57,deposit,9067.32,55983.05,Check Deposit,,,online,completed,REF-704965214639
TXN-700922,ACC-600546,2024-02-02 06:39:47,withdrawal,4359.33,7270.1,Wire Transfer Out,,,branch,completed,REF-102998340460
TXN-700923,ACC-602145,2023-09-19 02:29:14,transfer,7792.85,291.71,Zelle Transfer,,,online,completed,REF-894098182613
TXN-700924,ACC-603422,2024-02-28 01:40:30,transfer,1891.05,57623.29,ACH Transfer,,,mobile,completed,REF-285917192386
TXN-700925,ACC-602622,2024-01-22 16:54:27,payment,9042.62,19593.34,Payment to Aldi,Aldi,Groceries,online,completed,REF-304637861436
TXN-700926,ACC-601881,2023-09-22 20:07:01,payment,6121.24,46123.67,Payment to Dell,Dell,Electronics,atm,completed,REF-432904561028
TXN-700927,ACC-603766,2024-08-11 16:58:41,payment,6947.15,82305.78,Payment to Sunoco,Sunoco,Gas Stations,atm,pending,REF-191516947602
TXN-700928,ACC-603268,2024-02-22 05:53:35,deposit,16766.72,34715.43,Cash Deposit,,,mobile,completed,REF-553302573538
TXN-700929,ACC-602563,2023-08-25 07:52:09,transfer,6082.8,31193.04,External Transfer,,,branch,completed,REF-521488058222
TXN-700930,ACC-601036,2025-10-27 15:29:44,deposit,16410.19,48008.22,Cash Deposit,,,online,completed,REF-630153747519
TXN-700931,ACC-601426,2023-08-03 12:47:30,transfer,4902.06,85125.18,Internal Transfer,,,online,completed,REF-045032413933
TXN-700932,ACC-600085,2025-09-24 08:58:49,withdrawal,9750.73,29107.53,Wire Transfer Out,,,mobile,completed,REF-140503675265
TXN-700933,ACC-602407,2025-06-01 06:44:30,deposit,663.23,59385.44,Direct Deposit,,,atm,completed,REF-222187363703
TXN-700934,ACC-604131,2023-12-31 12:04:46,payment,147.5,68919.69,Payment to Kindle Unlimited,Kindle Unlimited,Subscription Services,branch,completed,REF-425238997701
TXN-700935,ACC-604517,2024-05-17 00:28:13,deposit,19195.1,46487.5,Direct Deposit,,,branch,pending,REF-393667773954
TXN-700936,ACC-601054,2024-12-22 04:35:58,deposit,16841.62,93956.78,Mobile Deposit,,,online,completed,REF-528059243069
TXN-700937,ACC-602688,2023-08-20 17:53:53,deposit,17530.73,78456.6,Check Deposit,,,mobile,completed,REF-731396169989
TXN-700938,ACC-604567,2024-12-23 19:14:59,payment,2707.42,25982.05,Payment to Expedia,Expedia,Travel,mobile,completed,REF-531746333607
TXN-700939,ACC-600266,2024-02-18 23:54:16,withdrawal,8258.93,96950.3,ATM Withdrawal,,,atm,pending,REF-199384748079
TXN-700940,ACC-604383,2025-12-18 14:36:00,deposit,23373.28,10359.75,Mobile Deposit,,,online,completed,REF-587568927067
TXN-700941,ACC-602887,2025-11-14 21:24:36,transfer,7446.14,29029.75,External Transfer,,,mobile,completed,REF-851860568282
TXN-700942,ACC-600719,2023-02-06 18:37:15,transfer,8659.47,54243.13,External Transfer,,,online,pending,REF-217336621405
TXN-700943,ACC-603815,2024-02-19 12:53:07,transfer,5507.18,14369.64,Internal Transfer,,,online,completed,REF-035421771941
TXN-700944,ACC-601473,2023-08-01 01:13:42,payment,7553.65,73783.42,Payment to Target.com,Target.com,Online Shopping,branch,completed,REF-835164632014
TXN-700945,ACC-603391,2025-01-08 05:22:20,deposit,11125.07,14694.87,Direct Deposit,,,branch,completed,REF-993054343752
TXN-700946,ACC-603701,2024-02-21 01:51:08,deposit,24262.33,91341.01,Cash Deposit,,,mobile,completed,REF-476770502785
TXN-700947,ACC-604045,2024-12-21 10:23:58,transfer,1106.9,36994.81,External Transfer,,,atm,completed,REF-726863207088
TXN-700948,ACC-600018,2025-03-12 06:28:51,withdrawal,6201.2,61758.73,ATM Withdrawal,,,online,completed,REF-809440899476
TXN-700949,ACC-601837,2024-02-01 16:06:43,deposit,538.6,85814.14,Check Deposit,,,mobile,failed,REF-138980022861
TXN-700950,ACC-601634,2023-11-04 01:01:22,deposit,8118.68,30193.2,Cash Deposit,,,mobile,pending,REF-525444336861
TXN-700951,ACC-604780,2023-06-10 03:45:36,deposit,17704.71,78988.13,Mobile Deposit,,,mobile,completed,REF-518654756032
TXN-700952,ACC-604159,2024-02-29 08:51:30,deposit,21661.86,27067.61,Wire Transfer In,,,branch,pending,REF-374209804450
TXN-700953,ACC-601529,2023-09-19 04:51:34,deposit,6952.3,83681.42,Check Deposit,,,mobile,completed,REF-344406862457
TXN-700954,ACC-602856,2023-10-29 13:34:07,deposit,4700.45,37857.21,Mobile Deposit,,,branch,completed,REF-342722106973
TXN-700955,ACC-602281,2024-12-05 08:37:32,payment,5481.67,56375.79,Payment to Best Buy,Best Buy,Electronics,online,completed,REF-111819235265
TXN-700956,ACC-601128,2025-06-03 14:20:45,transfer,785.83,64767.83,External Transfer,,,mobile,pending,REF-725449905219
TXN-700957,ACC-602825,2023-09-25 07:58:47,fee,10.49,85661.31,ATM Fee,,,atm,reversed,REF-503169421496
TXN-700958,ACC-602397,2024-10-16 08:41:56,payment,1026.43,19386.87,Payment to Shopify Store,Shopify Store,Online Shopping,online,completed,REF-420800513304
TXN-700959,ACC-604612,2025-03-28 02:40:55,deposit,11819.63,99674.82,Check Deposit,,,online,completed,REF-516631197646
TXN-700960,ACC-602429,2023-02-23 09:57:32,deposit,19529.11,7734.64,Direct Deposit,,,atm,completed,REF-133033998669
TXN-700961,ACC-603244,2023-08-09 05:47:45,payment,8608.59,27504.67,Payment to Zoom,Zoom,Subscription Services,mobile,completed,REF-357359047172
TXN-700962,ACC-600902,2024-10-08 15:59:04,withdrawal,1251.57,56653.4,ATM Withdrawal,,,mobile,completed,REF-451204712423
TXN-700963,ACC-600384,2025-11-20 08:44:45,payment,2231.0,49649.69,Payment to Safeway,Safeway,Groceries,online,completed,REF-784523360734
TXN-700964,ACC-601101,2023-01-04 05:37:25,payment,4715.11,17195.13,Payment to Hilton,Hilton,Travel,mobile,completed,REF-544732146189
TXN-700965,ACC-601258,2024-04-28 19:56:07,payment,327.91,24422.32,Payment to Gap,Gap,Clothing,mobile,completed,REF-030450280432
TXN-700966,ACC-604788,2023-09-11 23:32:20,withdrawal,6341.21,92646.58,ATM Withdrawal,,,online,completed,REF-882974575285
TXN-700967,ACC-603857,2025-06-22 14:04:57,transfer,9158.42,8266.07,Internal Transfer,,,atm,completed,REF-704515397138
TXN-700968,ACC-602295,2024-09-07 21:34:55,withdrawal,1490.51,70897.99,ATM Withdrawal,,,atm,completed,REF-280113817731
TXN-700969,ACC-604529,2023-03-21 12:06:15,deposit,21318.29,62781.93,Direct Deposit,,,branch,pending,REF-551000186565
TXN-700970,ACC-603394,2023-04-18 09:14:24,deposit,5482.06,99193.66,Cash Deposit,,,branch,reversed,REF-664286094640
TXN-700971,ACC-600463,2023-10-22 06:52:42,fee,29.92,70461.99,Foreign Transaction Fee,,,atm,completed,REF-081761214902
TXN-700972,ACC-601233,2025-11-15 18:33:21,payment,4595.2,35930.09,Payment to AMC Theatres,AMC Theatres,Entertainment,atm,completed,REF-471473445093
TXN-700973,ACC-601003,2023-05-24 02:14:04,withdrawal,8511.34,70379.3,Cash Withdrawal,,,online,completed,REF-694789661041
TXN-700974,ACC-600631,2024-09-10 04:06:06,payment,2724.88,22602.45,Payment to Chegg,Chegg,Education,mobile,pending,REF-410434632815
TXN-700975,ACC-600590,2023-09-24 17:46:53,payment,6150.77,55231.77,Payment to Udemy,Udemy,Education,atm,completed,REF-961429220786
TXN-700976,ACC-603217,2024-09-29 22:42:42,fee,4.69,308.04,Overdraft Fee,,,atm,completed,REF-422028130629
TXN-700977,ACC-601189,2023-03-22 12:02:54,transfer,4756.8,33387.29,External Transfer,,,online,completed,REF-465909276248
TXN-700978,ACC-604200,2023-09-30 18:53:03,deposit,23325.7,50768.05,Check Deposit,,,mobile,completed,REF-691261477121
TXN-700979,ACC-603169,2024-10-26 09:33:05,payment,4866.2,37090.09,Payment to Zoom,Zoom,Subscription Services,atm,completed,REF-145582282501
TXN-700980,ACC-600826,2025-05-19 05:32:58,withdrawal,8235.69,93233.06,ATM Withdrawal,,,mobile,completed,REF-639773834986
TXN-700981,ACC-601355,2024-12-17 03:02:48,withdrawal,5479.65,70902.42,Wire Transfer Out,,,online,completed,REF-822530614601
TXN-700982,ACC-601314,2025-12-11 00:17:58,withdrawal,7039.03,46091.84,Wire Transfer Out,,,atm,pending,REF-722976664091
TXN-700983,ACC-603859,2024-03-06 17:17:07,deposit,14522.25,37513.02,Wire Transfer In,,,branch,completed,REF-693970033718
TXN-700984,ACC-600201,2023-08-18 16:05:58,payment,7818.8,86604.81,Payment to Valvoline,Valvoline,Automotive,mobile,completed,REF-383862706592
TXN-700985,ACC-604806,2025-01-30 06:02:47,fee,38.01,7634.07,Overdraft Fee,,,branch,completed,REF-851459481394
TXN-700986,ACC-604952,2025-02-02 01:47:29,deposit,9737.9,21501.62,Wire Transfer In,,,online,completed,REF-000756484945
TXN-700987,ACC-602557,2024-07-01 06:59:35,withdrawal,3051.23,86667.84,Wire Transfer Out,,,mobile,completed,REF-413866410244
TXN-700988,ACC-602503,2023-11-05 22:13:23,withdrawal,3623.67,16258.01,Cash Withdrawal,,,mobile,completed,REF-930125091529
TXN-700989,ACC-600047,2025-03-07 16:08:51,withdrawal,9463.13,67410.07,ATM Withdrawal,,,online,completed,REF-076629298515
TXN-700990,ACC-604136,2023-06-08 01:30:47,deposit,3327.23,65979.95,Check Deposit,,,mobile,completed,REF-450970914142
TXN-700991,ACC-600254,2023-01-04 15:43:36,transfer,7129.88,62433.15,External Transfer,,,online,completed,REF-051016980122
TXN-700992,ACC-601298,2023-07-01 10:04:37,transfer,4229.55,65205.18,External Transfer,,,branch,pending,REF-702696976314
TXN-700993,ACC-604092,2025-09-12 20:43:17,transfer,2465.87,35024.52,External Transfer,,,mobile,completed,REF-408499634884
TXN-700994,ACC-600837,2023-05-09 21:05:00,transfer,9406.93,43227.84,ACH Transfer,,,atm,completed,REF-910303616402
TXN-700995,ACC-604325,2023-05-14 21:12:24,transfer,1956.62,65041.51,Internal Transfer,,,online,completed,REF-061414677134
TXN-700996,ACC-601833,2025-04-26 22:26:34,withdrawal,7214.12,15467.61,Wire Transfer Out,,,atm,completed,REF-095104215526
TXN-700997,ACC-604853,2024-12-09 11:57:29,transfer,7668.94,50527.02,Internal Transfer,,,online,completed,REF-973317633503
TXN-700998,ACC-601527,2024-01-18 19:58:09,payment,3028.32,72655.38,Payment to Expedia,Expedia,Travel,mobile,completed,REF-061388163650
TXN-700999,ACC-604207,2023-01-13 01:07:40,deposit,21491.03,12472.3,Cash Deposit,,,atm,completed,REF-399702675691
TXN-701000,ACC-600877,2024-10-04 08:02:03,transfer,8498.37,79457.09,Internal Transfer,,,online,completed,REF-292384689858
TXN-701001,ACC-604828,2025-07-22 11:13:58,transfer,4933.69,53889.1,ACH Transfer,,,online,failed,REF-036258800126
TXN-701002,ACC-601443,2024-08-13 00:59:53,payment,5280.71,22973.94,Payment to Panera Bread,Panera Bread,Restaurants,online,completed,REF-158877372157
TXN-701003,ACC-602652,2024-09-13 11:25:44,transfer,7196.52,80833.61,Internal Transfer,,,online,completed,REF-995607730846
TXN-701004,ACC-601736,2024-04-25 11:39:33,withdrawal,6339.01,95668.56,ATM Withdrawal,,,branch,completed,REF-167212498245
TXN-701005,ACC-603750,2024-09-18 02:00:30,withdrawal,243.47,3741.94,Wire Transfer Out,,,atm,reversed,REF-680402940116
TXN-701006,ACC-604914,2023-03-08 20:19:32,fee,7.81,32738.71,Wire Transfer Fee,,,mobile,failed,REF-704926285785
TXN-701007,ACC-601348,2023-05-09 14:01:55,transfer,7293.43,11634.3,Internal Transfer,,,branch,pending,REF-383095917919
TXN-701008,ACC-601919,2023-01-29 01:03:47,payment,7651.75,10184.75,Payment to IKEA,IKEA,Home Improvement,mobile,pending,REF-588423975277
TXN-701009,ACC-601094,2024-08-30 09:05:45,withdrawal,3363.1,91888.74,Cash Withdrawal,,,online,pending,REF-850772396524
TXN-701010,ACC-603005,2025-10-02 02:13:26,withdrawal,7824.25,94725.03,Cash Withdrawal,,,branch,pending,REF-884192519920
TXN-701011,ACC-600292,2025-01-09 19:19:24,transfer,6066.32,65880.93,ACH Transfer,,,atm,completed,REF-201402745387
TXN-701012,ACC-602293,2025-05-18 23:50:18,payment,6162.87,8004.5,Payment to Marriott,Marriott,Travel,branch,completed,REF-684896646381
TXN-701013,ACC-602326,2023-06-08 23:11:54,payment,49.25,94375.23,Payment to Jiffy Lube,Jiffy Lube,Automotive,online,completed,REF-544941570339
TXN-701014,ACC-603653,2023-05-23 09:48:42,deposit,16581.03,94012.59,Direct Deposit,,,branch,completed,REF-148984064814
TXN-701015,ACC-600757,2023-01-11 05:06:02,transfer,6846.64,30744.29,External Transfer,,,online,reversed,REF-139214930079
TXN-701016,ACC-601958,2025-09-07 20:31:51,payment,8907.61,20624.45,Payment to Whole Foods,Whole Foods,Groceries,branch,completed,REF-913443596822
TXN-701017,ACC-604905,2023-09-25 04:27:58,withdrawal,3416.74,96425.6,Cash Withdrawal,,,branch,completed,REF-169836023593
TXN-701018,ACC-601230,2023-06-14 16:31:15,deposit,18019.45,19498.27,Wire Transfer In,,,branch,completed,REF-847161598011
TXN-701019,ACC-602916,2025-01-12 04:41:55,deposit,19780.6,60178.06,Check Deposit,,,online,completed,REF-281001773040
TXN-701020,ACC-600587,2024-08-14 21:44:16,deposit,14067.17,18173.77,Mobile Deposit,,,mobile,completed,REF-951716844655
TXN-701021,ACC-601411,2025-05-06 19:09:32,payment,505.85,22632.23,Payment to Chipotle,Chipotle,Restaurants,atm,completed,REF-730754411642
TXN-701022,ACC-602453,2023-07-01 08:22:22,payment,3041.39,5895.81,Payment to Walgreens,Walgreens,Healthcare,online,completed,REF-250039927817
TXN-701023,ACC-601970,2023-08-13 19:00:35,deposit,11023.83,62440.89,Direct Deposit,,,mobile,completed,REF-412389826578
TXN-701024,ACC-600277,2024-07-21 16:33:27,payment,8302.77,90963.21,Payment to Old Navy,Old Navy,Clothing,mobile,completed,REF-430832074830
TXN-701025,ACC-603815,2023-10-04 18:21:47,deposit,13530.46,57626.63,Mobile Deposit,,,atm,completed,REF-972587407480
TXN-701026,ACC-603555,2024-01-13 12:34:17,payment,6512.9,36235.25,Payment to Marriott,Marriott,Travel,atm,completed,REF-467118313939
TXN-701027,ACC-603057,2023-04-13 17:45:16,payment,7797.26,73476.6,Payment to Kaiser,Kaiser,Healthcare,online,reversed,REF-286306889608
TXN-701028,ACC-603854,2023-05-24 14:29:56,deposit,7396.38,86806.76,Cash Deposit,,,online,reversed,REF-405333624444
TXN-701029,ACC-604750,2023-09-02 04:49:41,deposit,1529.92,16914.26,Mobile Deposit,,,online,completed,REF-656025059713
TXN-701030,ACC-602279,2025-07-22 01:15:13,withdrawal,154.07,99608.28,Wire Transfer Out,,,atm,completed,REF-986370107745
TXN-701031,ACC-604899,2023-09-28 20:34:56,withdrawal,6039.6,44913.05,ATM Withdrawal,,,atm,completed,REF-883598583503
TXN-701032,ACC-604957,2025-07-03 06:13:50,withdrawal,4122.7,74387.22,ATM Withdrawal,,,branch,completed,REF-213413334948
TXN-701033,ACC-600605,2024-04-16 00:24:38,payment,3757.89,36170.3,Payment to Texaco,Texaco,Gas Stations,branch,completed,REF-220570948230
TXN-701034,ACC-600349,2023-11-15 20:00:51,deposit,3569.5,63309.84,Check Deposit,,,atm,completed,REF-389428099355
TXN-701035,ACC-603287,2024-11-23 00:14:42,payment,6854.03,28709.49,Payment to TJ Maxx,TJ Maxx,Clothing,mobile,completed,REF-777715303289
TXN-701036,ACC-604101,2025-08-09 14:09:03,withdrawal,4711.09,15175.07,Cash Withdrawal,,,branch,completed,REF-096126421125
TXN-701037,ACC-601287,2024-05-29 15:49:56,withdrawal,3033.71,54343.79,ATM Withdrawal,,,atm,completed,REF-589160886508
TXN-701038,ACC-604734,2025-02-04 15:10:46,deposit,10146.15,89667.56,Mobile Deposit,,,mobile,completed,REF-250332476525
TXN-701039,ACC-602298,2023-05-13 09:14:26,payment,7761.24,22007.98,Payment to Enterprise,Enterprise,Travel,mobile,completed,REF-703276276215
TXN-701040,ACC-601703,2024-02-12 08:12:28,deposit,7609.67,21248.69,Direct Deposit,,,online,pending,REF-134479910753
TXN-701041,ACC-601766,2025-03-31 18:23:08,deposit,8917.29,71853.2,Direct Deposit,,,atm,reversed,REF-459425791487
TXN-701042,ACC-600178,2025-06-06 14:44:40,transfer,2449.88,94570.58,External Transfer,,,online,pending,REF-734553421167
TXN-701043,ACC-603184,2025-04-12 00:44:46,deposit,6368.73,67543.51,Wire Transfer In,,,online,completed,REF-087850693926
TXN-701044,ACC-603174,2023-12-27 21:29:34,payment,2561.58,2248.99,Payment to Hertz,Hertz,Travel,atm,completed,REF-762126220292
TXN-701045,ACC-604731,2023-02-12 00:36:03,payment,5677.35,28981.4,Payment to Wayfair,Wayfair,Online Shopping,atm,completed,REF-643524177694
TXN-701046,ACC-603082,2025-10-14 05:43:51,transfer,2033.0,56971.25,ACH Transfer,,,online,pending,REF-692934897065
TXN-701047,ACC-602099,2024-03-11 17:01:53,transfer,2498.99,82982.18,Internal Transfer,,,mobile,completed,REF-381450837536
TXN-701048,ACC-602480,2025-09-05 08:44:13,deposit,13434.71,41921.45,Cash Deposit,,,atm,completed,REF-493926808602
TXN-701049,ACC-601997,2023-01-12 06:57:29,deposit,23463.07,82826.4,Wire Transfer In,,,mobile,completed,REF-186677251025
TXN-701050,ACC-602164,2024-02-03 07:09:33,withdrawal,7238.89,84597.12,ATM Withdrawal,,,branch,completed,REF-859927918423
TXN-701051,ACC-601370,2023-08-02 20:00:19,deposit,21227.85,21817.02,Cash Deposit,,,atm,completed,REF-753010965467
TXN-701052,ACC-604462,2023-05-08 17:52:29,payment,9512.05,63862.76,Payment to Home Depot,Home Depot,Home Improvement,online,completed,REF-569338483195
TXN-701053,ACC-601148,2023-04-25 07:11:28,transfer,2582.66,87597.08,ACH Transfer,,,mobile,completed,REF-016678758517
TXN-701054,ACC-601575,2024-05-08 13:20:36,deposit,17875.35,54365.74,Direct Deposit,,,atm,completed,REF-823624906475
TXN-701055,ACC-603761,2024-09-02 03:03:56,deposit,4292.72,57267.16,Mobile Deposit,,,online,completed,REF-088036565108
TXN-701056,ACC-601155,2023-02-13 10:31:56,deposit,12045.46,2178.88,Wire Transfer In,,,atm,completed,REF-129861393693
TXN-701057,ACC-601039,2023-07-01 09:03:15,payment,8355.13,74307.36,Payment to Home Depot,Home Depot,Home Improvement,mobile,completed,REF-061872274526
TXN-701058,ACC-603896,2025-06-09 06:47:21,payment,3401.31,84789.82,Payment to Chegg,Chegg,Education,branch,completed,REF-010064994577
TXN-701059,ACC-603870,2024-08-09 03:18:20,fee,6.16,77641.69,Monthly Maintenance Fee,,,mobile,completed,REF-712006833953
TXN-701060,ACC-603706,2023-03-25 05:37:33,payment,6306.0,72436.91,Payment to Nationwide,Nationwide,Insurance,online,completed,REF-598780209015
TXN-701061,ACC-602070,2025-06-30 18:00:31,deposit,12030.57,36687.92,Mobile Deposit,,,mobile,completed,REF-543727131196
TXN-701062,ACC-602033,2023-05-21 21:09:35,transfer,523.3,7058.03,Zelle Transfer,,,mobile,completed,REF-328334770735
TXN-701063,ACC-601118,2023-07-31 19:30:50,payment,1559.7,27031.88,Payment to Shell,Shell,Gas Stations,mobile,completed,REF-068811801159
TXN-701064,ACC-601149,2024-03-26 15:54:20,withdrawal,577.66,8244.52,Wire Transfer Out,,,mobile,completed,REF-211813705054
TXN-701065,ACC-604149,2024-04-03 15:49:32,transfer,7692.1,43000.64,Internal Transfer,,,branch,completed,REF-845050059292
TXN-701066,ACC-602113,2024-04-04 22:55:17,payment,2719.76,25149.94,Payment to OReilly Auto,OReilly Auto,Automotive,mobile,completed,REF-812703467154
TXN-701067,ACC-602038,2024-08-20 09:11:50,transfer,8229.83,24322.98,External Transfer,,,online,completed,REF-711358845515
TXN-701068,ACC-602221,2025-11-25 09:07:17,withdrawal,9458.83,39318.43,Wire Transfer Out,,,online,completed,REF-131044954046
TXN-701069,ACC-601036,2024-06-07 07:32:45,deposit,5646.88,89915.65,Check Deposit,,,online,completed,REF-778475151812
TXN-701070,ACC-604177,2023-07-20 13:20:11,deposit,15098.0,57314.61,Cash Deposit,,,online,completed,REF-934659446918
TXN-701071,ACC-603881,2023-09-30 08:53:16,payment,117.56,28919.97,Payment to National Grid,National Grid,Utilities,mobile,completed,REF-140311708479
TXN-701072,ACC-604883,2025-05-01 09:29:00,transfer,864.38,84645.88,ACH Transfer,,,online,completed,REF-030791773051
TXN-701073,ACC-602685,2023-03-12 21:56:44,withdrawal,6919.08,13970.94,ATM Withdrawal,,,online,completed,REF-138441546470
TXN-701074,ACC-600608,2025-02-11 22:14:14,payment,4764.07,29060.18,Payment to BP,BP,Gas Stations,online,failed,REF-633254464304
TXN-701075,ACC-603563,2024-06-06 04:46:01,payment,1973.31,83854.99,Payment to Nationwide,Nationwide,Insurance,branch,completed,REF-902583153076
TXN-701076,ACC-604103,2024-07-06 23:32:13,withdrawal,74.37,4439.85,Wire Transfer Out,,,branch,completed,REF-720041623083
TXN-701077,ACC-602583,2025-04-26 19:25:36,withdrawal,9492.53,8286.66,Wire Transfer Out,,,atm,completed,REF-176930222675
TXN-701078,ACC-602605,2025-08-25 13:19:14,withdrawal,2884.1,44899.01,ATM Withdrawal,,,atm,completed,REF-729912003749
TXN-701079,ACC-603576,2024-03-10 01:34:09,fee,10.69,37313.03,Overdraft Fee,,,mobile,completed,REF-423301573070
TXN-701080,ACC-600939,2023-06-19 11:00:46,deposit,12643.19,10528.18,Check Deposit,,,atm,completed,REF-954756447643
TXN-701081,ACC-603982,2023-01-10 04:15:55,transfer,3136.31,86749.07,External Transfer,,,atm,completed,REF-677514015520
TXN-701082,ACC-601338,2025-05-20 03:06:55,payment,6584.59,81434.7,Payment to Lowes,Lowes,Home Improvement,online,pending,REF-563614373648
TXN-701083,ACC-604291,2023-02-10 01:40:09,payment,6023.42,97295.7,Payment to Expedia,Expedia,Travel,mobile,completed,REF-208177374682
TXN-701084,ACC-601522,2024-05-22 20:03:15,fee,37.63,52245.76,Wire Transfer Fee,,,online,completed,REF-481768723239
TXN-701085,ACC-602126,2024-08-10 13:17:07,transfer,4501.51,49249.63,External Transfer,,,mobile,reversed,REF-124985968827
TXN-701086,ACC-604905,2024-04-13 03:53:52,withdrawal,4866.53,89378.07,ATM Withdrawal,,,online,completed,REF-739322647769
