inventory_id,outlet_id,product_id,product_name,batch_number,quantity_on_hand,quantity_reserved,reorder_level,reorder_quantity,unit_price,expiry_date,last_restock_date,status,storage_condition,created_at
INV-001310,OUT-0338,PRD-0023,Tramadol 50mg,BN-202407-1863,82,37,133,166,194.06,2025-07-05,2024-05-05,expired,Refrigerated 2-8C,2023-10-04 21:57:47
INV-001311,OUT-0437,PRD-0033,Warfarin 5mg,BN-202315-3357,422,25,47,467,329.83,2025-07-31,2024-10-23,in_stock,Refrigerated 2-8C,2023-10-27 06:59:39
INV-001312,OUT-0041,PRD-0036,Allopurinol 300mg,BN-202406-8652,661,19,160,341,406.22,2026-07-08,2025-03-06,in_stock,Controlled Room Temp,2024-12-14 10:04:17
INV-001313,OUT-0247,PRD-0048,Methylprednisolone 16mg,BN-202336-3004,734,8,106,85,117.02,2024-07-13,2024-02-09,expired,Controlled Room Temp,2025-03-28 09:50:47
INV-001314,OUT-0086,PRD-0046,Etanercept 50mg,BN-202403-4785,91,35,78,462,279.75,2027-03-02,2023-04-30,in_stock,Controlled Room Temp,2023-07-25 22:03:37
INV-001315,OUT-0121,PRD-0007,Amlodipine 5mg,BN-202454-5539,218,98,73,246,462.01,2025-02-26,2025-10-04,expired,Room Temperature,2023-07-22 12:31:22
INV-001316,OUT-0283,PRD-0035,Spironolactone 25mg,BN-202498-2200,1482,84,167,390,412.52,2026-09-29,2024-09-01,in_stock,Controlled Room Temp,2025-12-06 16:27:55
INV-001317,OUT-0002,PRD-0043,Bevacizumab 400mg,BN-202315-1006,1370,24,142,160,273.75,2024-04-27,2023-12-18,expired,Refrigerated 2-8C,2023-03-03 06:33:53
INV-001318,OUT-0244,PRD-0026,Aspirin 100mg,BN-202504-6459,93,22,145,162,114.93,2027-08-18,2024-04-21,low_stock,Room Temperature,2025-03-07 07:34:05
INV-001319,OUT-0402,PRD-0009,Simvastatin 40mg,BN-202373-7614,1179,84,23,481,194.6,2024-04-29,2024-05-19,expired,Controlled Room Temp,2025-03-23 06:27:05
INV-001320,OUT-0296,PRD-0006,Lisinopril 10mg,BN-202457-4582,1503,66,160,215,374.59,2026-01-25,2023-06-06,in_stock,Frozen -20C,2023-09-30 13:18:53
INV-001321,OUT-0478,PRD-0033,Warfarin 5mg,BN-202497-2734,1973,11,107,443,72.57,2024-06-25,2023-09-14,in_stock,Controlled Room Temp,2023-06-07 22:06:09
INV-001322,OUT-0262,PRD-0003,Metformin 850mg,BN-202426-9954,1543,30,94,164,180.65,2025-08-05,2023-09-07,in_stock,Room Temperature,2024-02-21 13:51:43
INV-001323,OUT-0236,PRD-0025,Paracetamol 500mg,BN-202392-3507,751,14,190,428,306.69,2026-11-01,2025-12-08,in_stock,Frozen -20C,2023-11-23 20:16:56
INV-001324,OUT-0297,PRD-0035,Spironolactone 25mg,BN-202413-7135,548,20,41,366,372.83,2025-01-16,2024-11-03,expired,Frozen -20C,2025-04-29 14:35:46
INV-001325,OUT-0468,PRD-0032,Propranolol 40mg,BN-202501-9029,1530,96,16,321,269.69,2024-06-23,2025-06-30,expired,Controlled Room Temp,2023-11-06 09:21:35
INV-001326,OUT-0271,PRD-0003,Metformin 850mg,BN-202320-5964,1531,87,14,456,475.17,2027-03-19,2024-09-19,in_stock,Refrigerated 2-8C,2024-09-12 00:42:01
INV-001327,OUT-0191,PRD-0024,Diclofenac 50mg,BN-202309-8613,689,18,152,204,195.37,2026-07-27,2023-11-29,in_stock,Refrigerated 2-8C,2025-03-23 12:30:16
INV-001328,OUT-0119,PRD-0047,Dexamethasone 4mg,BN-202481-4843,1187,39,61,186,487.71,2025-10-30,2025-05-19,expired,Controlled Room Temp,2024-04-18 10:51:05
INV-001329,OUT-0395,PRD-0044,Nivolumab 240mg,BN-202442-5332,1774,39,188,474,279.27,2024-10-31,2025-12-06,expired,Refrigerated 2-8C,2024-07-15 17:33:35
INV-001330,OUT-0175,PRD-0028,Ranitidine 150mg,BN-202379-4470,1715,35,102,439,18.33,2025-10-10,2025-12-19,expired,Room Temperature,2024-08-27 09:57:43
INV-001331,OUT-0485,PRD-0033,Warfarin 5mg,BN-202473-1614,259,41,88,357,46.91,2026-09-28,2024-06-16,in_stock,Room Temperature,2023-03-18 07:37:12
INV-001332,OUT-0231,PRD-0031,Metoprolol 50mg,BN-202469-6355,1510,93,24,407,430.4,2025-09-22,2023-10-18,expired,Controlled Room Temp,2024-01-27 22:44:07
INV-001333,OUT-0001,PRD-0048,Methylprednisolone 16mg,BN-202425-9015,1848,91,17,341,312.73,2027-05-13,2023-06-08,in_stock,Refrigerated 2-8C,2023-05-01 05:19:00
INV-001334,OUT-0171,PRD-0024,Diclofenac 50mg,BN-202320-7924,411,23,83,383,143.04,2024-09-03,2024-09-19,expired,Refrigerated 2-8C,2024-08-29 21:08:24
INV-001335,OUT-0322,PRD-0010,Levothyroxine 100mcg,BN-202473-5474,1022,71,133,193,124.61,2027-07-19,2024-06-27,in_stock,Room Temperature,2025-07-27 00:04:49
INV-001336,OUT-0053,PRD-0008,Losartan 50mg,BN-202461-2028,357,85,118,94,9.54,2027-12-03,2024-11-01,in_stock,Room Temperature,2025-11-02 08:21:54
INV-001337,OUT-0271,PRD-0027,Cetirizine 10mg,BN-202451-2066,939,86,161,152,195.95,2024-11-30,2025-12-26,expired,Refrigerated 2-8C,2025-10-06 20:11:11
INV-001338,OUT-0351,PRD-0003,Metformin 850mg,BN-202301-4592,1796,55,107,197,279.16,2027-07-17,2025-09-17,in_stock,Frozen -20C,2025-12-24 02:20:14
INV-001339,OUT-0370,PRD-0027,Cetirizine 10mg,BN-202403-3520,1107,17,100,392,23.16,2026-11-22,2025-02-18,in_stock,Refrigerated 2-8C,2023-02-21 18:19:25
INV-001340,OUT-0461,PRD-0038,Insulin Lispro 100U,BN-202417-5704,1740,98,152,269,253.38,2025-06-21,2025-06-06,in_stock,Frozen -20C,2023-01-03 20:20:25
INV-001341,OUT-0448,PRD-0017,Pantoprazole 40mg,BN-202485-4062,728,78,116,123,387.6,2025-11-12,2024-04-14,expired,Frozen -20C,2025-02-18 15:39:27
INV-001342,OUT-0094,PRD-0040,Rituximab 500mg,BN-202376-9412,1210,0,101,77,62.96,2027-05-06,2023-04-23,in_stock,Controlled Room Temp,2023-07-12 09:20:44
INV-001343,OUT-0205,PRD-0036,Allopurinol 300mg,BN-202400-2753,1964,40,13,185,22.75,2024-09-25,2025-01-30,expired,Frozen -20C,2023-03-24 20:52:45
INV-001344,OUT-0060,PRD-0007,Amlodipine 5mg,BN-202339-5871,1610,63,60,390,439.68,2026-11-15,2024-12-09,in_stock,Controlled Room Temp,2023-11-26 08:03:23
INV-001345,OUT-0466,PRD-0035,Spironolactone 25mg,BN-202450-8962,441,81,136,405,209.51,2025-06-03,2023-08-22,expired,Refrigerated 2-8C,2025-07-28 11:31:20
INV-001346,OUT-0433,PRD-0019,Escitalopram 10mg,BN-202359-3749,55,7,104,216,94.11,2026-03-30,2025-02-21,low_stock,Controlled Room Temp,2025-10-20 22:32:36
INV-001347,OUT-0166,PRD-0042,Trastuzumab 150mg,BN-202378-6768,1946,51,195,409,306.66,2027-10-23,2024-08-03,in_stock,Room Temperature,2025-12-13 04:11:29
INV-001348,OUT-0121,PRD-0048,Methylprednisolone 16mg,BN-202493-4470,265,86,12,361,118.75,2024-05-20,2025-08-10,in_stock,Frozen -20C,2023-10-21 01:10:15
INV-001349,OUT-0482,PRD-0041,Pembrolizumab 100mg,BN-202431-2260,519,17,94,261,330.13,2027-11-09,2023-07-03,in_stock,Frozen -20C,2025-10-18 22:51:35
INV-001350,OUT-0190,PRD-0020,Sertraline 50mg,BN-202307-1597,149,43,12,88,366.43,2025-12-30,2025-09-07,in_stock,Room Temperature,2025-07-20 15:53:04
INV-001351,OUT-0284,PRD-0003,Metformin 850mg,BN-202384-8901,1316,3,87,188,379.94,2026-02-21,2024-03-11,expired,Refrigerated 2-8C,2023-04-08 09:26:37
INV-001352,OUT-0173,PRD-0030,Clarithromycin 500mg,BN-202330-9375,59,16,149,236,20.05,2027-02-06,2023-03-25,low_stock,Controlled Room Temp,2023-12-30 18:41:28
INV-001353,OUT-0392,PRD-0001,Amoxicillin 500mg,BN-202309-2653,1886,39,22,370,162.6,2024-04-06,2023-10-15,expired,Refrigerated 2-8C,2025-10-27 03:46:22
INV-001354,OUT-0089,PRD-0050,Valsartan 80mg,BN-202387-6913,607,10,85,233,115.94,2024-05-04,2024-08-13,in_stock,Controlled Room Temp,2025-02-01 07:32:53
INV-001355,OUT-0401,PRD-0006,Lisinopril 10mg,BN-202484-8194,445,49,116,255,421.11,2025-06-24,2024-10-01,in_stock,Room Temperature,2023-02-25 07:56:02
INV-001356,OUT-0053,PRD-0024,Diclofenac 50mg,BN-202438-5941,1251,49,88,319,25.67,2025-08-25,2024-10-17,expired,Controlled Room Temp,2024-10-20 22:00:44
INV-001357,OUT-0041,PRD-0048,Methylprednisolone 16mg,BN-202458-7364,1619,10,82,303,240.43,2027-05-29,2024-08-16,in_stock,Refrigerated 2-8C,2023-02-27 14:02:02
INV-001358,OUT-0417,PRD-0031,Metoprolol 50mg,BN-202320-4027,1469,31,82,52,147.05,2027-09-01,2025-09-08,in_stock,Refrigerated 2-8C,2024-03-07 14:00:18
INV-001359,OUT-0145,PRD-0039,Adalimumab 40mg,BN-202493-2961,938,84,198,96,470.15,2025-11-23,2025-12-20,expired,Frozen -20C,2023-03-15 09:39:40
INV-001360,OUT-0003,PRD-0032,Propranolol 40mg,BN-202348-2715,1308,5,147,337,270.63,2024-10-10,2023-05-17,expired,Controlled Room Temp,2025-03-14 23:26:30
INV-001361,OUT-0270,PRD-0045,Infliximab 100mg,BN-202449-9754,1975,82,104,137,47.13,2026-11-09,2023-07-12,in_stock,Refrigerated 2-8C,2025-01-13 18:51:20
INV-001362,OUT-0106,PRD-0041,Pembrolizumab 100mg,BN-202491-2009,1006,0,189,231,70.34,2025-04-05,2023-08-21,in_stock,Refrigerated 2-8C,2023-08-15 04:21:06
INV-001363,OUT-0175,PRD-0028,Ranitidine 150mg,BN-202489-9852,1884,14,101,104,191.35,2027-03-15,2025-06-05,in_stock,Refrigerated 2-8C,2023-05-05 13:12:36
INV-001364,OUT-0100,PRD-0034,Furosemide 40mg,BN-202439-3060,1018,54,73,292,63.18,2024-08-26,2024-01-06,expired,Controlled Room Temp,2024-07-17 06:56:05
INV-001365,OUT-0392,PRD-0009,Simvastatin 40mg,BN-202510-3622,1319,41,38,213,441.94,2024-10-23,2025-04-20,in_stock,Room Temperature,2024-03-24 21:38:51
INV-001366,OUT-0093,PRD-0044,Nivolumab 240mg,BN-202365-3206,1409,69,74,476,383.05,2024-05-14,2023-09-25,in_stock,Frozen -20C,2025-08-23 08:14:56
INV-001367,OUT-0116,PRD-0010,Levothyroxine 100mcg,BN-202425-3020,1035,23,61,359,410.92,2024-03-18,2024-04-10,in_stock,Room Temperature,2024-02-25 06:36:37
INV-001368,OUT-0430,PRD-0023,Tramadol 50mg,BN-202383-2439,707,22,185,357,88.38,2025-04-16,2025-09-30,expired,Refrigerated 2-8C,2025-05-27 21:25:54
INV-001369,OUT-0046,PRD-0008,Losartan 50mg,BN-202468-8206,1243,100,12,369,490.21,2026-05-09,2024-07-06,in_stock,Room Temperature,2023-11-04 20:51:59
INV-001370,OUT-0142,PRD-0006,Lisinopril 10mg,BN-202430-9597,849,54,18,409,383.13,2027-01-14,2025-10-29,in_stock,Controlled Room Temp,2024-12-11 21:33:19
INV-001371,OUT-0239,PRD-0026,Aspirin 100mg,BN-202335-6400,1259,94,91,122,236.06,2027-04-08,2023-09-26,in_stock,Room Temperature,2023-01-01 11:08:51
INV-001372,OUT-0471,PRD-0005,Omeprazole 40mg,BN-202412-4017,1071,50,147,328,135.18,2025-08-08,2025-05-08,expired,Refrigerated 2-8C,2024-07-15 21:41:03
INV-001373,OUT-0491,PRD-0002,Ibuprofen 200mg,BN-202472-7113,987,6,54,335,354.43,2026-09-02,2025-08-22,in_stock,Controlled Room Temp,2024-12-30 10:40:21
INV-001374,OUT-0443,PRD-0007,Amlodipine 5mg,BN-202421-2146,1409,97,180,274,231.36,2027-06-10,2023-01-01,in_stock,Frozen -20C,2024-04-02 09:39:59
INV-001375,OUT-0468,PRD-0046,Etanercept 50mg,BN-202334-1154,1777,58,144,67,433.11,2024-05-19,2023-07-05,in_stock,Refrigerated 2-8C,2025-09-23 19:29:14
INV-001376,OUT-0430,PRD-0004,Atorvastatin 20mg,BN-202301-3437,1645,68,25,220,403.42,2024-04-07,2025-01-20,expired,Controlled Room Temp,2024-12-09 00:40:15
INV-001377,OUT-0008,PRD-0004,Atorvastatin 20mg,BN-202343-9139,501,65,63,358,489.29,2025-07-28,2024-08-31,expired,Refrigerated 2-8C,2025-09-20 17:39:30
INV-001378,OUT-0310,PRD-0035,Spironolactone 25mg,BN-202415-4084,1809,34,76,251,113.02,2026-08-26,2023-06-25,in_stock,Refrigerated 2-8C,2025-07-28 19:46:12
INV-001379,OUT-0207,PRD-0029,Doxycycline 100mg,BN-202351-7749,428,95,65,471,331.38,2027-05-02,2023-05-28,in_stock,Controlled Room Temp,2024-03-22 11:25:10
INV-001380,OUT-0311,PRD-0017,Pantoprazole 40mg,BN-202487-7592,151,48,68,253,181.81,2024-02-10,2023-08-31,in_stock,Controlled Room Temp,2024-10-08 07:57:01
INV-001381,OUT-0430,PRD-0023,Tramadol 50mg,BN-202450-3548,203,99,20,371,5.19,2026-09-29,2023-09-13,in_stock,Refrigerated 2-8C,2023-02-07 08:25:47
INV-001382,OUT-0346,PRD-0041,Pembrolizumab 100mg,BN-202386-6272,1764,67,57,293,253.7,2027-11-20,2024-09-15,in_stock,Controlled Room Temp,2023-02-08 16:18:46
INV-001383,OUT-0151,PRD-0015,Hydrochlorothiazide 25mg,BN-202482-7786,1375,58,197,131,211.44,2024-09-29,2024-12-22,in_stock,Frozen -20C,2023-08-29 22:00:59
INV-001384,OUT-0078,PRD-0004,Atorvastatin 20mg,BN-202428-6370,783,44,193,184,183.77,2026-01-01,2024-07-27,in_stock,Refrigerated 2-8C,2024-01-26 01:00:40
INV-001385,OUT-0076,PRD-0031,Metoprolol 50mg,BN-202440-9249,1575,2,115,133,333.09,2026-03-12,2025-09-07,in_stock,Controlled Room Temp,2025-01-16 17:59:15
INV-001386,OUT-0078,PRD-0011,Ciprofloxacin 250mg,BN-202336-5465,1491,78,33,227,300.87,2024-12-27,2024-03-11,in_stock,Room Temperature,2024-04-14 02:42:49
INV-001387,OUT-0398,PRD-0015,Hydrochlorothiazide 25mg,BN-202358-4592,847,100,185,300,234.46,2027-12-29,2025-04-20,in_stock,Controlled Room Temp,2023-10-26 16:12:28
INV-001388,OUT-0228,PRD-0014,Gabapentin 300mg,BN-202301-5964,1699,5,60,158,415.78,2025-02-22,2023-02-25,expired,Room Temperature,2023-01-25 21:45:05
INV-001389,OUT-0300,PRD-0018,Montelukast 10mg,BN-202394-3213,1833,9,194,113,178.99,2024-11-30,2025-04-11,in_stock,Frozen -20C,2023-03-25 21:09:42
INV-001390,OUT-0231,PRD-0036,Allopurinol 300mg,BN-202479-8814,1190,49,174,175,449.67,2024-02-03,2024-11-07,in_stock,Refrigerated 2-8C,2024-09-13 14:55:08
INV-001391,OUT-0357,PRD-0044,Nivolumab 240mg,BN-202469-7366,1497,52,47,61,346.7,2025-06-06,2023-01-05,expired,Frozen -20C,2024-01-29 10:03:32
INV-001392,OUT-0088,PRD-0012,Azithromycin 500mg,BN-202416-4579,1382,20,158,117,10.52,2027-10-02,2023-10-01,in_stock,Frozen -20C,2025-04-28 22:05:36
INV-001393,OUT-0197,PRD-0048,Methylprednisolone 16mg,BN-202460-6799,523,21,55,345,12.38,2024-02-03,2025-06-16,in_stock,Room Temperature,2023-06-14 21:13:28
INV-001394,OUT-0108,PRD-0037,Insulin Glargine 100U,BN-202511-5149,500,81,84,278,191.75,2027-12-22,2024-08-07,in_stock,Frozen -20C,2023-10-07 16:57:53
INV-001395,OUT-0334,PRD-0044,Nivolumab 240mg,BN-202446-5283,1648,88,139,181,428.65,2025-12-27,2023-03-11,expired,Controlled Room Temp,2024-02-02 20:51:24
INV-001396,OUT-0128,PRD-0036,Allopurinol 300mg,BN-202410-3736,435,17,151,500,269.6,2024-01-26,2023-03-12,in_stock,Room Temperature,2024-03-16 13:24:50
INV-001397,OUT-0081,PRD-0021,Fluoxetine 20mg,BN-202447-9789,619,81,132,264,84.12,2025-01-28,2023-04-18,expired,Refrigerated 2-8C,2025-09-11 02:27:03
INV-001398,OUT-0112,PRD-0002,Ibuprofen 200mg,BN-202419-1353,1067,5,198,473,313.78,2025-01-13,2024-05-10,expired,Frozen -20C,2025-12-23 21:21:51
INV-001399,OUT-0073,PRD-0047,Dexamethasone 4mg,BN-202435-5155,1436,92,77,118,423.22,2024-10-29,2025-10-05,expired,Refrigerated 2-8C,2023-04-17 22:20:25
INV-001400,OUT-0453,PRD-0027,Cetirizine 10mg,BN-202467-1253,1723,39,198,82,2.04,2024-09-16,2023-08-19,expired,Refrigerated 2-8C,2025-11-06 12:33:54
INV-001401,OUT-0181,PRD-0047,Dexamethasone 4mg,BN-202407-9922,165,91,66,81,269.53,2026-10-10,2024-12-28,in_stock,Refrigerated 2-8C,2025-09-18 12:16:39
INV-001402,OUT-0398,PRD-0048,Methylprednisolone 16mg,BN-202486-1608,1286,43,174,156,275.43,2027-08-21,2023-08-06,in_stock,Room Temperature,2024-01-17 14:53:16
INV-001403,OUT-0133,PRD-0012,Azithromycin 500mg,BN-202487-8046,915,21,168,371,205.19,2026-06-29,2024-11-10,in_stock,Refrigerated 2-8C,2023-10-26 11:59:01
INV-001404,OUT-0293,PRD-0045,Infliximab 100mg,BN-202340-4861,1684,91,71,339,272.51,2025-11-08,2025-03-21,in_stock,Refrigerated 2-8C,2023-06-30 12:58:25
INV-001405,OUT-0236,PRD-0044,Nivolumab 240mg,BN-202377-2600,1123,6,11,61,350.26,2027-02-14,2023-03-24,in_stock,Controlled Room Temp,2023-10-16 01:32:17
INV-001406,OUT-0073,PRD-0024,Diclofenac 50mg,BN-202306-6541,1950,63,148,138,147.77,2025-02-28,2023-02-02,in_stock,Refrigerated 2-8C,2025-01-27 18:44:39
INV-001407,OUT-0379,PRD-0025,Paracetamol 500mg,BN-202323-6024,1413,7,147,175,367.74,2025-10-23,2025-05-05,expired,Room Temperature,2025-08-28 00:30:13
INV-001408,OUT-0379,PRD-0005,Omeprazole 40mg,BN-202386-7025,1367,43,131,307,424.18,2025-11-06,2025-07-03,expired,Controlled Room Temp,2025-01-30 13:24:31
INV-001409,OUT-0151,PRD-0038,Insulin Lispro 100U,BN-202383-9183,861,13,130,87,388.54,2025-03-20,2024-11-07,expired,Room Temperature,2025-11-28 19:31:43
INV-001410,OUT-0021,PRD-0034,Furosemide 40mg,BN-202341-9687,1007,100,125,381,315.95,2027-04-30,2023-06-03,in_stock,Controlled Room Temp,2023-01-11 18:00:01
INV-001411,OUT-0473,PRD-0015,Hydrochlorothiazide 25mg,BN-202447-1057,421,63,112,84,427.16,2025-01-27,2023-06-28,in_stock,Controlled Room Temp,2023-03-02 00:40:39
INV-001412,OUT-0270,PRD-0001,Amoxicillin 500mg,BN-202315-6288,1475,59,49,177,36.11,2027-06-21,2023-08-08,in_stock,Controlled Room Temp,2023-03-22 13:18:43
INV-001413,OUT-0093,PRD-0005,Omeprazole 40mg,BN-202440-5506,1717,61,148,93,383.48,2026-09-20,2023-07-31,in_stock,Room Temperature,2025-07-17 00:30:43
INV-001414,OUT-0139,PRD-0031,Metoprolol 50mg,BN-202477-3453,1628,93,85,65,358.81,2024-08-29,2024-12-23,in_stock,Room Temperature,2023-08-06 18:53:46
INV-001415,OUT-0030,PRD-0015,Hydrochlorothiazide 25mg,BN-202321-1509,1000,31,92,478,257.04,2025-10-04,2024-07-13,expired,Room Temperature,2025-02-25 16:58:35
INV-001416,OUT-0260,PRD-0015,Hydrochlorothiazide 25mg,BN-202453-2058,1573,98,137,269,429.96,2027-04-05,2025-11-28,in_stock,Controlled Room Temp,2025-09-10 00:56:52
INV-001417,OUT-0398,PRD-0006,Lisinopril 10mg,BN-202367-4674,880,91,78,496,136.08,2027-05-05,2024-11-30,in_stock,Controlled Room Temp,2025-06-01 20:16:35
INV-001418,OUT-0183,PRD-0017,Pantoprazole 40mg,BN-202408-8735,1413,31,33,328,147.19,2027-02-09,2023-10-04,in_stock,Frozen -20C,2025-01-05 14:11:02
INV-001419,OUT-0470,PRD-0016,Clopidogrel 75mg,BN-202337-1383,496,24,54,282,93.63,2025-07-10,2024-02-26,expired,Controlled Room Temp,2023-07-11 11:23:13
INV-001420,OUT-0314,PRD-0018,Montelukast 10mg,BN-202336-7206,869,88,167,178,344.85,2025-02-09,2024-09-12,in_stock,Refrigerated 2-8C,2025-05-07 09:28:15
INV-001421,OUT-0030,PRD-0038,Insulin Lispro 100U,BN-202358-3495,1325,90,75,325,68.2,2024-12-13,2024-01-30,expired,Refrigerated 2-8C,2024-03-29 02:07:39
INV-001422,OUT-0168,PRD-0016,Clopidogrel 75mg,BN-202347-3055,692,66,140,358,147.38,2024-06-01,2023-08-24,in_stock,Frozen -20C,2023-10-03 09:28:41
INV-001423,OUT-0399,PRD-0016,Clopidogrel 75mg,BN-202335-5198,1261,33,155,254,7.61,2025-09-01,2024-03-24,in_stock,Room Temperature,2024-04-22 14:29:16
INV-001424,OUT-0401,PRD-0023,Tramadol 50mg,BN-202453-7812,1860,39,139,282,6.88,2026-08-24,2025-05-02,in_stock,Room Temperature,2025-01-09 14:56:41
INV-001425,OUT-0060,PRD-0003,Metformin 850mg,BN-202481-6369,482,4,122,452,332.86,2025-03-04,2025-12-10,expired,Frozen -20C,2025-12-10 14:26:16
INV-001426,OUT-0062,PRD-0009,Simvastatin 40mg,BN-202319-8315,186,46,108,462,448.72,2027-03-31,2024-08-09,in_stock,Refrigerated 2-8C,2023-12-14 20:58:06
INV-001427,OUT-0455,PRD-0050,Valsartan 80mg,BN-202337-3127,18,11,131,449,467.44,2024-12-03,2024-11-06,in_stock,Controlled Room Temp,2023-08-07 07:08:31
INV-001428,OUT-0430,PRD-0047,Dexamethasone 4mg,BN-202362-9404,60,20,127,266,211.67,2024-11-01,2025-01-10,in_stock,Controlled Room Temp,2025-02-16 15:18:52
INV-001429,OUT-0012,PRD-0014,Gabapentin 300mg,BN-202388-2370,847,65,72,252,255.89,2024-01-11,2023-02-14,expired,Controlled Room Temp,2025-08-14 00:26:56
INV-001430,OUT-0073,PRD-0042,Trastuzumab 150mg,BN-202484-2342,846,11,164,275,389.94,2025-08-30,2025-11-26,in_stock,Controlled Room Temp,2023-05-31 04:38:42
INV-001431,OUT-0165,PRD-0021,Fluoxetine 20mg,BN-202389-5719,967,57,118,251,467.39,2025-04-17,2024-02-03,expired,Room Temperature,2025-10-03 20:31:15
INV-001432,OUT-0405,PRD-0005,Omeprazole 40mg,BN-202312-9784,1305,19,27,389,100.44,2025-11-08,2024-08-01,expired,Room Temperature,2025-11-30 03:17:43
INV-001433,OUT-0121,PRD-0016,Clopidogrel 75mg,BN-202330-2353,1781,44,89,50,361.29,2027-07-11,2023-06-11,in_stock,Room Temperature,2025-04-28 19:33:13
INV-001434,OUT-0435,PRD-0001,Amoxicillin 500mg,BN-202396-2809,1606,6,177,447,398.68,2026-09-14,2023-01-08,in_stock,Refrigerated 2-8C,2024-01-20 17:12:28
INV-001435,OUT-0445,PRD-0031,Metoprolol 50mg,BN-202493-5290,1081,38,90,148,267.15,2027-04-19,2025-10-07,in_stock,Controlled Room Temp,2023-09-11 16:14:07
INV-001436,OUT-0415,PRD-0028,Ranitidine 150mg,BN-202471-2279,194,0,37,168,446.4,2027-09-09,2025-03-24,in_stock,Room Temperature,2023-03-17 10:45:52
INV-001437,OUT-0249,PRD-0041,Pembrolizumab 100mg,BN-202426-6159,314,99,34,359,282.97,2026-07-24,2023-10-16,in_stock,Refrigerated 2-8C,2025-10-14 19:20:02
INV-001438,OUT-0059,PRD-0004,Atorvastatin 20mg,BN-202434-3420,510,43,20,141,469.77,2027-03-07,2024-08-08,in_stock,Controlled Room Temp,2024-03-21 17:08:29
INV-001439,OUT-0231,PRD-0027,Cetirizine 10mg,BN-202426-4658,544,77,38,142,401.96,2026-02-21,2024-04-02,in_stock,Refrigerated 2-8C,2023-07-05 07:36:22
INV-001440,OUT-0074,PRD-0017,Pantoprazole 40mg,BN-202338-6567,1424,56,134,323,443.21,2024-03-31,2023-04-18,in_stock,Controlled Room Temp,2023-03-14 06:57:52
INV-001441,OUT-0404,PRD-0011,Ciprofloxacin 250mg,BN-202327-7798,244,93,51,116,5.14,2026-10-09,2025-11-11,in_stock,Room Temperature,2024-10-16 12:34:06
INV-001442,OUT-0114,PRD-0038,Insulin Lispro 100U,BN-202478-5302,787,32,176,275,181.9,2025-12-01,2023-06-18,in_stock,Controlled Room Temp,2023-11-21 19:29:02
INV-001443,OUT-0196,PRD-0046,Etanercept 50mg,BN-202483-2348,171,35,137,261,172.24,2024-10-15,2023-12-21,expired,Refrigerated 2-8C,2025-11-21 06:56:20
INV-001444,OUT-0441,PRD-0002,Ibuprofen 200mg,BN-202344-4076,1402,51,69,318,462.83,2026-08-02,2024-02-21,in_stock,Room Temperature,2024-03-05 10:54:36
INV-001445,OUT-0446,PRD-0047,Dexamethasone 4mg,BN-202354-9393,1879,65,138,169,12.36,2024-04-21,2023-10-20,in_stock,Controlled Room Temp,2025-10-14 11:17:34
INV-001446,OUT-0072,PRD-0030,Clarithromycin 500mg,BN-202414-7658,755,28,158,500,374.06,2026-01-31,2025-05-13,in_stock,Frozen -20C,2024-11-29 05:55:49
INV-001447,OUT-0245,PRD-0043,Bevacizumab 400mg,BN-202399-8975,1124,32,15,196,154.72,2024-12-14,2024-07-11,expired,Refrigerated 2-8C,2025-02-04 04:30:06
INV-001448,OUT-0340,PRD-0007,Amlodipine 5mg,BN-202354-1158,1739,25,27,298,301.88,2026-10-31,2025-09-11,in_stock,Controlled Room Temp,2024-04-13 12:41:51
INV-001449,OUT-0263,PRD-0015,Hydrochlorothiazide 25mg,BN-202446-1614,1239,70,37,300,148.35,2024-06-30,2023-06-25,in_stock,Room Temperature,2024-10-27 23:20:36
INV-001450,OUT-0184,PRD-0005,Omeprazole 40mg,BN-202399-1524,1716,27,181,87,451.18,2024-11-03,2023-05-29,in_stock,Refrigerated 2-8C,2024-11-12 13:42:24
INV-001451,OUT-0092,PRD-0026,Aspirin 100mg,BN-202487-5506,10,0,53,226,194.11,2024-10-03,2025-09-27,expired,Frozen -20C,2024-04-04 07:06:13
INV-001452,OUT-0472,PRD-0043,Bevacizumab 400mg,BN-202452-7046,412,84,62,222,102.63,2025-01-20,2025-04-09,in_stock,Refrigerated 2-8C,2023-04-29 18:32:44
INV-001453,OUT-0413,PRD-0002,Ibuprofen 200mg,BN-202484-5935,1496,80,176,231,52.64,2024-07-16,2025-04-17,expired,Frozen -20C,2024-07-16 08:50:12
INV-001454,OUT-0109,PRD-0026,Aspirin 100mg,BN-202497-6966,1848,91,172,459,71.82,2027-11-24,2024-03-28,in_stock,Frozen -20C,2023-08-03 19:49:10
INV-001455,OUT-0398,PRD-0015,Hydrochlorothiazide 25mg,BN-202343-3320,391,0,18,304,432.07,2025-10-29,2024-04-11,in_stock,Controlled Room Temp,2023-11-09 03:51:42
INV-001456,OUT-0230,PRD-0031,Metoprolol 50mg,BN-202460-3322,661,87,172,313,263.32,2026-09-12,2024-10-27,in_stock,Refrigerated 2-8C,2023-12-02 20:11:44
INV-001457,OUT-0190,PRD-0020,Sertraline 50mg,BN-202458-5966,679,12,194,320,238.52,2025-07-17,2025-07-30,in_stock,Controlled Room Temp,2024-10-27 20:29:40
