policy_id,customer_id,policy_type,policy_number,start_date,end_date,premium_amount,coverage_amount,deductible,status,agent_id,created_at
POL-200546,101332,auto,INS-39230781,2024-12-02,2026-12-02,1342.26,865414.62,5000,cancelled,AGT-0162,2024-11-11 00:00:00
POL-200547,100016,home,INS-41257067,2024-08-07,2025-08-07,1286.0,133447.74,2000,active,AGT-0104,2024-07-22 00:00:00
POL-200548,101156,health,INS-07792445,2025-01-24,2027-01-24,4470.56,315176.73,250,active,AGT-0152,2025-01-02 00:00:00
POL-200549,101595,life,INS-47597113,2025-01-31,2027-01-31,2154.59,180757.68,500,active,AGT-0028,2025-01-26 00:00:00
POL-200550,101714,life,INS-15687310,2025-08-03,2027-08-03,63.52,53682.37,250,cancelled,AGT-0132,2025-07-30 00:00:00
POL-200551,100080,home,INS-24264596,2023-02-24,2026-02-23,3973.02,558304.92,250,active,AGT-0071,2023-01-30 00:00:00
POL-200552,101932,auto,INS-39468458,2025-09-28,2026-09-28,2147.84,52197.21,250,expired,AGT-0187,2025-09-06 00:00:00
POL-200553,100751,health,INS-31090358,2023-08-08,2024-08-07,2984.1,869748.27,250,pending,AGT-0181,2023-08-06 00:00:00
POL-200554,100950,auto,INS-58726327,2024-02-05,2027-02-04,260.13,458433.5,500,active,AGT-0183,2024-01-28 00:00:00
POL-200555,100681,auto,INS-50271926,2023-04-08,2025-04-07,1837.55,535387.19,1000,active,AGT-0052,2023-03-13 00:00:00
POL-200556,100821,home,INS-42102387,2023-08-22,2026-08-21,1022.94,27255.31,1500,active,AGT-0137,2023-07-25 00:00:00
POL-200557,101082,life,INS-28807366,2025-07-04,2027-07-04,3531.87,600198.68,1500,active,AGT-0031,2025-06-16 00:00:00
POL-200558,100012,life,INS-49706959,2024-02-12,2027-02-11,4028.08,779234.78,2000,active,AGT-0113,2024-01-13 00:00:00
POL-200559,100521,health,INS-90196433,2025-03-17,2027-03-17,4124.81,88144.08,2000,active,AGT-0062,2025-02-18 00:00:00
POL-200560,100284,health,INS-56239502,2023-02-08,2024-02-08,335.03,273344.34,1500,active,AGT-0080,2023-01-28 00:00:00
POL-200561,101284,auto,INS-11187000,2023-05-19,2024-05-18,300.36,592629.14,2500,active,AGT-0065,2023-05-17 00:00:00
POL-200562,100041,life,INS-08222053,2024-04-28,2027-04-28,3852.95,556514.29,5000,expired,AGT-0194,2024-04-05 00:00:00
POL-200563,101758,life,INS-22089395,2023-01-07,2025-01-06,1283.99,997510.15,250,active,AGT-0045,2023-01-05 00:00:00
POL-200564,100524,auto,INS-60898046,2024-09-01,2027-09-01,4159.15,823494.55,1500,cancelled,AGT-0136,2024-08-16 00:00:00
POL-200565,101309,home,INS-61710147,2023-05-14,2024-05-13,2343.08,444627.17,250,cancelled,AGT-0098,2023-04-24 00:00:00
POL-200566,101140,life,INS-82475991,2023-07-29,2025-07-28,4544.97,955897.53,500,active,AGT-0074,2023-07-27 00:00:00
POL-200567,100994,health,INS-17390665,2024-06-29,2025-06-29,1204.83,182453.47,1000,active,AGT-0054,2024-06-05 00:00:00
POL-200568,101411,life,INS-06888576,2023-08-22,2026-08-21,2258.04,24513.87,2500,cancelled,AGT-0068,2023-08-16 00:00:00
POL-200569,101810,health,INS-02731603,2023-10-13,2024-10-12,1110.99,60470.99,1500,cancelled,AGT-0139,2023-09-15 00:00:00
POL-200570,100352,auto,INS-50245063,2023-07-02,2025-07-01,321.87,166774.89,2500,expired,AGT-0162,2023-06-06 00:00:00
POL-200571,101353,life,INS-27052416,2023-07-14,2026-07-13,4721.39,801193.98,500,active,AGT-0180,2023-06-19 00:00:00
POL-200572,101260,health,INS-94564686,2023-10-28,2024-10-27,463.33,450012.25,250,expired,AGT-0138,2023-10-11 00:00:00
POL-200573,101282,life,INS-67646914,2025-11-06,2026-11-06,4085.83,852886.58,2000,pending,AGT-0067,2025-10-27 00:00:00
POL-200574,101096,home,INS-28400001,2023-11-26,2024-11-25,2283.89,881375.56,1000,expired,AGT-0189,2023-10-27 00:00:00
POL-200575,100478,health,INS-37437847,2025-11-04,2027-11-04,2216.46,21418.68,500,active,AGT-0007,2025-10-26 00:00:00
POL-200576,101107,auto,INS-10738232,2025-05-07,2027-05-07,1634.98,669918.19,5000,cancelled,AGT-0049,2025-04-24 00:00:00
POL-200577,101154,auto,INS-25833762,2024-09-05,2027-09-05,2045.99,766963.45,2500,active,AGT-0041,2024-08-19 00:00:00
POL-200578,101825,health,INS-23345015,2024-07-07,2025-07-07,3019.51,429239.77,2000,active,AGT-0186,2024-06-12 00:00:00
POL-200579,100804,health,INS-41776578,2023-04-13,2025-04-12,263.52,361094.83,2500,active,AGT-0023,2023-03-18 00:00:00
POL-200580,101190,health,INS-66100005,2023-08-19,2025-08-18,2164.39,499411.92,2000,expired,AGT-0046,2023-08-03 00:00:00
POL-200581,100582,home,INS-91186247,2024-11-13,2027-11-13,1918.06,115938.8,1500,expired,AGT-0169,2024-10-22 00:00:00
POL-200582,101314,health,INS-93933489,2024-01-08,2026-01-07,3217.99,885919.8,1500,expired,AGT-0073,2023-12-12 00:00:00
POL-200583,101249,health,INS-14026963,2025-02-24,2028-02-24,1280.84,272183.06,2000,active,AGT-0069,2025-02-09 00:00:00
POL-200584,101048,life,INS-15558008,2023-11-07,2024-11-06,2247.53,161419.76,1000,active,AGT-0037,2023-11-01 00:00:00
POL-200585,101912,life,INS-75757513,2024-05-12,2027-05-12,2062.82,547193.46,500,active,AGT-0147,2024-04-16 00:00:00
POL-200586,101595,home,INS-18382370,2024-06-28,2027-06-28,2030.65,699720.95,500,expired,AGT-0112,2024-06-23 00:00:00
POL-200587,100530,health,INS-84446850,2025-09-09,2026-09-09,4953.45,755366.32,1500,expired,AGT-0018,2025-08-26 00:00:00
POL-200588,100046,auto,INS-13813854,2023-07-02,2025-07-01,415.57,998723.69,250,expired,AGT-0194,2023-06-08 00:00:00
POL-200589,100509,life,INS-18429326,2023-12-01,2024-11-30,3587.94,116880.86,500,active,AGT-0105,2023-11-02 00:00:00
POL-200590,100001,life,INS-45701773,2024-01-18,2025-01-17,266.76,261967.4,2000,expired,AGT-0103,2024-01-07 00:00:00
POL-200591,101597,auto,INS-37010653,2023-12-06,2025-12-05,4536.82,285632.49,1000,active,AGT-0068,2023-12-02 00:00:00
POL-200592,101263,auto,INS-60549712,2025-05-28,2027-05-28,3268.91,874311.49,2500,active,AGT-0008,2025-05-02 00:00:00
POL-200593,101162,health,INS-79310826,2025-04-03,2026-04-03,2376.73,742932.21,2500,active,AGT-0133,2025-03-29 00:00:00
POL-200594,101434,life,INS-27756999,2023-03-27,2026-03-26,2728.16,908477.58,250,cancelled,AGT-0119,2023-02-28 00:00:00
POL-200595,101129,home,INS-06041869,2023-07-18,2025-07-17,444.12,278161.38,2000,cancelled,AGT-0027,2023-06-22 00:00:00
POL-200596,100464,life,INS-60956611,2024-01-14,2026-01-13,3151.62,947713.08,2000,active,AGT-0170,2023-12-27 00:00:00
POL-200597,101265,home,INS-82892107,2025-03-21,2028-03-20,3111.8,445943.16,2000,active,AGT-0080,2025-02-26 00:00:00
POL-200598,101828,auto,INS-58643583,2024-11-01,2026-11-01,2962.34,979107.23,5000,expired,AGT-0029,2024-10-28 00:00:00
POL-200599,101257,home,INS-09753363,2024-01-05,2025-01-04,4231.85,783235.54,1000,active,AGT-0098,2023-12-07 00:00:00
POL-200600,101423,auto,INS-14928969,2024-12-20,2025-12-20,398.4,87820.26,2500,expired,AGT-0059,2024-11-23 00:00:00
POL-200601,101221,health,INS-18617568,2024-02-29,2026-02-28,1606.22,416681.7,2500,expired,AGT-0026,2024-02-12 00:00:00
POL-200602,101187,life,INS-63454964,2024-11-02,2026-11-02,3017.49,385193.1,250,active,AGT-0153,2024-10-12 00:00:00
POL-200603,101334,life,INS-22069925,2023-10-06,2025-10-05,2675.25,584560.25,500,active,AGT-0097,2023-09-23 00:00:00
POL-200604,101398,life,INS-58300358,2025-06-09,2027-06-09,2512.64,59502.32,5000,active,AGT-0042,2025-06-08 00:00:00
POL-200605,101680,life,INS-08756344,2024-10-06,2026-10-06,4332.63,495129.01,1500,active,AGT-0008,2024-09-17 00:00:00
POL-200606,100923,life,INS-91088534,2024-10-15,2025-10-15,1001.82,511357.64,2000,active,AGT-0034,2024-10-07 00:00:00
POL-200607,101756,life,INS-88319272,2024-06-12,2026-06-12,4385.63,785446.32,5000,expired,AGT-0198,2024-05-29 00:00:00
POL-200608,100690,life,INS-77834079,2023-04-21,2024-04-20,2012.63,340662.06,2000,active,AGT-0014,2023-04-20 00:00:00
POL-200609,101423,health,INS-32818167,2023-11-25,2024-11-24,636.15,160634.27,500,pending,AGT-0116,2023-11-11 00:00:00
POL-200610,101975,health,INS-17711034,2025-08-28,2027-08-28,2036.12,766170.82,2000,active,AGT-0008,2025-08-24 00:00:00
POL-200611,100162,home,INS-02073617,2024-07-29,2027-07-29,4918.29,101377.16,5000,expired,AGT-0065,2024-07-11 00:00:00
POL-200612,101633,health,INS-45741791,2023-05-03,2024-05-02,3814.44,979634.57,250,active,AGT-0151,2023-04-16 00:00:00
POL-200613,100812,health,INS-84800000,2025-10-09,2028-10-08,682.87,875872.62,500,expired,AGT-0092,2025-09-24 00:00:00
POL-200614,101907,auto,INS-13302148,2024-07-13,2026-07-13,717.8,721095.54,5000,active,AGT-0043,2024-06-22 00:00:00
POL-200615,101663,health,INS-90401139,2023-06-05,2024-06-04,3665.71,920326.53,250,active,AGT-0065,2023-05-28 00:00:00
POL-200616,101507,health,INS-21581927,2024-12-01,2025-12-01,2178.91,699469.95,2500,active,AGT-0193,2024-11-13 00:00:00
POL-200617,100099,health,INS-72443764,2024-12-18,2027-12-18,885.58,983567.06,2000,active,AGT-0033,2024-12-14 00:00:00
POL-200618,101376,home,INS-56184689,2025-10-28,2027-10-28,4399.32,368408.89,5000,pending,AGT-0069,2025-10-26 00:00:00
POL-200619,100065,health,INS-15833659,2024-06-05,2026-06-05,3281.47,292354.88,1500,active,AGT-0038,2024-05-08 00:00:00
POL-200620,100404,auto,INS-74709148,2023-08-17,2024-08-16,4725.1,162622.19,2500,pending,AGT-0074,2023-07-23 00:00:00
POL-200621,101101,health,INS-71929083,2023-06-23,2025-06-22,2220.02,775818.11,5000,active,AGT-0171,2023-06-13 00:00:00
POL-200622,101322,home,INS-38265619,2025-09-29,2026-09-29,201.99,868933.74,2000,expired,AGT-0176,2025-09-23 00:00:00
POL-200623,101679,auto,INS-78968126,2025-08-30,2027-08-30,3585.37,658504.25,250,cancelled,AGT-0018,2025-08-10 00:00:00
POL-200624,101606,health,INS-66991699,2024-05-20,2025-05-20,1311.9,717610.6,500,active,AGT-0156,2024-04-24 00:00:00
POL-200625,100471,life,INS-27708665,2025-10-27,2026-10-27,1370.49,894856.29,1000,cancelled,AGT-0079,2025-10-26 00:00:00
POL-200626,100074,auto,INS-74865977,2025-11-20,2026-11-20,3590.02,402375.63,1500,expired,AGT-0132,2025-10-22 00:00:00
POL-200627,100138,health,INS-59776738,2024-12-08,2025-12-08,1430.33,261849.37,2500,pending,AGT-0067,2024-11-29 00:00:00
POL-200628,100876,auto,INS-00750682,2025-12-24,2026-12-24,4106.27,880218.1,2500,active,AGT-0155,2025-12-04 00:00:00
POL-200629,100446,health,INS-33733934,2023-08-08,2024-08-07,3226.85,654401.84,5000,expired,AGT-0083,2023-07-31 00:00:00
POL-200630,101319,auto,INS-74126788,2023-10-29,2026-10-28,2309.64,507315.83,2500,active,AGT-0138,2023-10-05 00:00:00
POL-200631,100791,health,INS-65707385,2025-12-16,2028-12-15,3893.24,885951.23,5000,expired,AGT-0016,2025-12-06 00:00:00
POL-200632,100645,health,INS-46052173,2023-09-30,2025-09-29,568.04,841348.22,2500,active,AGT-0097,2023-09-22 00:00:00
POL-200633,100075,auto,INS-21330587,2025-02-19,2028-02-19,1300.53,275121.62,500,cancelled,AGT-0167,2025-02-11 00:00:00
POL-200634,101214,health,INS-89288022,2023-11-30,2026-11-29,1215.56,572333.04,250,active,AGT-0029,2023-11-09 00:00:00
POL-200635,101351,health,INS-95576930,2023-03-03,2025-03-02,4603.76,165545.2,2000,active,AGT-0045,2023-02-14 00:00:00
POL-200636,101776,auto,INS-88837079,2024-03-10,2025-03-10,771.24,54334.28,250,active,AGT-0059,2024-03-04 00:00:00
POL-200637,101821,auto,INS-91906231,2023-02-03,2024-02-03,3473.74,392080.42,1500,active,AGT-0012,2023-01-04 00:00:00
POL-200638,100062,health,INS-54344919,2025-03-02,2026-03-02,105.46,92775.29,1000,active,AGT-0099,2025-02-04 00:00:00
POL-200639,100191,life,INS-74708486,2023-05-07,2026-05-06,1214.4,557502.19,1000,expired,AGT-0165,2023-05-04 00:00:00
POL-200640,101208,auto,INS-71172498,2025-09-15,2027-09-15,2134.64,753564.39,5000,expired,AGT-0036,2025-09-08 00:00:00
POL-200641,100645,life,INS-59634365,2025-04-16,2028-04-15,1616.14,679518.4,250,active,AGT-0051,2025-03-23 00:00:00
POL-200642,101584,auto,INS-09416267,2025-07-25,2027-07-25,4584.2,13473.23,5000,cancelled,AGT-0085,2025-07-01 00:00:00
POL-200643,101205,health,INS-24089628,2025-06-15,2026-06-15,1690.47,903909.99,250,active,AGT-0172,2025-06-02 00:00:00
POL-200644,100865,life,INS-70132156,2023-07-08,2024-07-07,114.56,650831.79,1000,active,AGT-0023,2023-06-15 00:00:00
POL-200645,100185,home,INS-67019187,2024-07-31,2025-07-31,4048.43,546237.31,250,active,AGT-0152,2024-07-22 00:00:00
POL-200646,101582,health,INS-17104599,2023-03-27,2026-03-26,3095.12,373611.41,2000,cancelled,AGT-0111,2023-03-13 00:00:00
POL-200647,101123,home,INS-92071898,2024-08-25,2027-08-25,747.09,538952.87,2000,expired,AGT-0104,2024-08-19 00:00:00
POL-200648,100796,health,INS-02213189,2023-02-01,2026-01-31,1208.7,439114.54,2000,expired,AGT-0163,2023-01-13 00:00:00
POL-200649,100243,health,INS-60503461,2025-12-19,2028-12-18,3319.04,490442.12,2000,active,AGT-0008,2025-12-07 00:00:00
POL-200650,101645,health,INS-17341741,2024-01-05,2026-01-04,2294.99,86759.02,1500,cancelled,AGT-0006,2023-12-13 00:00:00
POL-200651,101218,home,INS-46554512,2023-09-17,2024-09-16,4719.18,141374.04,2500,cancelled,AGT-0092,2023-09-02 00:00:00
POL-200652,101740,home,INS-33559164,2025-02-17,2026-02-17,1548.49,87872.71,5000,active,AGT-0147,2025-02-05 00:00:00
POL-200653,101914,home,INS-91566303,2023-05-30,2025-05-29,1837.97,515391.79,250,active,AGT-0117,2023-05-20 00:00:00
POL-200654,101447,auto,INS-63386486,2023-10-10,2025-10-09,1519.15,606101.95,5000,active,AGT-0139,2023-09-18 00:00:00
POL-200655,101633,home,INS-50074435,2024-07-28,2025-07-28,3062.33,596298.42,500,active,AGT-0046,2024-07-22 00:00:00
POL-200656,100289,health,INS-25019165,2024-11-15,2027-11-15,2958.79,454786.31,5000,expired,AGT-0068,2024-10-22 00:00:00
POL-200657,101498,life,INS-36470669,2024-06-29,2025-06-29,570.92,558016.59,2500,active,AGT-0125,2024-06-02 00:00:00
POL-200658,101711,auto,INS-67781341,2024-10-15,2026-10-15,3908.54,135154.85,5000,expired,AGT-0033,2024-09-17 00:00:00
POL-200659,101782,life,INS-45244864,2025-10-14,2026-10-14,3566.02,27881.2,2500,active,AGT-0162,2025-10-01 00:00:00
POL-200660,100450,life,INS-91535090,2025-04-19,2027-04-19,4755.66,464764.58,500,cancelled,AGT-0072,2025-03-22 00:00:00
POL-200661,101771,health,INS-43518406,2023-12-30,2026-12-29,856.63,564390.11,1000,cancelled,AGT-0072,2023-12-29 00:00:00
POL-200662,100120,auto,INS-39294651,2025-09-21,2028-09-20,3277.15,913289.87,2000,active,AGT-0177,2025-09-12 00:00:00
POL-200663,101469,health,INS-32710049,2024-05-07,2025-05-07,724.44,425488.44,1500,pending,AGT-0139,2024-04-07 00:00:00
POL-200664,101908,life,INS-91264384,2023-01-13,2025-01-12,376.26,788438.17,2000,expired,AGT-0193,2023-01-11 00:00:00
POL-200665,100188,auto,INS-70981920,2025-01-31,2026-01-31,3071.57,845402.1,5000,active,AGT-0169,2025-01-28 00:00:00
POL-200666,100646,home,INS-50916339,2025-05-25,2026-05-25,3750.28,53183.4,1000,active,AGT-0113,2025-05-23 00:00:00
POL-200667,101682,home,INS-23625932,2024-02-13,2025-02-12,212.5,80171.37,1500,expired,AGT-0175,2024-02-12 00:00:00
POL-200668,100010,health,INS-86571192,2024-06-09,2027-06-09,4158.39,657109.35,2000,expired,AGT-0080,2024-05-22 00:00:00
POL-200669,101457,life,INS-49128300,2024-08-23,2025-08-23,4063.1,149440.75,2000,expired,AGT-0106,2024-08-04 00:00:00
POL-200670,101138,home,INS-62381839,2025-04-24,2027-04-24,700.95,264519.93,1500,cancelled,AGT-0106,2025-03-28 00:00:00
POL-200671,101501,auto,INS-24516791,2025-11-20,2026-11-20,4888.15,210162.74,1000,cancelled,AGT-0022,2025-11-13 00:00:00
POL-200672,101847,auto,INS-77619607,2023-03-14,2025-03-13,1694.84,162191.78,5000,expired,AGT-0157,2023-03-01 00:00:00
POL-200673,100455,home,INS-91172923,2023-05-21,2025-05-20,4467.39,221202.39,5000,cancelled,AGT-0093,2023-05-06 00:00:00
POL-200674,100525,home,INS-35913353,2024-11-21,2025-11-21,2132.35,69870.73,5000,active,AGT-0140,2024-11-07 00:00:00
POL-200675,100080,health,INS-15356287,2025-07-06,2026-07-06,2962.02,226839.1,2500,pending,AGT-0077,2025-06-06 00:00:00
POL-200676,101110,home,INS-24504094,2024-09-13,2025-09-13,1623.7,235572.99,5000,pending,AGT-0077,2024-08-31 00:00:00
POL-200677,101874,home,INS-14771682,2023-04-08,2025-04-07,1703.26,451060.92,1500,pending,AGT-0181,2023-04-06 00:00:00
POL-200678,100806,life,INS-89821824,2025-07-08,2028-07-07,1711.04,89261.01,1500,active,AGT-0145,2025-07-02 00:00:00
POL-200679,101494,auto,INS-46821636,2023-03-11,2026-03-10,4687.74,903290.21,1000,active,AGT-0127,2023-02-18 00:00:00
POL-200680,101434,life,INS-29703864,2023-02-26,2026-02-25,4951.06,110699.53,500,active,AGT-0022,2023-02-22 00:00:00
POL-200681,100948,health,INS-73223224,2023-07-14,2026-07-13,4932.09,28905.64,1000,cancelled,AGT-0181,2023-06-29 00:00:00
POL-200682,101397,health,INS-26378368,2023-04-21,2026-04-20,3528.35,176508.19,250,active,AGT-0159,2023-04-09 00:00:00
POL-200683,101883,home,INS-12541452,2024-10-07,2026-10-07,3508.23,92326.25,500,pending,AGT-0022,2024-09-15 00:00:00
POL-200684,100277,home,INS-87847590,2025-06-15,2027-06-15,3935.42,901096.83,1000,cancelled,AGT-0016,2025-06-14 00:00:00
POL-200685,100324,health,INS-44741764,2023-04-14,2024-04-13,1631.56,343887.99,5000,expired,AGT-0047,2023-03-15 00:00:00
POL-200686,101800,life,INS-34410579,2024-06-15,2026-06-15,3186.9,621458.86,250,active,AGT-0012,2024-05-19 00:00:00
POL-200687,101009,auto,INS-40652532,2025-06-26,2028-06-25,996.75,137843.78,2000,expired,AGT-0091,2025-06-03 00:00:00
POL-200688,101522,life,INS-93244483,2023-02-27,2024-02-27,3348.81,830941.25,250,active,AGT-0101,2023-02-17 00:00:00
POL-200689,101961,home,INS-45199550,2024-09-14,2027-09-14,110.41,693129.08,2000,active,AGT-0072,2024-09-02 00:00:00
POL-200690,100259,auto,INS-89775472,2024-03-15,2026-03-15,275.76,615458.92,5000,active,AGT-0019,2024-02-26 00:00:00
POL-200691,100615,auto,INS-81570662,2024-03-29,2027-03-29,1717.21,619219.89,500,pending,AGT-0092,2024-03-17 00:00:00
POL-200692,101557,home,INS-50162204,2025-02-04,2028-02-04,2857.06,155042.85,1000,active,AGT-0009,2025-02-02 00:00:00
POL-200693,100835,health,INS-37714948,2023-01-27,2026-01-26,145.15,575481.03,5000,expired,AGT-0019,2023-01-09 00:00:00
POL-200694,100793,health,INS-72484926,2025-09-04,2027-09-04,268.24,698497.33,500,pending,AGT-0129,2025-08-26 00:00:00
POL-200695,101423,home,INS-15283056,2024-03-22,2027-03-22,1009.53,849795.27,1000,expired,AGT-0096,2024-02-23 00:00:00
POL-200696,100461,auto,INS-82080820,2023-01-06,2025-01-05,2479.34,383207.18,5000,cancelled,AGT-0086,2022-12-26 00:00:00
POL-200697,100017,home,INS-78098822,2023-11-26,2026-11-25,1772.3,20943.65,1500,active,AGT-0098,2023-11-15 00:00:00
POL-200698,100523,home,INS-09252109,2025-03-12,2026-03-12,1465.05,464784.72,1000,active,AGT-0016,2025-02-19 00:00:00
POL-200699,100383,home,INS-42354791,2024-03-24,2025-03-24,1573.19,857451.35,250,active,AGT-0009,2024-03-05 00:00:00
POL-200700,100082,health,INS-30279299,2023-04-06,2025-04-05,1259.21,640834.66,2000,expired,AGT-0106,2023-03-20 00:00:00
POL-200701,100519,home,INS-02510022,2023-01-29,2024-01-29,4437.67,125481.77,1500,active,AGT-0057,2023-01-03 00:00:00
POL-200702,100279,auto,INS-79825799,2024-07-30,2027-07-30,1705.83,975523.43,1500,active,AGT-0145,2024-07-12 00:00:00
POL-200703,101618,health,INS-88359432,2024-10-24,2027-10-24,4310.48,96849.57,2000,expired,AGT-0198,2024-10-10 00:00:00
POL-200704,100639,home,INS-60322408,2025-03-20,2026-03-20,1193.18,844732.61,1500,expired,AGT-0046,2025-02-22 00:00:00
POL-200705,100018,home,INS-07700378,2025-07-26,2027-07-26,1800.93,194673.22,1000,active,AGT-0119,2025-06-27 00:00:00
POL-200706,100051,home,INS-17150685,2023-01-03,2025-01-02,616.95,803141.57,5000,active,AGT-0183,2022-12-09 00:00:00
POL-200707,101128,auto,INS-24608889,2024-01-06,2025-01-05,2185.67,957860.86,250,expired,AGT-0156,2023-12-13 00:00:00
POL-200708,101353,home,INS-59208515,2023-05-19,2025-05-18,4539.18,529188.6,250,expired,AGT-0126,2023-04-25 00:00:00
POL-200709,100009,life,INS-12286600,2023-07-13,2025-07-12,576.76,120943.92,1500,active,AGT-0096,2023-07-02 00:00:00
POL-200710,101127,auto,INS-99974941,2024-10-02,2027-10-02,3760.64,693364.71,1500,active,AGT-0177,2024-09-28 00:00:00
POL-200711,100782,auto,INS-17159036,2023-04-14,2025-04-13,4589.98,483962.71,5000,cancelled,AGT-0155,2023-03-17 00:00:00
POL-200712,100443,auto,INS-48737259,2025-02-07,2028-02-07,4715.89,513435.12,2000,active,AGT-0045,2025-01-12 00:00:00
POL-200713,101043,life,INS-01259968,2024-11-10,2026-11-10,4337.85,660782.97,2000,active,AGT-0185,2024-10-16 00:00:00
POL-200714,100977,home,INS-48343297,2023-01-03,2024-01-03,929.28,221613.93,1000,expired,AGT-0161,2022-12-04 00:00:00
POL-200715,101718,home,INS-86715429,2023-10-05,2026-10-04,4730.3,68567.99,250,active,AGT-0125,2023-09-26 00:00:00
POL-200716,101342,home,INS-59957194,2023-09-27,2026-09-26,4308.26,750294.92,250,active,AGT-0093,2023-09-08 00:00:00
POL-200717,101234,home,INS-77007191,2023-01-21,2026-01-20,676.34,631029.75,250,active,AGT-0163,2023-01-14 00:00:00
POL-200718,100104,life,INS-03533635,2023-11-02,2024-11-01,4269.26,139278.66,1500,active,AGT-0033,2023-10-10 00:00:00
POL-200719,101794,auto,INS-92172340,2024-05-14,2026-05-14,3603.37,51014.55,5000,cancelled,AGT-0129,2024-05-11 00:00:00
POL-200720,100856,life,INS-51558866,2023-04-07,2025-04-06,1304.65,205071.04,2500,pending,AGT-0015,2023-03-26 00:00:00
POL-200721,101465,home,INS-31438706,2025-06-20,2027-06-20,2325.01,403904.82,2000,active,AGT-0138,2025-06-12 00:00:00
POL-200722,100271,auto,INS-11542118,2023-02-16,2026-02-15,851.4,602232.81,1500,expired,AGT-0176,2023-01-23 00:00:00
POL-200723,100152,health,INS-89594919,2024-09-03,2026-09-03,4332.69,50467.87,500,expired,AGT-0136,2024-08-27 00:00:00
POL-200724,100245,auto,INS-26595173,2024-06-23,2025-06-23,4218.63,744455.31,5000,active,AGT-0159,2024-06-10 00:00:00
POL-200725,100803,home,INS-36664814,2023-11-05,2026-11-04,451.74,869948.02,250,active,AGT-0004,2023-10-19 00:00:00
POL-200726,100115,life,INS-31374001,2025-04-11,2028-04-10,4429.75,969150.61,1500,cancelled,AGT-0101,2025-03-27 00:00:00
POL-200727,101954,auto,INS-98011063,2025-02-23,2026-02-23,3517.11,930562.94,250,expired,AGT-0101,2025-02-11 00:00:00
POL-200728,100741,auto,INS-82244326,2024-09-12,2027-09-12,1470.35,765436.39,1000,active,AGT-0010,2024-08-28 00:00:00
POL-200729,101977,health,INS-54951898,2025-03-12,2026-03-12,3440.05,608612.57,500,expired,AGT-0146,2025-02-26 00:00:00
POL-200730,100705,auto,INS-19785517,2024-09-11,2027-09-11,3042.37,175602.08,500,active,AGT-0044,2024-08-29 00:00:00
POL-200731,100276,health,INS-91543698,2023-08-29,2024-08-28,1512.81,155389.47,500,cancelled,AGT-0171,2023-08-24 00:00:00
POL-200732,101884,life,INS-03459489,2024-10-18,2026-10-18,3383.86,110397.74,2000,cancelled,AGT-0163,2024-09-19 00:00:00
POL-200733,101956,auto,INS-30494080,2025-12-29,2028-12-28,2490.31,986465.39,2500,expired,AGT-0190,2025-12-09 00:00:00
POL-200734,101906,health,INS-91006956,2023-10-30,2026-10-29,1238.51,318023.55,5000,expired,AGT-0169,2023-10-10 00:00:00
POL-200735,101170,health,INS-98198333,2024-06-23,2025-06-23,1045.02,345447.12,500,cancelled,AGT-0185,2024-06-13 00:00:00
POL-200736,101940,health,INS-16792664,2024-01-18,2026-01-17,3350.22,371023.8,500,active,AGT-0067,2024-01-11 00:00:00
POL-200737,101945,auto,INS-03075059,2024-05-08,2025-05-08,439.49,836109.29,5000,expired,AGT-0128,2024-04-25 00:00:00
POL-200738,100058,life,INS-99064081,2024-06-30,2026-06-30,4324.66,780578.4,1500,pending,AGT-0145,2024-06-08 00:00:00
POL-200739,100551,health,INS-06710917,2024-11-08,2026-11-08,2036.81,714985.28,2500,cancelled,AGT-0069,2024-10-15 00:00:00
POL-200740,101582,life,INS-96510592,2024-02-13,2026-02-12,4836.92,442220.28,2000,active,AGT-0070,2024-01-31 00:00:00
POL-200741,100792,health,INS-08653749,2023-05-11,2025-05-10,1082.68,287553.63,250,active,AGT-0074,2023-04-29 00:00:00
POL-200742,100046,auto,INS-45583931,2024-11-11,2027-11-11,4589.47,313286.0,250,cancelled,AGT-0048,2024-10-17 00:00:00
POL-200743,100818,home,INS-85665493,2024-10-23,2026-10-23,2899.8,403104.14,5000,active,AGT-0029,2024-09-25 00:00:00
POL-200744,101890,home,INS-47812688,2023-01-28,2025-01-27,4357.07,283422.04,500,active,AGT-0184,2023-01-09 00:00:00
POL-200745,100244,life,INS-81078632,2024-01-07,2026-01-06,656.57,815501.35,250,pending,AGT-0068,2023-12-17 00:00:00
POL-200746,101116,home,INS-01970307,2024-05-22,2025-05-22,4707.75,818412.24,1000,cancelled,AGT-0080,2024-05-15 00:00:00
POL-200747,101472,auto,INS-81762325,2025-07-16,2028-07-15,2092.61,661207.63,1500,active,AGT-0175,2025-06-17 00:00:00
POL-200748,100038,auto,INS-58811912,2025-12-29,2028-12-28,3446.98,130762.1,2000,cancelled,AGT-0043,2025-12-24 00:00:00
POL-200749,101909,auto,INS-77615180,2023-06-12,2025-06-11,3662.95,452167.8,2000,active,AGT-0041,2023-06-05 00:00:00
POL-200750,100743,life,INS-78442467,2023-12-27,2025-12-26,4451.44,510431.09,1500,active,AGT-0175,2023-12-06 00:00:00
POL-200751,101824,health,INS-60042597,2023-04-10,2024-04-09,2511.24,646387.66,500,cancelled,AGT-0174,2023-04-09 00:00:00
