test_id,batch_id,test_type,test_date,result_value,unit,specification_min,specification_max,pass_fail,analyst_id,equipment_id,lab_id,deviation_id,notes,created_at
TST-000787,BAT-002508,purity,2025-10-24,97.33,%,98.0,100.0,fail,ANL-022,EQP-0019,LAB-010,DEV-3116,OOS investigation initiated,2025-10-24 13:31:58
TST-000788,BAT-000442,stability,2024-11-01,101.39,%,90.0,110.0,pass,ANL-033,EQP-0030,LAB-003,,Retest performed,2024-11-01 05:45:53
TST-000789,BAT-002882,potency,2025-07-19,100.71,%,95.0,105.0,pass,ANL-048,EQP-0044,LAB-015,,Minor deviation noted,2025-07-19 12:02:35
TST-000790,BAT-002773,stability,2023-04-29,102.68,%,90.0,110.0,pass,ANL-046,EQP-0073,LAB-005,,Minor deviation noted,2023-04-29 18:13:50
TST-000791,BAT-002879,identity,2023-04-04,1.0073,ratio,0.98,1.02,pass,ANL-005,EQP-0009,LAB-003,,,2023-04-04 21:55:50
TST-000792,BAT-000899,identity,2023-02-05,1.0079,ratio,0.98,1.02,pass,ANL-022,EQP-0048,LAB-011,,Minor deviation noted,2023-02-05 21:56:05
TST-000793,BAT-002665,stability,2024-01-17,103.07,%,90.0,110.0,pass,ANL-015,EQP-0071,LAB-012,,,2024-01-17 21:44:58
TST-000794,BAT-001591,microbial,2024-04-22,2.0,CFU/g,0,100,pass,ANL-020,EQP-0037,LAB-007,,Within spec,2024-04-22 16:51:29
TST-000795,BAT-000718,microbial,2023-02-05,28.0,CFU/g,0,100,pass,ANL-043,EQP-0078,LAB-011,,Retest performed,2023-02-05 04:33:14
TST-000796,BAT-001286,purity,2025-03-07,98.77,%,98.0,100.0,pass,ANL-022,EQP-0094,LAB-010,,,2025-03-07 07:06:03
TST-000797,BAT-000031,microbial,2024-02-24,4.0,CFU/g,0,100,pass,ANL-028,EQP-0070,LAB-004,,,2024-02-25 05:31:02
TST-000798,BAT-000625,dissolution,2024-11-23,81.2,%,80.0,100.0,pass,ANL-012,EQP-0011,LAB-001,,,2024-11-23 13:38:07
TST-000799,BAT-000758,stability,2024-03-21,101.96,%,90.0,110.0,pass,ANL-024,EQP-0075,LAB-002,,,2024-03-21 14:25:50
TST-000800,BAT-001887,microbial,2025-03-01,28.0,CFU/g,0,100,pass,ANL-024,EQP-0044,LAB-006,,,2025-03-01 16:27:37
TST-000801,BAT-002261,dissolution,2025-07-10,89.26,%,80.0,100.0,pass,ANL-046,EQP-0048,LAB-003,,Sample re-prepared,2025-07-10 09:59:15
TST-000802,BAT-001049,purity,2025-08-31,99.32,%,98.0,100.0,pass,ANL-013,EQP-0017,LAB-009,,,2025-09-01 02:14:28
TST-000803,BAT-000580,dissolution,2025-03-25,92.48,%,80.0,100.0,pass,ANL-042,EQP-0086,LAB-003,,,2025-03-25 19:31:20
TST-000804,BAT-002717,purity,2023-02-04,100.36,%,98.0,100.0,fail,ANL-025,EQP-0041,LAB-013,DEV-8519,Retest required,2023-02-05 00:39:55
TST-000805,BAT-002678,identity,2024-01-14,0.9912,ratio,0.98,1.02,pass,ANL-010,EQP-0005,LAB-005,,Retest performed,2024-01-15 05:53:47
TST-000806,BAT-002010,microbial,2023-06-22,88.0,CFU/g,0,100,pass,ANL-007,EQP-0038,LAB-006,,Within spec,2023-06-23 01:21:46
TST-000807,BAT-000562,identity,2024-08-02,1.001,ratio,0.98,1.02,pass,ANL-018,EQP-0009,LAB-004,,,2024-08-02 06:52:03
TST-000808,BAT-000063,potency,2023-06-25,101.74,%,95.0,105.0,pass,ANL-005,EQP-0037,LAB-007,,Within spec,2023-06-25 22:28:01
TST-000809,BAT-001260,purity,2023-05-10,99.32,%,98.0,100.0,pass,ANL-033,EQP-0087,LAB-014,,,2023-05-10 23:40:52
TST-000810,BAT-001521,dissolution,2025-10-28,95.48,%,80.0,100.0,pass,ANL-048,EQP-0018,LAB-015,,,2025-10-28 11:54:38
TST-000811,BAT-001943,potency,2025-10-23,100.58,%,95.0,105.0,pass,ANL-037,EQP-0060,LAB-007,,Retest performed,2025-10-23 12:43:12
TST-000812,BAT-002510,microbial,2025-03-15,55.0,CFU/g,0,100,pass,ANL-023,EQP-0052,LAB-011,,,2025-03-16 04:47:47
TST-000813,BAT-002655,dissolution,2023-05-01,91.18,%,80.0,100.0,pass,ANL-014,EQP-0045,LAB-001,,,2023-05-02 06:41:12
TST-000814,BAT-002831,stability,2024-03-26,97.12,%,90.0,110.0,pass,ANL-045,EQP-0058,LAB-012,,,2024-03-26 17:22:40
TST-000815,BAT-000779,purity,2025-05-27,98.97,%,98.0,100.0,pass,ANL-033,EQP-0004,LAB-001,,Minor deviation noted,2025-05-27 14:55:04
TST-000816,BAT-000464,potency,2025-08-14,101.92,%,95.0,105.0,pass,ANL-043,EQP-0100,LAB-006,,,2025-08-14 23:30:29
TST-000817,BAT-000525,potency,2023-05-28,97.78,%,95.0,105.0,pass,ANL-010,EQP-0062,LAB-014,,,2023-05-28 20:27:43
TST-000818,BAT-003000,dissolution,2023-08-10,95.36,%,80.0,100.0,pass,ANL-016,EQP-0084,LAB-012,,Within spec,2023-08-10 07:38:54
TST-000819,BAT-000862,microbial,2023-05-14,33.0,CFU/g,0,100,pass,ANL-014,EQP-0015,LAB-007,,Within spec,2023-05-14 05:36:45
TST-000820,BAT-001767,stability,2025-08-23,104.48,%,90.0,110.0,pass,ANL-020,EQP-0087,LAB-005,,,2025-08-23 16:30:25
TST-000821,BAT-002385,stability,2023-03-03,98.06,%,90.0,110.0,pass,ANL-005,EQP-0015,LAB-002,,Sample re-prepared,2023-03-03 20:56:35
TST-000822,BAT-002024,microbial,2024-12-05,3.0,CFU/g,0,100,pass,ANL-013,EQP-0064,LAB-002,,,2024-12-05 23:24:31
TST-000823,BAT-002651,dissolution,2025-03-12,90.19,%,80.0,100.0,pass,ANL-001,EQP-0024,LAB-007,,Minor deviation noted,2025-03-12 10:41:15
TST-000824,BAT-000534,purity,2024-09-18,100.38,%,98.0,100.0,fail,ANL-033,EQP-0069,LAB-012,DEV-5953,Deviation logged,2024-09-18 13:38:31
TST-000825,BAT-002914,stability,2025-06-21,95.32,%,90.0,110.0,pass,ANL-029,EQP-0009,LAB-013,,Within spec,2025-06-21 09:14:47
TST-000826,BAT-001892,identity,2025-05-06,0.98,ratio,0.98,1.02,pass,ANL-023,EQP-0083,LAB-012,,,2025-05-06 22:31:43
TST-000827,BAT-002569,potency,2023-04-15,100.1,%,95.0,105.0,pass,ANL-034,EQP-0034,LAB-011,,,2023-04-16 01:32:29
TST-000828,BAT-001144,potency,2023-04-04,101.61,%,95.0,105.0,pass,ANL-050,EQP-0066,LAB-010,,Retest performed,2023-04-05 02:37:10
TST-000829,BAT-000697,dissolution,2024-04-21,94.8,%,80.0,100.0,pass,ANL-029,EQP-0078,LAB-014,,Within spec,2024-04-21 19:48:58
TST-000830,BAT-001664,stability,2024-10-26,103.17,%,90.0,110.0,pass,ANL-048,EQP-0059,LAB-002,,Minor deviation noted,2024-10-26 14:14:34
TST-000831,BAT-002206,microbial,2023-04-29,10.0,CFU/g,0,100,pass,ANL-048,EQP-0063,LAB-012,,,2023-04-29 10:16:41
TST-000832,BAT-002641,purity,2024-04-04,99.32,%,98.0,100.0,pass,ANL-030,EQP-0037,LAB-010,,,2024-04-04 20:59:38
TST-000833,BAT-001795,microbial,2024-03-29,9.0,CFU/g,0,100,pass,ANL-030,EQP-0031,LAB-012,,,2024-03-29 06:46:28
TST-000834,BAT-002631,identity,2025-09-21,1.0096,ratio,0.98,1.02,pass,ANL-021,EQP-0054,LAB-008,,,2025-09-21 14:06:30
TST-000835,BAT-001167,potency,2023-11-28,101.81,%,95.0,105.0,pass,ANL-018,EQP-0081,LAB-013,,Sample re-prepared,2023-11-29 02:26:11
TST-000836,BAT-001408,identity,2024-11-11,0.9883,ratio,0.98,1.02,pass,ANL-047,EQP-0059,LAB-010,,,2024-11-11 17:45:06
TST-000837,BAT-001951,stability,2025-09-24,96.74,%,90.0,110.0,pass,ANL-020,EQP-0081,LAB-011,,,2025-09-24 11:05:35
TST-000838,BAT-001382,purity,2023-02-11,99.81,%,98.0,100.0,pass,ANL-007,EQP-0100,LAB-015,,Within spec,2023-02-11 20:12:06
TST-000839,BAT-000428,purity,2025-01-01,99.48,%,98.0,100.0,pass,ANL-023,EQP-0076,LAB-003,,,2025-01-01 09:03:50
TST-000840,BAT-002615,purity,2025-06-11,98.97,%,98.0,100.0,pass,ANL-045,EQP-0017,LAB-005,,,2025-06-11 19:21:25
TST-000841,BAT-001503,dissolution,2024-06-15,86.65,%,80.0,100.0,pass,ANL-021,EQP-0014,LAB-008,,,2024-06-15 12:03:59
TST-000842,BAT-001183,identity,2025-04-06,0.9946,ratio,0.98,1.02,pass,ANL-020,EQP-0020,LAB-013,,Minor deviation noted,2025-04-06 07:32:29
TST-000843,BAT-000885,stability,2024-04-23,102.78,%,90.0,110.0,pass,ANL-033,EQP-0096,LAB-003,,,2024-04-23 06:46:28
TST-000844,BAT-000097,purity,2023-07-17,99.8,%,98.0,100.0,pass,ANL-019,EQP-0074,LAB-007,,Minor deviation noted,2023-07-17 14:46:15
TST-000845,BAT-001875,purity,2024-08-07,99.6,%,98.0,100.0,pass,ANL-011,EQP-0092,LAB-001,,Sample re-prepared,2024-08-07 03:58:13
TST-000846,BAT-002967,dissolution,2025-03-08,88.49,%,80.0,100.0,pass,ANL-029,EQP-0030,LAB-008,,Minor deviation noted,2025-03-08 21:27:18
TST-000847,BAT-001532,potency,2023-03-27,100.19,%,95.0,105.0,pass,ANL-011,EQP-0016,LAB-012,,Within spec,2023-03-27 14:31:21
TST-000848,BAT-001597,identity,2025-08-24,1.0021,ratio,0.98,1.02,pass,ANL-047,EQP-0001,LAB-007,,Sample re-prepared,2025-08-24 16:41:29
TST-000849,BAT-000171,stability,2025-06-01,102.37,%,90.0,110.0,pass,ANL-041,EQP-0015,LAB-011,,Minor deviation noted,2025-06-02 02:45:00
TST-000850,BAT-002216,microbial,2024-01-29,6.0,CFU/g,0,100,pass,ANL-009,EQP-0028,LAB-007,,Sample re-prepared,2024-01-29 21:07:29
TST-000851,BAT-002378,dissolution,2023-04-23,96.56,%,80.0,100.0,pass,ANL-044,EQP-0022,LAB-001,,,2023-04-23 10:26:30
TST-000852,BAT-002014,stability,2023-02-22,103.99,%,90.0,110.0,pass,ANL-004,EQP-0053,LAB-003,,Retest performed,2023-02-23 03:00:29
TST-000853,BAT-000764,potency,2024-07-17,104.69,%,95.0,105.0,pass,ANL-021,EQP-0016,LAB-010,,,2024-07-17 12:51:20
TST-000854,BAT-001937,microbial,2023-10-05,44.0,CFU/g,0,100,pass,ANL-002,EQP-0044,LAB-009,,Minor deviation noted,2023-10-06 02:22:12
TST-000855,BAT-001449,purity,2023-05-06,100.91,%,98.0,100.0,fail,ANL-018,EQP-0023,LAB-003,DEV-5433,Retest required,2023-05-06 06:32:50
TST-000856,BAT-002029,potency,2024-03-21,100.91,%,95.0,105.0,pass,ANL-030,EQP-0059,LAB-003,,,2024-03-21 15:43:55
TST-000857,BAT-000588,microbial,2024-12-26,6.0,CFU/g,0,100,pass,ANL-033,EQP-0073,LAB-004,,Sample re-prepared,2024-12-26 09:55:10
TST-000858,BAT-001994,dissolution,2023-09-13,98.64,%,80.0,100.0,pass,ANL-003,EQP-0011,LAB-008,,Minor deviation noted,2023-09-13 16:00:40
TST-000859,BAT-002831,identity,2025-01-01,0.9939,ratio,0.98,1.02,pass,ANL-033,EQP-0098,LAB-015,,Within spec,2025-01-01 23:32:17
TST-000860,BAT-000484,potency,2023-04-10,97.33,%,95.0,105.0,pass,ANL-003,EQP-0084,LAB-006,,Within spec,2023-04-10 03:23:56
TST-000861,BAT-002815,microbial,2023-08-22,58.0,CFU/g,0,100,pass,ANL-024,EQP-0022,LAB-003,,Within spec,2023-08-22 19:04:27
TST-000862,BAT-001907,stability,2024-06-05,103.16,%,90.0,110.0,pass,ANL-026,EQP-0084,LAB-004,,,2024-06-05 04:34:08
TST-000863,BAT-001082,dissolution,2025-05-04,91.13,%,80.0,100.0,pass,ANL-036,EQP-0033,LAB-007,,Minor deviation noted,2025-05-04 20:09:33
TST-000864,BAT-001142,potency,2023-09-21,97.81,%,95.0,105.0,pass,ANL-021,EQP-0081,LAB-005,,Sample re-prepared,2023-09-21 03:32:20
TST-000865,BAT-001914,microbial,2024-01-20,4.0,CFU/g,0,100,pass,ANL-004,EQP-0017,LAB-002,,,2024-01-20 21:22:49
TST-000866,BAT-002746,stability,2023-05-01,101.98,%,90.0,110.0,pass,ANL-040,EQP-0096,LAB-013,,Minor deviation noted,2023-05-01 06:39:19
TST-000867,BAT-001278,stability,2025-11-05,99.06,%,90.0,110.0,pass,ANL-043,EQP-0098,LAB-011,,Minor deviation noted,2025-11-06 02:45:43
TST-000868,BAT-001080,dissolution,2023-05-09,91.1,%,80.0,100.0,pass,ANL-049,EQP-0034,LAB-004,,,2023-05-09 13:26:25
TST-000869,BAT-001905,potency,2023-09-17,98.09,%,95.0,105.0,pass,ANL-022,EQP-0002,LAB-004,,,2023-09-17 14:36:31
TST-000870,BAT-001694,purity,2024-01-05,98.94,%,98.0,100.0,pass,ANL-012,EQP-0097,LAB-005,,,2024-01-05 11:44:25
TST-000871,BAT-002735,dissolution,2024-05-20,99.03,%,80.0,100.0,pass,ANL-019,EQP-0069,LAB-013,,,2024-05-20 21:25:52
TST-000872,BAT-000354,potency,2025-06-27,99.49,%,95.0,105.0,pass,ANL-026,EQP-0041,LAB-013,,,2025-06-28 06:54:19
TST-000873,BAT-002999,purity,2023-10-01,100.27,%,98.0,100.0,fail,ANL-049,EQP-0015,LAB-002,DEV-8949,OOS investigation initiated,2023-10-01 15:34:35
TST-000874,BAT-002084,dissolution,2023-06-27,84.28,%,80.0,100.0,pass,ANL-023,EQP-0078,LAB-012,,,2023-06-27 07:13:40
TST-000875,BAT-002792,stability,2023-10-05,101.52,%,90.0,110.0,pass,ANL-039,EQP-0038,LAB-003,,Minor deviation noted,2023-10-05 11:40:49
TST-000876,BAT-000536,microbial,2023-08-09,52.0,CFU/g,0,100,pass,ANL-035,EQP-0033,LAB-002,,Within spec,2023-08-09 23:20:30
TST-000877,BAT-001354,stability,2024-08-29,94.94,%,90.0,110.0,pass,ANL-032,EQP-0052,LAB-006,,,2024-08-29 14:01:45
TST-000878,BAT-000663,purity,2025-11-06,99.41,%,98.0,100.0,pass,ANL-034,EQP-0067,LAB-014,,Sample re-prepared,2025-11-06 19:16:08
TST-000879,BAT-001786,stability,2023-01-22,108.84,%,90.0,110.0,pass,ANL-038,EQP-0072,LAB-004,,,2023-01-23 00:13:30
TST-000880,BAT-002716,dissolution,2023-03-16,81.9,%,80.0,100.0,pass,ANL-031,EQP-0066,LAB-004,,Within spec,2023-03-16 07:33:40
TST-000881,BAT-002604,potency,2024-06-30,99.65,%,95.0,105.0,pass,ANL-025,EQP-0054,LAB-009,,,2024-06-30 14:40:59
TST-000882,BAT-001567,identity,2025-03-15,1.0238,ratio,0.98,1.02,fail,ANL-027,EQP-0043,LAB-004,DEV-8886,Deviation logged,2025-03-15 04:59:57
TST-000883,BAT-000104,potency,2023-10-17,100.89,%,95.0,105.0,pass,ANL-032,EQP-0047,LAB-001,,,2023-10-17 18:04:54
TST-000884,BAT-002835,stability,2025-10-20,101.28,%,90.0,110.0,pass,ANL-040,EQP-0020,LAB-009,,,2025-10-20 18:48:27
TST-000885,BAT-000962,purity,2024-12-04,98.9,%,98.0,100.0,pass,ANL-017,EQP-0019,LAB-011,,,2024-12-04 04:17:49
TST-000886,BAT-000885,stability,2024-03-24,97.63,%,90.0,110.0,pass,ANL-038,EQP-0023,LAB-011,,Within spec,2024-03-24 13:55:11
TST-000887,BAT-002807,stability,2025-12-28,100.78,%,90.0,110.0,pass,ANL-037,EQP-0042,LAB-005,,Retest performed,2025-12-28 19:02:24
TST-000888,BAT-002043,stability,2023-07-15,95.04,%,90.0,110.0,pass,ANL-026,EQP-0094,LAB-010,,Within spec,2023-07-15 20:11:38
TST-000889,BAT-000579,dissolution,2023-02-16,84.82,%,80.0,100.0,pass,ANL-012,EQP-0066,LAB-002,,,2023-02-16 12:14:37
TST-000890,BAT-002506,microbial,2023-06-12,20.0,CFU/g,0,100,pass,ANL-005,EQP-0086,LAB-009,,Minor deviation noted,2023-06-12 20:51:09
TST-000891,BAT-002415,microbial,2023-02-17,18.0,CFU/g,0,100,pass,ANL-017,EQP-0003,LAB-010,,,2023-02-18 00:45:20
TST-000892,BAT-000947,stability,2023-10-02,87.9,%,90.0,110.0,fail,ANL-009,EQP-0024,LAB-008,DEV-5950,Deviation logged,2023-10-03 04:51:14
TST-000893,BAT-002467,dissolution,2023-07-31,96.25,%,80.0,100.0,pass,ANL-032,EQP-0030,LAB-013,,Minor deviation noted,2023-07-31 12:38:37
TST-000894,BAT-002825,identity,2025-01-22,1.0091,ratio,0.98,1.02,pass,ANL-021,EQP-0045,LAB-004,,,2025-01-22 13:48:00
TST-000895,BAT-001312,potency,2023-05-30,104.8,%,95.0,105.0,pass,ANL-040,EQP-0075,LAB-004,,Minor deviation noted,2023-05-30 18:36:52
TST-000896,BAT-002322,stability,2024-01-29,98.91,%,90.0,110.0,pass,ANL-022,EQP-0090,LAB-013,,Minor deviation noted,2024-01-30 00:58:57
TST-000897,BAT-001729,potency,2025-04-29,100.81,%,95.0,105.0,pass,ANL-012,EQP-0100,LAB-005,,Minor deviation noted,2025-04-29 10:26:22
TST-000898,BAT-000436,purity,2023-11-06,98.76,%,98.0,100.0,pass,ANL-048,EQP-0044,LAB-014,,,2023-11-06 22:14:33
TST-000899,BAT-001326,purity,2025-09-23,99.09,%,98.0,100.0,pass,ANL-026,EQP-0096,LAB-005,,Minor deviation noted,2025-09-23 17:25:54
TST-000900,BAT-000270,identity,2023-05-26,0.9931,ratio,0.98,1.02,pass,ANL-043,EQP-0001,LAB-008,,,2023-05-26 09:00:04
TST-000901,BAT-000792,identity,2025-06-09,0.9995,ratio,0.98,1.02,pass,ANL-038,EQP-0091,LAB-002,,,2025-06-09 21:03:27
TST-000902,BAT-001637,dissolution,2024-07-20,95.52,%,80.0,100.0,pass,ANL-028,EQP-0075,LAB-012,,Within spec,2024-07-21 04:09:19
TST-000903,BAT-000260,stability,2024-12-12,94.68,%,90.0,110.0,pass,ANL-042,EQP-0047,LAB-006,,Minor deviation noted,2024-12-12 18:11:47
TST-000904,BAT-002446,stability,2024-10-02,96.49,%,90.0,110.0,pass,ANL-009,EQP-0026,LAB-007,,,2024-10-02 22:34:00
TST-000905,BAT-001255,microbial,2025-06-09,31.0,CFU/g,0,100,pass,ANL-044,EQP-0014,LAB-014,,Sample re-prepared,2025-06-09 21:05:17
TST-000906,BAT-000961,stability,2025-11-01,97.92,%,90.0,110.0,pass,ANL-048,EQP-0035,LAB-004,,,2025-11-01 18:44:14
TST-000907,BAT-000636,dissolution,2025-08-01,94.14,%,80.0,100.0,pass,ANL-013,EQP-0016,LAB-008,,Minor deviation noted,2025-08-01 10:14:48
TST-000908,BAT-001923,dissolution,2024-02-29,93.15,%,80.0,100.0,pass,ANL-012,EQP-0019,LAB-002,,,2024-02-29 20:36:23
TST-000909,BAT-002785,dissolution,2023-07-23,92.34,%,80.0,100.0,pass,ANL-013,EQP-0066,LAB-002,,,2023-07-23 20:06:23
TST-000910,BAT-000953,dissolution,2024-11-20,89.51,%,80.0,100.0,pass,ANL-007,EQP-0059,LAB-006,,Within spec,2024-11-20 10:27:21
TST-000911,BAT-000129,identity,2023-10-02,0.992,ratio,0.98,1.02,pass,ANL-047,EQP-0072,LAB-006,,Within spec,2023-10-02 11:14:38
TST-000912,BAT-002074,identity,2023-11-16,0.9948,ratio,0.98,1.02,pass,ANL-011,EQP-0061,LAB-002,,Within spec,2023-11-16 17:22:51
TST-000913,BAT-001223,dissolution,2023-11-18,89.61,%,80.0,100.0,pass,ANL-021,EQP-0084,LAB-007,,Within spec,2023-11-19 03:36:21
TST-000914,BAT-002753,identity,2024-04-02,0.9912,ratio,0.98,1.02,pass,ANL-005,EQP-0090,LAB-008,,Within spec,2024-04-02 23:20:00
TST-000915,BAT-002480,identity,2025-09-09,1.0207,ratio,0.98,1.02,fail,ANL-013,EQP-0098,LAB-006,DEV-7237,Retest required,2025-09-10 04:58:04
TST-000916,BAT-001828,identity,2023-05-13,0.9955,ratio,0.98,1.02,pass,ANL-017,EQP-0028,LAB-004,,Sample re-prepared,2023-05-13 08:17:11
TST-000917,BAT-001326,dissolution,2023-06-17,84.89,%,80.0,100.0,pass,ANL-045,EQP-0087,LAB-003,,,2023-06-17 10:17:59
TST-000918,BAT-001631,microbial,2023-07-26,17.0,CFU/g,0,100,pass,ANL-022,EQP-0099,LAB-009,,Retest performed,2023-07-26 13:47:19
TST-000919,BAT-000712,microbial,2024-04-16,9.0,CFU/g,0,100,pass,ANL-044,EQP-0072,LAB-007,,,2024-04-16 18:31:02
TST-000920,BAT-002311,identity,2025-09-28,1.001,ratio,0.98,1.02,pass,ANL-028,EQP-0096,LAB-003,,,2025-09-28 07:09:03
TST-000921,BAT-001202,microbial,2025-07-28,4.0,CFU/g,0,100,pass,ANL-021,EQP-0032,LAB-012,,Retest performed,2025-07-29 04:46:51
TST-000922,BAT-001388,potency,2023-11-08,100.62,%,95.0,105.0,pass,ANL-008,EQP-0029,LAB-007,,Minor deviation noted,2023-11-08 12:02:11
TST-000923,BAT-002836,dissolution,2024-08-22,95.91,%,80.0,100.0,pass,ANL-028,EQP-0013,LAB-007,,,2024-08-22 17:14:01
TST-000924,BAT-001306,dissolution,2024-01-10,91.11,%,80.0,100.0,pass,ANL-049,EQP-0086,LAB-013,,,2024-01-10 13:24:49
TST-000925,BAT-001567,stability,2023-05-02,105.99,%,90.0,110.0,pass,ANL-032,EQP-0090,LAB-005,,,2023-05-02 20:32:20
TST-000926,BAT-000017,stability,2025-07-29,100.14,%,90.0,110.0,pass,ANL-005,EQP-0023,LAB-002,,Within spec,2025-07-29 21:44:30
TST-000927,BAT-002166,microbial,2024-04-15,39.0,CFU/g,0,100,pass,ANL-040,EQP-0099,LAB-008,,Minor deviation noted,2024-04-15 03:53:27
TST-000928,BAT-002434,stability,2024-11-24,92.15,%,90.0,110.0,pass,ANL-004,EQP-0035,LAB-002,,,2024-11-24 14:25:54
TST-000929,BAT-000696,microbial,2023-10-31,1.0,CFU/g,0,100,pass,ANL-042,EQP-0049,LAB-015,,,2023-10-31 20:11:27
TST-000930,BAT-002261,identity,2024-12-03,0.9941,ratio,0.98,1.02,pass,ANL-045,EQP-0034,LAB-008,,Minor deviation noted,2024-12-03 18:39:14
TST-000931,BAT-000059,potency,2025-08-01,103.52,%,95.0,105.0,pass,ANL-041,EQP-0047,LAB-006,,,2025-08-01 22:27:55
TST-000932,BAT-000495,stability,2024-06-04,99.91,%,90.0,110.0,pass,ANL-007,EQP-0056,LAB-002,,Minor deviation noted,2024-06-04 10:01:35
TST-000933,BAT-002892,purity,2025-04-21,99.53,%,98.0,100.0,pass,ANL-004,EQP-0030,LAB-010,,Retest performed,2025-04-21 12:39:30
TST-000934,BAT-000515,stability,2025-01-10,98.1,%,90.0,110.0,pass,ANL-038,EQP-0081,LAB-001,,Minor deviation noted,2025-01-10 20:08:47
TST-000935,BAT-000365,dissolution,2023-07-21,93.94,%,80.0,100.0,pass,ANL-043,EQP-0097,LAB-001,,Sample re-prepared,2023-07-21 11:10:55
TST-000936,BAT-001607,purity,2024-09-26,99.38,%,98.0,100.0,pass,ANL-042,EQP-0042,LAB-003,,Sample re-prepared,2024-09-26 23:54:00
TST-000937,BAT-000778,potency,2023-11-23,99.24,%,95.0,105.0,pass,ANL-040,EQP-0080,LAB-007,,,2023-11-23 17:58:19
TST-000938,BAT-002097,purity,2024-04-24,99.72,%,98.0,100.0,pass,ANL-040,EQP-0075,LAB-002,,Sample re-prepared,2024-04-24 20:20:31
TST-000939,BAT-001910,stability,2024-01-20,103.61,%,90.0,110.0,pass,ANL-033,EQP-0051,LAB-012,,Sample re-prepared,2024-01-20 04:32:54
TST-000940,BAT-000581,dissolution,2025-10-02,88.72,%,80.0,100.0,pass,ANL-045,EQP-0053,LAB-004,,,2025-10-02 14:37:55
TST-000941,BAT-001660,purity,2025-02-19,98.9,%,98.0,100.0,pass,ANL-007,EQP-0010,LAB-008,,,2025-02-19 19:54:44
TST-000942,BAT-001791,dissolution,2023-11-26,94.47,%,80.0,100.0,pass,ANL-023,EQP-0025,LAB-010,,Sample re-prepared,2023-11-26 19:42:19
TST-000943,BAT-001513,potency,2024-10-22,99.5,%,95.0,105.0,pass,ANL-033,EQP-0100,LAB-011,,Sample re-prepared,2024-10-22 07:49:18
TST-000944,BAT-002486,dissolution,2025-04-15,82.55,%,80.0,100.0,pass,ANL-039,EQP-0074,LAB-012,,,2025-04-16 06:31:40
TST-000945,BAT-002884,purity,2025-03-19,100.23,%,98.0,100.0,fail,ANL-045,EQP-0081,LAB-005,DEV-6464,Deviation logged,2025-03-19 15:59:48
TST-000946,BAT-001830,microbial,2023-11-14,24.0,CFU/g,0,100,pass,ANL-015,EQP-0011,LAB-005,,Retest performed,2023-11-14 13:40:11
TST-000947,BAT-001079,purity,2023-04-21,99.07,%,98.0,100.0,pass,ANL-038,EQP-0052,LAB-008,,,2023-04-21 22:33:53
TST-000948,BAT-000603,dissolution,2023-08-10,93.38,%,80.0,100.0,pass,ANL-032,EQP-0034,LAB-001,,Sample re-prepared,2023-08-10 17:42:50
TST-000949,BAT-000093,dissolution,2023-09-04,89.74,%,80.0,100.0,pass,ANL-002,EQP-0026,LAB-006,,,2023-09-05 00:38:14
TST-000950,BAT-001892,stability,2024-08-13,93.87,%,90.0,110.0,pass,ANL-004,EQP-0058,LAB-013,,Within spec,2024-08-14 04:50:11
TST-000951,BAT-002337,microbial,2025-01-28,8.0,CFU/g,0,100,pass,ANL-038,EQP-0004,LAB-007,,,2025-01-29 02:39:57
TST-000952,BAT-000404,microbial,2024-03-15,0.0,CFU/g,0,100,pass,ANL-015,EQP-0036,LAB-013,,,2024-03-15 19:58:20
TST-000953,BAT-000421,dissolution,2023-03-06,88.92,%,80.0,100.0,pass,ANL-032,EQP-0007,LAB-009,,,2023-03-06 23:45:02
TST-000954,BAT-002309,purity,2023-08-05,100.75,%,98.0,100.0,fail,ANL-021,EQP-0012,LAB-013,DEV-1862,Retest required,2023-08-05 08:11:44
TST-000955,BAT-002533,potency,2023-01-07,101.64,%,95.0,105.0,pass,ANL-005,EQP-0095,LAB-002,,,2023-01-08 00:01:36
TST-000956,BAT-001808,dissolution,2025-11-13,96.89,%,80.0,100.0,pass,ANL-012,EQP-0079,LAB-010,,,2025-11-13 18:00:11
TST-000957,BAT-002902,dissolution,2024-07-28,88.38,%,80.0,100.0,pass,ANL-045,EQP-0080,LAB-001,,Within spec,2024-07-29 04:58:11
TST-000958,BAT-002512,stability,2024-06-19,102.67,%,90.0,110.0,pass,ANL-045,EQP-0099,LAB-005,,,2024-06-20 01:59:53
TST-000959,BAT-001544,microbial,2024-03-15,7.0,CFU/g,0,100,pass,ANL-015,EQP-0026,LAB-004,,Minor deviation noted,2024-03-16 02:24:04
TST-000960,BAT-002600,microbial,2025-04-25,44.0,CFU/g,0,100,pass,ANL-022,EQP-0009,LAB-010,,Minor deviation noted,2025-04-25 04:09:21
TST-000961,BAT-000849,identity,2024-03-27,0.9836,ratio,0.98,1.02,pass,ANL-019,EQP-0012,LAB-004,,,2024-03-28 00:37:38
TST-000962,BAT-000482,stability,2023-03-18,97.33,%,90.0,110.0,pass,ANL-043,EQP-0099,LAB-013,,Minor deviation noted,2023-03-18 09:10:03
