outlet_id,outlet_name,outlet_type,chain_name,city,province,region,license_number,phone,opened_date,status,tier
OUT-0170,RS Mulia Yogyakarta,rumah_sakit,Independen,Yogyakarta,DI Yogyakarta,Jawa,SIPA-841995,+62-133-8372274,2021-04-26,aktif,platinum
OUT-0171,Apotek Lestari,apotek_independen,Independen,Bandar Lampung,Lampung,Sumatera,SIPA-528625,+62-219-6676858,2018-03-01,aktif,gold
OUT-0172,Watsons Makassar,apotek_jaringan,Watsons,Makassar,Sulawesi Selatan,Sulawesi,SIPA-811332,+62-119-5767195,2017-07-04,aktif,platinum
OUT-0173,Apotek Abadi,apotek_independen,Independen,Malang,Jawa Timur,Jawa,SIPA-466813,+62-100-7575963,2017-06-23,aktif,silver
OUT-0174,Apotek Mulia,apotek_independen,Independen,Bogor,Jawa Barat,Jawa,SIPA-444432,+62-229-3144023,2016-12-11,aktif,silver
OUT-0175,Watsons Bandar Lampung,apotek_jaringan,Watsons,Bandar Lampung,Lampung,Sumatera,SIPA-289019,+62-264-4593556,2021-05-28,aktif,silver
OUT-0176,RS Kasih Yogyakarta,rumah_sakit,Independen,Yogyakarta,DI Yogyakarta,Jawa,SIPA-180913,+62-96-2696860,2014-04-22,aktif,gold
OUT-0177,Klinik Damai,klinik,Independen,Bandar Lampung,Lampung,Sumatera,SIPA-748052,+62-54-7320310,2010-11-06,aktif,bronze
OUT-0178,K-24 Bogor,apotek_jaringan,K-24,Bogor,Jawa Barat,Jawa,SIPA-558933,+62-32-7893063,2024-01-05,aktif,gold
OUT-0179,Apotek Bahagia,apotek_independen,Independen,Denpasar,Bali,Bali Nusra,SIPA-921874,+62-135-4925917,2019-12-18,aktif,bronze
OUT-0180,Viva Apotek Balikpapan,apotek_jaringan,Viva Apotek,Balikpapan,Kalimantan Timur,Kalimantan,SIPA-811256,+62-263-8391997,2020-07-09,tutup_sementara,gold
OUT-0181,Klinik Permata,klinik,Independen,Padang,Sumatera Barat,Sumatera,SIPA-956572,+62-72-3321942,2021-04-12,aktif,bronze
OUT-0182,Guardian Malang,apotek_jaringan,Guardian,Malang,Jawa Timur,Jawa,SIPA-986982,+62-153-3091745,2018-04-29,aktif,gold
OUT-0183,Kimia Farma Tangerang,apotek_jaringan,Kimia Farma,Tangerang,Banten,Jawa,SIPA-558723,+62-44-4725179,2020-01-29,tutup_sementara,gold
OUT-0184,Klinik Sentosa,klinik,Independen,Padang,Sumatera Barat,Sumatera,SIPA-347231,+62-119-2369112,2019-04-22,aktif,silver
OUT-0185,Century Healthcare Denpasar,apotek_jaringan,Century Healthcare,Denpasar,Bali,Bali Nusra,SIPA-929822,+62-58-3308538,2012-03-22,aktif,silver
OUT-0186,K-24 Bandung,apotek_jaringan,K-24,Bandung,Jawa Barat,Jawa,SIPA-745239,+62-22-2329187,2013-02-10,aktif,silver
OUT-0187,K-24 Jakarta,apotek_jaringan,K-24,Jakarta,DKI Jakarta,Jawa,SIPA-543814,+62-49-5833542,2022-04-23,tutup_sementara,silver
OUT-0188,Kimia Farma Surabaya,apotek_jaringan,Kimia Farma,Surabaya,Jawa Timur,Jawa,SIPA-165858,+62-49-9385742,2019-06-02,aktif,silver
OUT-0189,Apotek Damai,apotek_independen,Independen,Makassar,Sulawesi Selatan,Sulawesi,SIPA-550089,+62-21-6919270,2022-11-24,aktif,gold
OUT-0190,Apotek Lestari,apotek_independen,Independen,Surabaya,Jawa Timur,Jawa,SIPA-478120,+62-38-9825812,2024-11-25,aktif,silver
OUT-0191,Apotek Damai,apotek_independen,Independen,Balikpapan,Kalimantan Timur,Kalimantan,SIPA-145649,+62-183-7490791,2022-06-06,aktif,bronze
OUT-0192,Kimia Farma Denpasar,apotek_jaringan,Kimia Farma,Denpasar,Bali,Bali Nusra,SIPA-758775,+62-47-6578736,2011-07-08,aktif,silver
OUT-0193,Watsons Bogor,apotek_jaringan,Watsons,Bogor,Jawa Barat,Jawa,SIPA-587192,+62-272-9028420,2024-06-01,aktif,bronze
OUT-0194,Kimia Farma Manado,apotek_jaringan,Kimia Farma,Manado,Sulawesi Utara,Sulawesi,SIPA-929538,+62-72-1703065,2020-04-07,aktif,gold
OUT-0195,RS Damai Yogyakarta,rumah_sakit,Independen,Yogyakarta,DI Yogyakarta,Jawa,SIPA-365618,+62-30-4206183,2018-12-07,tutup_permanen,silver
OUT-0196,K-24 Tangerang,apotek_jaringan,K-24,Tangerang,Banten,Jawa,SIPA-485896,+62-132-7711251,2024-09-15,aktif,gold
OUT-0197,Klinik Permata,klinik,Independen,Padang,Sumatera Barat,Sumatera,SIPA-621691,+62-115-9712003,2017-08-09,tutup_permanen,silver
OUT-0198,Klinik Indah,klinik,Independen,Malang,Jawa Timur,Jawa,SIPA-289222,+62-160-5928582,2011-10-09,aktif,bronze
OUT-0199,Century Healthcare Yogyakarta,apotek_jaringan,Century Healthcare,Yogyakarta,DI Yogyakarta,Jawa,SIPA-546815,+62-63-8447546,2016-08-18,aktif,silver
OUT-0200,K-24 Denpasar,apotek_jaringan,K-24,Denpasar,Bali,Bali Nusra,SIPA-770532,+62-271-1962308,2017-11-28,aktif,silver
OUT-0201,Apotek Permata,apotek_independen,Independen,Bekasi,Jawa Barat,Jawa,SIPA-267758,+62-264-1522452,2018-02-24,aktif,silver
OUT-0202,Klinik Mandiri,klinik,Independen,Bogor,Jawa Barat,Jawa,SIPA-776502,+62-114-7075878,2010-10-13,aktif,gold
OUT-0203,RS Sejahtera Medan,rumah_sakit,Independen,Medan,Sumatera Utara,Sumatera,SIPA-488984,+62-116-8448065,2023-07-28,aktif,silver
OUT-0204,Apotek Damai,apotek_independen,Independen,Bekasi,Jawa Barat,Jawa,SIPA-361736,+62-266-2903351,2018-03-26,aktif,silver
OUT-0205,Apotek Kasih,apotek_independen,Independen,Jakarta,DKI Jakarta,Jawa,SIPA-374492,+62-219-5366937,2021-08-12,aktif,silver
OUT-0206,Watsons Padang,apotek_jaringan,Watsons,Padang,Sumatera Barat,Sumatera,SIPA-177649,+62-136-3896693,2021-01-06,aktif,gold
OUT-0207,RS Cahaya Padang,rumah_sakit,Independen,Padang,Sumatera Barat,Sumatera,SIPA-668507,+62-95-6032437,2024-12-23,aktif,platinum
OUT-0208,Apotek Lestari,apotek_independen,Independen,Semarang,Jawa Tengah,Jawa,SIPA-310743,+62-223-3329967,2018-02-09,aktif,gold
OUT-0209,Klinik Sentosa,klinik,Independen,Surabaya,Jawa Timur,Jawa,SIPA-942700,+62-272-3177199,2018-02-04,aktif,silver
OUT-0210,Klinik Mulia,klinik,Independen,Makassar,Sulawesi Selatan,Sulawesi,SIPA-601916,+62-155-7891998,2016-12-08,aktif,silver
OUT-0211,Klinik Mulia,klinik,Independen,Palembang,Sumatera Selatan,Sumatera,SIPA-571832,+62-140-9679860,2012-10-23,tutup_permanen,silver
OUT-0212,K-24 Denpasar,apotek_jaringan,K-24,Denpasar,Bali,Bali Nusra,SIPA-235300,+62-131-9436654,2022-05-14,aktif,gold
OUT-0213,Klinik Damai,klinik,Independen,Bandung,Jawa Barat,Jawa,SIPA-843788,+62-78-6805303,2013-06-07,aktif,gold
OUT-0214,Klinik Mulia,klinik,Independen,Bandar Lampung,Lampung,Sumatera,SIPA-387782,+62-53-6080553,2015-08-15,aktif,bronze
OUT-0215,Apotek Damai,apotek_independen,Independen,Makassar,Sulawesi Selatan,Sulawesi,SIPA-261684,+62-64-6664316,2024-05-17,aktif,bronze
OUT-0216,Apotek Roxy Banjarmasin,apotek_jaringan,Apotek Roxy,Banjarmasin,Kalimantan Selatan,Kalimantan,SIPA-704788,+62-88-4536777,2011-10-28,aktif,silver
OUT-0217,Watsons Banjarmasin,apotek_jaringan,Watsons,Banjarmasin,Kalimantan Selatan,Kalimantan,SIPA-773088,+62-265-6068298,2021-03-03,tutup_sementara,silver
OUT-0218,K-24 Pekanbaru,apotek_jaringan,K-24,Pekanbaru,Riau,Sumatera,SIPA-162823,+62-61-8375356,2019-02-09,aktif,platinum
OUT-0219,Apotek Makmur,apotek_independen,Independen,Palembang,Sumatera Selatan,Sumatera,SIPA-853258,+62-102-6794356,2017-08-18,aktif,gold
OUT-0220,Century Healthcare Medan,apotek_jaringan,Century Healthcare,Medan,Sumatera Utara,Sumatera,SIPA-228473,+62-89-8542969,2022-08-07,aktif,gold
OUT-0221,Kimia Farma Surabaya,apotek_jaringan,Kimia Farma,Surabaya,Jawa Timur,Jawa,SIPA-267457,+62-229-6493461,2018-08-13,aktif,silver
OUT-0222,Apotek Makmur,apotek_independen,Independen,Banjarmasin,Kalimantan Selatan,Kalimantan,SIPA-622987,+62-246-6176450,2013-07-29,aktif,silver
OUT-0223,Viva Apotek Pekanbaru,apotek_jaringan,Viva Apotek,Pekanbaru,Riau,Sumatera,SIPA-711680,+62-111-1816348,2021-05-03,aktif,gold
OUT-0224,Watsons Bandung,apotek_jaringan,Watsons,Bandung,Jawa Barat,Jawa,SIPA-108574,+62-237-2803501,2024-09-03,aktif,gold
OUT-0225,Century Healthcare Palembang,apotek_jaringan,Century Healthcare,Palembang,Sumatera Selatan,Sumatera,SIPA-520040,+62-34-4265774,2018-03-16,aktif,silver
OUT-0226,Apotek Mulia,apotek_independen,Independen,Denpasar,Bali,Bali Nusra,SIPA-393308,+62-232-2993318,2018-08-31,aktif,bronze
OUT-0227,RS Permata Bogor,rumah_sakit,Independen,Bogor,Jawa Barat,Jawa,SIPA-483366,+62-214-3420404,2018-05-16,aktif,gold
OUT-0228,Apotek Permata,apotek_independen,Independen,Solo,Jawa Tengah,Jawa,SIPA-848255,+62-106-8948107,2021-03-20,aktif,platinum
OUT-0229,Apotek Damai,apotek_independen,Independen,Bandar Lampung,Lampung,Sumatera,SIPA-270395,+62-121-6020319,2013-02-19,aktif,silver
OUT-0230,K-24 Banjarmasin,apotek_jaringan,K-24,Banjarmasin,Kalimantan Selatan,Kalimantan,SIPA-597960,+62-229-1279121,2021-12-09,aktif,silver
OUT-0231,Kimia Farma Denpasar,apotek_jaringan,Kimia Farma,Denpasar,Bali,Bali Nusra,SIPA-860557,+62-244-1447065,2019-05-06,aktif,bronze
OUT-0232,Apotek Bahagia,apotek_independen,Independen,Makassar,Sulawesi Selatan,Sulawesi,SIPA-759580,+62-205-7378535,2011-02-25,aktif,gold
OUT-0233,Klinik Bahagia,klinik,Independen,Bogor,Jawa Barat,Jawa,SIPA-300051,+62-25-8399399,2010-09-16,aktif,silver
OUT-0234,Guardian Yogyakarta,apotek_jaringan,Guardian,Yogyakarta,DI Yogyakarta,Jawa,SIPA-594514,+62-244-2044906,2014-07-29,aktif,bronze
OUT-0235,Apotek Mekar,apotek_independen,Independen,Bogor,Jawa Barat,Jawa,SIPA-495129,+62-101-3905518,2017-04-16,tutup_permanen,silver
OUT-0236,RS Cahaya Padang,rumah_sakit,Independen,Padang,Sumatera Barat,Sumatera,SIPA-855944,+62-195-5435261,2022-04-03,aktif,bronze
OUT-0237,Apotek Bahagia,apotek_independen,Independen,Makassar,Sulawesi Selatan,Sulawesi,SIPA-412071,+62-218-5848684,2016-04-04,aktif,gold
OUT-0238,Apotek Kasih,apotek_independen,Independen,Solo,Jawa Tengah,Jawa,SIPA-934042,+62-205-5587856,2017-02-10,aktif,silver
OUT-0239,Watsons Tangerang,apotek_jaringan,Watsons,Tangerang,Banten,Jawa,SIPA-461899,+62-265-3457461,2018-07-08,tutup_sementara,silver
OUT-0240,Viva Apotek Tangerang,apotek_jaringan,Viva Apotek,Tangerang,Banten,Jawa,SIPA-368900,+62-212-9037616,2011-10-10,aktif,silver
OUT-0241,Watsons Solo,apotek_jaringan,Watsons,Solo,Jawa Tengah,Jawa,SIPA-745584,+62-210-5014486,2022-08-10,aktif,gold
OUT-0242,Apotek Roxy Surabaya,apotek_jaringan,Apotek Roxy,Surabaya,Jawa Timur,Jawa,SIPA-533377,+62-105-8925622,2015-01-23,aktif,platinum
OUT-0243,Apotek Abadi,apotek_independen,Independen,Depok,Jawa Barat,Jawa,SIPA-265613,+62-125-8980915,2010-02-12,tutup_permanen,bronze
OUT-0244,Apotek Pelita,apotek_independen,Independen,Pekanbaru,Riau,Sumatera,SIPA-906066,+62-43-4896008,2017-03-16,aktif,platinum
OUT-0245,Apotek Sejahtera,apotek_independen,Independen,Balikpapan,Kalimantan Timur,Kalimantan,SIPA-138105,+62-235-7660463,2013-12-05,aktif,bronze
OUT-0246,K-24 Pekanbaru,apotek_jaringan,K-24,Pekanbaru,Riau,Sumatera,SIPA-695551,+62-175-2800206,2016-06-29,aktif,platinum
OUT-0247,Viva Apotek Yogyakarta,apotek_jaringan,Viva Apotek,Yogyakarta,DI Yogyakarta,Jawa,SIPA-240718,+62-238-9459284,2022-03-09,aktif,bronze
OUT-0248,K-24 Padang,apotek_jaringan,K-24,Padang,Sumatera Barat,Sumatera,SIPA-369761,+62-204-4123902,2017-06-01,aktif,silver
OUT-0249,Apotek Pelita,apotek_independen,Independen,Jakarta,DKI Jakarta,Jawa,SIPA-740632,+62-240-7802999,2022-09-26,aktif,gold
OUT-0250,Apotek Mulia,apotek_independen,Independen,Palembang,Sumatera Selatan,Sumatera,SIPA-247442,+62-143-6429135,2018-12-28,aktif,gold
OUT-0251,Century Healthcare Surabaya,apotek_jaringan,Century Healthcare,Surabaya,Jawa Timur,Jawa,SIPA-416613,+62-170-1191859,2020-01-08,aktif,bronze
OUT-0252,Apotek Bahagia,apotek_independen,Independen,Malang,Jawa Timur,Jawa,SIPA-267475,+62-124-9430894,2011-05-24,aktif,silver
OUT-0253,Apotek Pelita,apotek_independen,Independen,Tangerang,Banten,Jawa,SIPA-240057,+62-143-3570027,2018-03-30,aktif,gold
OUT-0254,Apotek Bunda,apotek_independen,Independen,Padang,Sumatera Barat,Sumatera,SIPA-894139,+62-158-4664338,2019-04-30,aktif,bronze
OUT-0255,Apotek Mulia,apotek_independen,Independen,Surabaya,Jawa Timur,Jawa,SIPA-181896,+62-255-2882551,2021-10-14,aktif,silver
OUT-0256,Klinik Damai,klinik,Independen,Bandung,Jawa Barat,Jawa,SIPA-444056,+62-239-9729882,2014-07-15,aktif,gold
OUT-0257,Kimia Farma Padang,apotek_jaringan,Kimia Farma,Padang,Sumatera Barat,Sumatera,SIPA-567122,+62-228-1933413,2023-01-30,aktif,bronze
OUT-0258,Guardian Padang,apotek_jaringan,Guardian,Padang,Sumatera Barat,Sumatera,SIPA-946112,+62-99-1365247,2022-08-25,aktif,silver
OUT-0259,Kimia Farma Medan,apotek_jaringan,Kimia Farma,Medan,Sumatera Utara,Sumatera,SIPA-461264,+62-200-2069713,2014-11-21,aktif,platinum
OUT-0260,RS Mulia Balikpapan,rumah_sakit,Independen,Balikpapan,Kalimantan Timur,Kalimantan,SIPA-906325,+62-55-8052503,2020-08-03,aktif,silver
OUT-0261,RS Permata Denpasar,rumah_sakit,Independen,Denpasar,Bali,Bali Nusra,SIPA-493892,+62-41-3231198,2020-01-23,aktif,bronze
OUT-0262,Klinik Jaya,klinik,Independen,Manado,Sulawesi Utara,Sulawesi,SIPA-233533,+62-207-4736121,2014-01-02,tutup_permanen,silver
OUT-0263,Klinik Pelita,klinik,Independen,Jakarta,DKI Jakarta,Jawa,SIPA-657772,+62-118-4853123,2020-05-20,aktif,silver
OUT-0264,Apotek Abadi,apotek_independen,Independen,Surabaya,Jawa Timur,Jawa,SIPA-902674,+62-49-1540516,2016-03-08,aktif,bronze
OUT-0265,Apotek Sentosa,apotek_independen,Independen,Palembang,Sumatera Selatan,Sumatera,SIPA-135207,+62-135-1816653,2015-05-26,aktif,gold
OUT-0266,Apotek Permata,apotek_independen,Independen,Surabaya,Jawa Timur,Jawa,SIPA-913761,+62-35-3351084,2019-11-05,aktif,gold
OUT-0267,RS Bahagia Bandar Lampung,rumah_sakit,Independen,Bandar Lampung,Lampung,Sumatera,SIPA-805200,+62-230-6379867,2022-12-03,aktif,silver
OUT-0268,Kimia Farma Surabaya,apotek_jaringan,Kimia Farma,Surabaya,Jawa Timur,Jawa,SIPA-388519,+62-36-3938247,2024-10-22,aktif,silver
OUT-0269,Apotek Mekar,apotek_independen,Independen,Manado,Sulawesi Utara,Sulawesi,SIPA-774565,+62-192-7394713,2021-02-12,aktif,gold
OUT-0270,Guardian Bandar Lampung,apotek_jaringan,Guardian,Bandar Lampung,Lampung,Sumatera,SIPA-664058,+62-142-5042775,2013-05-07,aktif,gold
OUT-0271,K-24 Surabaya,apotek_jaringan,K-24,Surabaya,Jawa Timur,Jawa,SIPA-536740,+62-163-9891787,2020-05-21,tutup_sementara,silver
OUT-0272,Century Healthcare Bogor,apotek_jaringan,Century Healthcare,Bogor,Jawa Barat,Jawa,SIPA-988283,+62-115-2551288,2017-05-29,aktif,bronze
OUT-0273,Apotek Makmur,apotek_independen,Independen,Balikpapan,Kalimantan Timur,Kalimantan,SIPA-732209,+62-31-2221118,2011-02-27,aktif,silver
OUT-0274,Klinik Mekar,klinik,Independen,Solo,Jawa Tengah,Jawa,SIPA-449138,+62-98-1257256,2014-11-13,aktif,bronze
OUT-0275,RS Jaya Solo,rumah_sakit,Independen,Solo,Jawa Tengah,Jawa,SIPA-837954,+62-73-7654381,2020-09-28,tutup_sementara,silver
OUT-0276,Apotek Pelita,apotek_independen,Independen,Surabaya,Jawa Timur,Jawa,SIPA-423404,+62-87-7033835,2018-07-16,aktif,silver
OUT-0277,Klinik Mandiri,klinik,Independen,Bandar Lampung,Lampung,Sumatera,SIPA-898625,+62-235-6372622,2012-03-18,aktif,silver
OUT-0278,Guardian Solo,apotek_jaringan,Guardian,Solo,Jawa Tengah,Jawa,SIPA-117007,+62-87-8005797,2022-08-14,aktif,silver
OUT-0279,Century Healthcare Tangerang,apotek_jaringan,Century Healthcare,Tangerang,Banten,Jawa,SIPA-677390,+62-188-6663388,2018-07-09,aktif,gold
OUT-0280,Klinik Kasih,klinik,Independen,Malang,Jawa Timur,Jawa,SIPA-868367,+62-224-6908535,2024-05-23,aktif,silver
OUT-0281,Watsons Semarang,apotek_jaringan,Watsons,Semarang,Jawa Tengah,Jawa,SIPA-772985,+62-266-1985360,2014-02-16,tutup_sementara,silver
OUT-0282,Apotek Roxy Bandar Lampung,apotek_jaringan,Apotek Roxy,Bandar Lampung,Lampung,Sumatera,SIPA-244170,+62-236-4882808,2024-12-27,aktif,platinum
OUT-0283,Apotek Sentosa,apotek_independen,Independen,Bekasi,Jawa Barat,Jawa,SIPA-747847,+62-184-9106820,2014-11-27,aktif,silver
OUT-0284,Guardian Pekanbaru,apotek_jaringan,Guardian,Pekanbaru,Riau,Sumatera,SIPA-388086,+62-158-5809835,2019-03-24,aktif,silver
OUT-0285,Apotek Indah,apotek_independen,Independen,Jakarta,DKI Jakarta,Jawa,SIPA-256130,+62-82-4220085,2014-01-08,aktif,platinum
OUT-0286,Apotek Bunda,apotek_independen,Independen,Makassar,Sulawesi Selatan,Sulawesi,SIPA-525750,+62-138-5080351,2015-12-30,aktif,platinum
OUT-0287,K-24 Surabaya,apotek_jaringan,K-24,Surabaya,Jawa Timur,Jawa,SIPA-896483,+62-29-2568678,2011-10-23,aktif,bronze
OUT-0288,Watsons Medan,apotek_jaringan,Watsons,Medan,Sumatera Utara,Sumatera,SIPA-186702,+62-148-8279795,2011-04-05,aktif,silver
OUT-0289,Klinik Jaya,klinik,Independen,Manado,Sulawesi Utara,Sulawesi,SIPA-825916,+62-248-8977571,2021-11-05,tutup_sementara,gold
OUT-0290,Kimia Farma Malang,apotek_jaringan,Kimia Farma,Malang,Jawa Timur,Jawa,SIPA-134500,+62-66-6276177,2016-04-15,tutup_sementara,silver
OUT-0291,RS Abadi Jakarta,rumah_sakit,Independen,Jakarta,DKI Jakarta,Jawa,SIPA-691353,+62-82-7528964,2018-12-07,tutup_sementara,gold
OUT-0292,K-24 Balikpapan,apotek_jaringan,K-24,Balikpapan,Kalimantan Timur,Kalimantan,SIPA-182237,+62-149-6802559,2013-02-20,aktif,silver
OUT-0293,Century Healthcare Bandung,apotek_jaringan,Century Healthcare,Bandung,Jawa Barat,Jawa,SIPA-724540,+62-122-6475691,2011-09-15,aktif,bronze
OUT-0294,Apotek Mandiri,apotek_independen,Independen,Jakarta,DKI Jakarta,Jawa,SIPA-493663,+62-131-4116163,2021-01-02,aktif,silver
OUT-0295,Apotek Mulia,apotek_independen,Independen,Banjarmasin,Kalimantan Selatan,Kalimantan,SIPA-177077,+62-42-5495824,2023-11-16,aktif,gold
OUT-0296,K-24 Bogor,apotek_jaringan,K-24,Bogor,Jawa Barat,Jawa,SIPA-211726,+62-44-1087161,2013-06-17,aktif,gold
OUT-0297,K-24 Tangerang,apotek_jaringan,K-24,Tangerang,Banten,Jawa,SIPA-570646,+62-163-9597330,2012-04-17,aktif,gold
OUT-0298,Kimia Farma Palembang,apotek_jaringan,Kimia Farma,Palembang,Sumatera Selatan,Sumatera,SIPA-440189,+62-242-7463219,2022-06-07,aktif,silver
OUT-0299,Guardian Jakarta,apotek_jaringan,Guardian,Jakarta,DKI Jakarta,Jawa,SIPA-354533,+62-167-9742683,2011-11-25,aktif,silver
OUT-0300,Apotek Lestari,apotek_independen,Independen,Semarang,Jawa Tengah,Jawa,SIPA-253023,+62-37-3805274,2013-02-11,aktif,gold
