sale_id,outlet_id,product_id,product_name,product_category,quantity,unit_price,discount_amount,total_amount,payment_method,is_prescription,sale_date,created_at
SAL-0001330,OUT-0137,PRD-011,Vitamin D3 1000IU,suplemen,1,68418.0,6842.0,61576.0,tunai,false,2025-02-19,2025-02-19 13:39:00
SAL-0001331,OUT-0294,PRD-021,ORS Oralit Sachet,obat_bebas,1,2849.0,0.0,2849.0,bpjs,false,2025-05-12,2025-05-12 13:21:00
SAL-0001332,OUT-0257,PRD-012,Multivitamin Family,suplemen,6,88465.0,0.0,530790.0,tunai,false,2024-07-13,2024-07-13 17:19:00
SAL-0001333,OUT-0299,PRD-023,Mefenamic Acid 500mg,obat_keras,1,9716.0,486.0,9230.0,qris,true,2025-02-11,2025-02-11 09:12:00
SAL-0001334,OUT-0054,PRD-003,Omeprazole 20mg,obat_keras,5,18610.0,9305.0,83745.0,qris,true,2024-09-26,2024-09-26 13:34:00
SAL-0001335,OUT-0209,PRD-013,Diphenhydramine 25mg,obat_bebas_terbatas,1,10354.0,1553.0,8801.0,asuransi_swasta,false,2026-04-14,2026-04-14 20:18:00
SAL-0001336,OUT-0048,PRD-011,Vitamin D3 1000IU,suplemen,2,70194.0,0.0,140388.0,tunai,false,2024-06-07,2024-06-07 18:17:00
SAL-0001337,OUT-0016,PRD-016,Insulin Glargine,obat_keras,3,334570.0,0.0,1003710.0,tunai,true,2024-08-19,2024-08-19 20:13:00
SAL-0001338,OUT-0084,PRD-001,Paracetamol 500mg,obat_bebas,10,4837.0,7256.0,41114.0,debit,false,2025-03-25,2025-03-25 14:35:00
SAL-0001339,OUT-0115,PRD-014,Ranitidine 150mg,obat_keras,2,14247.0,0.0,28494.0,debit,true,2025-01-31,2025-01-31 19:50:00
SAL-0001340,OUT-0215,PRD-009,Ibuprofen 400mg,obat_bebas,1,7418.0,0.0,7418.0,tunai,false,2024-12-31,2024-12-31 09:44:00
SAL-0001341,OUT-0077,PRD-011,Vitamin D3 1000IU,suplemen,20,68743.0,0.0,1374860.0,kredit,false,2025-08-15,2025-08-15 10:06:00
SAL-0001342,OUT-0299,PRD-023,Mefenamic Acid 500mg,obat_keras,1,9463.0,1419.0,8044.0,kredit,true,2024-08-21,2024-08-21 19:44:00
SAL-0001343,OUT-0133,PRD-015,Salbutamol Inhaler,obat_keras,4,91491.0,0.0,365964.0,debit,true,2025-05-24,2025-05-24 09:10:00
SAL-0001344,OUT-0013,PRD-018,Captopril 25mg,obat_keras,3,5951.0,0.0,17853.0,qris,true,2025-12-24,2025-12-24 18:22:00
SAL-0001345,OUT-0038,PRD-024,Dextromethorphan Sirup,obat_bebas_terbatas,1,21212.0,2121.0,19091.0,tunai,false,2025-09-04,2025-09-04 15:27:00
SAL-0001346,OUT-0077,PRD-013,Diphenhydramine 25mg,obat_bebas_terbatas,2,10499.0,1050.0,19948.0,debit,false,2024-11-07,2024-11-07 13:14:00
SAL-0001347,OUT-0300,PRD-014,Ranitidine 150mg,obat_keras,2,14146.0,2829.0,25463.0,qris,false,2024-01-07,2024-01-07 08:45:00
SAL-0001348,OUT-0212,PRD-019,Glibenclamide 5mg,obat_keras,10,6574.0,3287.0,62453.0,tunai,true,2025-02-27,2025-02-27 19:12:00
SAL-0001349,OUT-0150,PRD-020,Antasida Doen Tab,obat_bebas,20,4697.0,14091.0,79849.0,tunai,false,2025-10-26,2025-10-26 15:46:00
SAL-0001350,OUT-0070,PRD-011,Vitamin D3 1000IU,suplemen,6,60727.0,18218.0,346144.0,debit,false,2025-12-02,2025-12-02 14:51:00
SAL-0001351,OUT-0240,PRD-013,Diphenhydramine 25mg,obat_bebas_terbatas,1,11346.0,0.0,11346.0,tunai,false,2024-11-14,2024-11-14 13:11:00
SAL-0001352,OUT-0253,PRD-009,Ibuprofen 400mg,obat_bebas,1,7500.0,0.0,7500.0,tunai,false,2024-12-25,2024-12-25 18:40:00
SAL-0001353,OUT-0047,PRD-011,Vitamin D3 1000IU,suplemen,1,64498.0,0.0,64498.0,tunai,false,2025-09-12,2025-09-12 08:35:00
SAL-0001354,OUT-0034,PRD-022,Betadine 30ml,obat_bebas,1,17635.0,882.0,16753.0,tunai,false,2024-11-30,2024-11-30 14:19:00
SAL-0001355,OUT-0017,PRD-019,Glibenclamide 5mg,obat_keras,4,7071.0,0.0,28284.0,tunai,true,2025-09-27,2025-09-27 16:13:00
SAL-0001356,OUT-0204,PRD-004,Loratadine 10mg,obat_bebas_terbatas,5,12714.0,3178.0,60392.0,qris,false,2024-06-30,2024-06-30 15:45:00
SAL-0001357,OUT-0105,PRD-017,Bisoprolol 5mg,obat_keras,4,26427.0,0.0,105708.0,debit,true,2025-07-04,2025-07-04 20:07:00
SAL-0001358,OUT-0184,PRD-010,Vitamin C 1000mg,suplemen,3,42176.0,6326.0,120202.0,qris,false,2024-04-12,2024-04-12 15:12:00
SAL-0001359,OUT-0092,PRD-020,Antasida Doen Tab,obat_bebas,6,4802.0,2881.0,25931.0,qris,false,2025-02-02,2025-02-02 20:28:00
SAL-0001360,OUT-0068,PRD-022,Betadine 30ml,obat_bebas,1,18157.0,0.0,18157.0,tunai,false,2026-04-17,2026-04-17 15:12:00
SAL-0001361,OUT-0237,PRD-002,Amoxicillin 500mg,antibiotik,5,24433.0,0.0,122165.0,kredit,true,2025-11-06,2025-11-06 21:37:00
SAL-0001362,OUT-0057,PRD-017,Bisoprolol 5mg,obat_keras,3,26167.0,3925.0,74576.0,qris,true,2025-12-20,2025-12-20 14:48:00
SAL-0001363,OUT-0119,PRD-010,Vitamin C 1000mg,suplemen,2,43706.0,0.0,87412.0,tunai,false,2025-10-03,2025-10-03 14:25:00
SAL-0001364,OUT-0255,PRD-013,Diphenhydramine 25mg,obat_bebas_terbatas,1,10265.0,0.0,10265.0,tunai,false,2025-05-10,2025-05-10 17:24:00
SAL-0001365,OUT-0179,PRD-016,Insulin Glargine,obat_keras,3,377568.0,169906.0,962798.0,debit,true,2024-02-26,2024-02-26 08:12:00
SAL-0001366,OUT-0052,PRD-010,Vitamin C 1000mg,suplemen,3,47823.0,7173.0,136296.0,qris,false,2025-10-18,2025-10-18 13:47:00
SAL-0001367,OUT-0028,PRD-018,Captopril 25mg,obat_keras,10,5547.0,0.0,55470.0,tunai,true,2025-07-04,2025-07-04 21:43:00
SAL-0001368,OUT-0255,PRD-024,Dextromethorphan Sirup,obat_bebas_terbatas,4,22029.0,4406.0,83710.0,qris,false,2025-12-16,2025-12-16 08:58:00
SAL-0001369,OUT-0127,PRD-004,Loratadine 10mg,obat_bebas_terbatas,1,11918.0,0.0,11918.0,debit,false,2024-03-15,2024-03-15 19:13:00
SAL-0001370,OUT-0293,PRD-007,Amlodipine 10mg,obat_keras,2,22250.0,0.0,44500.0,bpjs,false,2024-07-29,2024-07-29 09:59:00
SAL-0001371,OUT-0171,PRD-001,Paracetamol 500mg,obat_bebas,3,5324.0,2396.0,13576.0,tunai,false,2024-06-30,2024-06-30 14:52:00
SAL-0001372,OUT-0137,PRD-012,Multivitamin Family,suplemen,2,90679.0,0.0,181358.0,tunai,false,2024-09-09,2024-09-09 17:42:00
SAL-0001373,OUT-0155,PRD-014,Ranitidine 150mg,obat_keras,3,15433.0,4630.0,41669.0,tunai,true,2025-10-31,2025-10-31 12:26:00
SAL-0001374,OUT-0007,PRD-014,Ranitidine 150mg,obat_keras,1,15777.0,2367.0,13410.0,bpjs,true,2026-04-16,2026-04-16 12:38:00
SAL-0001375,OUT-0007,PRD-021,ORS Oralit Sachet,obat_bebas,1,3092.0,464.0,2628.0,qris,false,2025-11-09,2025-11-09 19:14:00
SAL-0001376,OUT-0041,PRD-021,ORS Oralit Sachet,obat_bebas,1,2815.0,422.0,2393.0,qris,false,2024-07-06,2024-07-06 16:20:00
SAL-0001377,OUT-0098,PRD-024,Dextromethorphan Sirup,obat_bebas_terbatas,3,21143.0,6343.0,57086.0,qris,false,2025-07-03,2025-07-03 12:18:00
SAL-0001378,OUT-0156,PRD-004,Loratadine 10mg,obat_bebas_terbatas,1,12501.0,0.0,12501.0,asuransi_swasta,false,2025-07-22,2025-07-22 21:31:00
SAL-0001379,OUT-0119,PRD-005,Simvastatin 20mg,obat_keras,1,35102.0,0.0,35102.0,tunai,true,2024-08-22,2024-08-22 14:11:00
SAL-0001380,OUT-0048,PRD-025,OBH Combi Batuk Pilek,obat_bebas,1,17011.0,0.0,17011.0,debit,false,2025-03-24,2025-03-24 19:09:00
SAL-0001381,OUT-0259,PRD-020,Antasida Doen Tab,obat_bebas,3,4694.0,704.0,13378.0,kredit,false,2024-07-12,2024-07-12 20:13:00
SAL-0001382,OUT-0188,PRD-002,Amoxicillin 500mg,antibiotik,6,25275.0,0.0,151650.0,bpjs,false,2024-09-13,2024-09-13 13:29:00
SAL-0001383,OUT-0119,PRD-021,ORS Oralit Sachet,obat_bebas,1,2787.0,0.0,2787.0,qris,false,2024-08-18,2024-08-18 10:40:00
SAL-0001384,OUT-0116,PRD-011,Vitamin D3 1000IU,suplemen,2,66643.0,19993.0,113293.0,qris,false,2024-09-08,2024-09-08 17:33:00
SAL-0001385,OUT-0170,PRD-018,Captopril 25mg,obat_keras,2,5675.0,0.0,11350.0,tunai,true,2025-12-02,2025-12-02 16:34:00
SAL-0001386,OUT-0010,PRD-020,Antasida Doen Tab,obat_bebas,3,4659.0,0.0,13977.0,qris,false,2024-05-26,2024-05-26 09:43:00
SAL-0001387,OUT-0141,PRD-001,Paracetamol 500mg,obat_bebas,2,4905.0,1472.0,8338.0,qris,false,2025-08-03,2025-08-03 09:54:00
SAL-0001388,OUT-0133,PRD-025,OBH Combi Batuk Pilek,obat_bebas,2,16839.0,0.0,33678.0,tunai,false,2026-04-23,2026-04-23 15:59:00
SAL-0001389,OUT-0227,PRD-010,Vitamin C 1000mg,suplemen,1,46336.0,4634.0,41702.0,tunai,false,2025-05-17,2025-05-17 17:16:00
SAL-0001390,OUT-0204,PRD-021,ORS Oralit Sachet,obat_bebas,5,2978.0,0.0,14890.0,qris,false,2025-01-03,2025-01-03 11:09:00
SAL-0001391,OUT-0169,PRD-021,ORS Oralit Sachet,obat_bebas,10,3111.0,0.0,31110.0,asuransi_swasta,false,2024-06-13,2024-06-13 13:47:00
SAL-0001392,OUT-0012,PRD-014,Ranitidine 150mg,obat_keras,1,15733.0,0.0,15733.0,qris,true,2025-07-08,2025-07-08 14:08:00
SAL-0001393,OUT-0208,PRD-007,Amlodipine 10mg,obat_keras,2,23555.0,0.0,47110.0,qris,true,2025-04-08,2025-04-08 14:29:00
SAL-0001394,OUT-0215,PRD-011,Vitamin D3 1000IU,suplemen,1,63191.0,6319.0,56872.0,qris,false,2024-09-08,2024-09-08 11:45:00
SAL-0001395,OUT-0114,PRD-019,Glibenclamide 5mg,obat_keras,4,6658.0,2663.0,23969.0,kredit,false,2025-01-07,2025-01-07 16:55:00
SAL-0001396,OUT-0241,PRD-012,Multivitamin Family,suplemen,1,86958.0,0.0,86958.0,qris,false,2025-07-09,2025-07-09 18:28:00
SAL-0001397,OUT-0176,PRD-025,OBH Combi Batuk Pilek,obat_bebas,2,17477.0,0.0,34954.0,tunai,false,2025-07-18,2025-07-18 10:42:00
SAL-0001398,OUT-0226,PRD-017,Bisoprolol 5mg,obat_keras,6,27694.0,0.0,166164.0,debit,true,2025-01-30,2025-01-30 10:17:00
SAL-0001399,OUT-0092,PRD-021,ORS Oralit Sachet,obat_bebas,3,2953.0,0.0,8859.0,tunai,false,2024-11-20,2024-11-20 15:15:00
SAL-0001400,OUT-0075,PRD-025,OBH Combi Batuk Pilek,obat_bebas,1,17639.0,2646.0,14993.0,debit,false,2026-01-22,2026-01-22 18:56:00
SAL-0001401,OUT-0021,PRD-022,Betadine 30ml,obat_bebas,1,16840.0,0.0,16840.0,tunai,false,2024-02-24,2024-02-24 13:54:00
SAL-0001402,OUT-0053,PRD-011,Vitamin D3 1000IU,suplemen,1,69488.0,6949.0,62539.0,tunai,false,2024-08-06,2024-08-06 12:53:00
SAL-0001403,OUT-0038,PRD-012,Multivitamin Family,suplemen,1,86676.0,13001.0,73675.0,qris,false,2024-12-12,2024-12-12 19:11:00
SAL-0001404,OUT-0171,PRD-010,Vitamin C 1000mg,suplemen,2,42131.0,0.0,84262.0,tunai,false,2024-05-01,2024-05-01 16:58:00
SAL-0001405,OUT-0241,PRD-006,Metformin 500mg,obat_keras,2,8079.0,1616.0,14542.0,asuransi_swasta,true,2025-12-07,2025-12-07 11:07:00
SAL-0001406,OUT-0086,PRD-015,Salbutamol Inhaler,obat_keras,1,88875.0,0.0,88875.0,qris,true,2025-05-03,2025-05-03 08:37:00
SAL-0001407,OUT-0214,PRD-015,Salbutamol Inhaler,obat_keras,1,96290.0,0.0,96290.0,asuransi_swasta,true,2025-11-18,2025-11-18 13:05:00
SAL-0001408,OUT-0219,PRD-003,Omeprazole 20mg,obat_keras,2,17070.0,3414.0,30726.0,qris,true,2024-06-02,2024-06-02 20:42:00
SAL-0001409,OUT-0117,PRD-021,ORS Oralit Sachet,obat_bebas,3,2914.0,1311.0,7431.0,tunai,false,2025-09-09,2025-09-09 20:31:00
SAL-0001410,OUT-0010,PRD-020,Antasida Doen Tab,obat_bebas,2,4782.0,0.0,9564.0,qris,false,2024-09-15,2024-09-15 11:32:00
SAL-0001411,OUT-0166,PRD-017,Bisoprolol 5mg,obat_keras,1,29811.0,0.0,29811.0,bpjs,true,2024-02-23,2024-02-23 19:19:00
SAL-0001412,OUT-0157,PRD-015,Salbutamol Inhaler,obat_keras,1,102542.0,0.0,102542.0,debit,true,2026-02-16,2026-02-16 18:05:00
SAL-0001413,OUT-0198,PRD-018,Captopril 25mg,obat_keras,4,5550.0,1110.0,21090.0,tunai,true,2025-08-10,2025-08-10 14:12:00
SAL-0001414,OUT-0276,PRD-013,Diphenhydramine 25mg,obat_bebas_terbatas,3,10804.0,0.0,32412.0,debit,false,2024-12-09,2024-12-09 13:51:00
SAL-0001415,OUT-0250,PRD-014,Ranitidine 150mg,obat_keras,1,15497.0,0.0,15497.0,debit,true,2025-07-19,2025-07-19 12:17:00
SAL-0001416,OUT-0048,PRD-015,Salbutamol Inhaler,obat_keras,1,101365.0,10136.0,91229.0,bpjs,true,2025-06-05,2025-06-05 08:51:00
SAL-0001417,OUT-0074,PRD-025,OBH Combi Batuk Pilek,obat_bebas,1,15463.0,0.0,15463.0,tunai,false,2025-08-08,2025-08-08 20:15:00
SAL-0001418,OUT-0051,PRD-003,Omeprazole 20mg,obat_keras,1,16588.0,2488.0,14100.0,tunai,true,2025-09-24,2025-09-24 17:40:00
SAL-0001419,OUT-0269,PRD-021,ORS Oralit Sachet,obat_bebas,3,3179.0,0.0,9537.0,debit,false,2024-02-27,2024-02-27 19:08:00
SAL-0001420,OUT-0119,PRD-024,Dextromethorphan Sirup,obat_bebas_terbatas,1,23501.0,2350.0,21151.0,asuransi_swasta,false,2024-01-04,2024-01-04 14:50:00
SAL-0001421,OUT-0141,PRD-007,Amlodipine 10mg,obat_keras,1,20416.0,0.0,20416.0,debit,true,2024-07-16,2024-07-16 11:45:00
SAL-0001422,OUT-0293,PRD-020,Antasida Doen Tab,obat_bebas,2,4649.0,930.0,8368.0,debit,false,2024-03-03,2024-03-03 15:11:00
SAL-0001423,OUT-0299,PRD-001,Paracetamol 500mg,obat_bebas,10,4664.0,0.0,46640.0,tunai,false,2025-07-09,2025-07-09 17:12:00
SAL-0001424,OUT-0072,PRD-023,Mefenamic Acid 500mg,obat_keras,1,9898.0,1485.0,8413.0,tunai,true,2024-08-21,2024-08-21 18:53:00
SAL-0001425,OUT-0174,PRD-020,Antasida Doen Tab,obat_bebas,2,4437.0,0.0,8874.0,qris,false,2026-04-24,2026-04-24 13:47:00
SAL-0001426,OUT-0145,PRD-017,Bisoprolol 5mg,obat_keras,5,25791.0,12896.0,116059.0,tunai,true,2026-02-11,2026-02-11 08:04:00
SAL-0001427,OUT-0292,PRD-012,Multivitamin Family,suplemen,1,90477.0,13572.0,76905.0,kredit,false,2024-03-22,2024-03-22 18:48:00
SAL-0001428,OUT-0261,PRD-001,Paracetamol 500mg,obat_bebas,3,5382.0,0.0,16146.0,qris,false,2025-01-05,2025-01-05 19:43:00
SAL-0001429,OUT-0038,PRD-019,Glibenclamide 5mg,obat_keras,4,6734.0,0.0,26936.0,qris,true,2026-04-10,2026-04-10 15:19:00
SAL-0001430,OUT-0287,PRD-011,Vitamin D3 1000IU,suplemen,3,65478.0,0.0,196434.0,qris,false,2024-02-13,2024-02-13 19:22:00
SAL-0001431,OUT-0241,PRD-015,Salbutamol Inhaler,obat_keras,1,100776.0,15116.0,85660.0,kredit,true,2025-02-16,2025-02-16 15:28:00
SAL-0001432,OUT-0090,PRD-005,Simvastatin 20mg,obat_keras,1,36332.0,0.0,36332.0,bpjs,true,2026-03-18,2026-03-18 21:40:00
SAL-0001433,OUT-0087,PRD-013,Diphenhydramine 25mg,obat_bebas_terbatas,2,10764.0,3229.0,18299.0,debit,false,2024-06-25,2024-06-25 10:37:00
SAL-0001434,OUT-0109,PRD-007,Amlodipine 10mg,obat_keras,1,20574.0,0.0,20574.0,tunai,true,2024-07-21,2024-07-21 14:10:00
SAL-0001435,OUT-0178,PRD-018,Captopril 25mg,obat_keras,1,5787.0,289.0,5498.0,debit,true,2025-03-19,2025-03-19 21:10:00
SAL-0001436,OUT-0286,PRD-022,Betadine 30ml,obat_bebas,10,16732.0,0.0,167320.0,asuransi_swasta,false,2025-12-23,2025-12-23 15:38:00
SAL-0001437,OUT-0171,PRD-005,Simvastatin 20mg,obat_keras,6,33517.0,30165.0,170937.0,tunai,true,2025-05-17,2025-05-17 12:40:00
SAL-0001438,OUT-0094,PRD-011,Vitamin D3 1000IU,suplemen,3,66357.0,0.0,199071.0,debit,false,2025-09-05,2025-09-05 10:33:00
SAL-0001439,OUT-0167,PRD-011,Vitamin D3 1000IU,suplemen,4,67337.0,40402.0,228946.0,tunai,false,2025-08-01,2025-08-01 15:04:00
SAL-0001440,OUT-0011,PRD-015,Salbutamol Inhaler,obat_keras,1,93024.0,0.0,93024.0,debit,true,2024-11-16,2024-11-16 15:50:00
SAL-0001441,OUT-0166,PRD-018,Captopril 25mg,obat_keras,3,5847.0,1754.0,15787.0,tunai,false,2024-05-10,2024-05-10 20:40:00
SAL-0001442,OUT-0138,PRD-023,Mefenamic Acid 500mg,obat_keras,1,9641.0,1446.0,8195.0,tunai,true,2025-07-30,2025-07-30 08:20:00
SAL-0001443,OUT-0055,PRD-013,Diphenhydramine 25mg,obat_bebas_terbatas,2,11440.0,0.0,22880.0,qris,false,2025-04-18,2025-04-18 17:57:00
SAL-0001444,OUT-0159,PRD-003,Omeprazole 20mg,obat_keras,3,17855.0,8035.0,45530.0,kredit,true,2025-12-29,2025-12-29 21:49:00
SAL-0001445,OUT-0034,PRD-016,Insulin Glargine,obat_keras,2,335809.0,0.0,671618.0,qris,true,2025-09-27,2025-09-27 10:50:00
SAL-0001446,OUT-0162,PRD-011,Vitamin D3 1000IU,suplemen,1,64841.0,3242.0,61599.0,tunai,false,2026-04-10,2026-04-10 18:12:00
SAL-0001447,OUT-0070,PRD-010,Vitamin C 1000mg,suplemen,3,46681.0,0.0,140043.0,qris,false,2025-05-31,2025-05-31 12:15:00
SAL-0001448,OUT-0222,PRD-014,Ranitidine 150mg,obat_keras,4,15482.0,0.0,61928.0,tunai,true,2024-05-27,2024-05-27 08:41:00
SAL-0001449,OUT-0248,PRD-003,Omeprazole 20mg,obat_keras,3,17622.0,0.0,52866.0,qris,true,2025-01-26,2025-01-26 17:28:00
SAL-0001450,OUT-0185,PRD-004,Loratadine 10mg,obat_bebas_terbatas,2,12839.0,0.0,25678.0,debit,false,2025-04-09,2025-04-09 12:10:00
SAL-0001451,OUT-0074,PRD-011,Vitamin D3 1000IU,suplemen,1,69743.0,10461.0,59282.0,tunai,false,2025-05-03,2025-05-03 13:09:00
SAL-0001452,OUT-0186,PRD-024,Dextromethorphan Sirup,obat_bebas_terbatas,1,21560.0,0.0,21560.0,debit,false,2025-02-09,2025-02-09 10:20:00
SAL-0001453,OUT-0020,PRD-021,ORS Oralit Sachet,obat_bebas,2,2896.0,290.0,5502.0,tunai,false,2025-06-07,2025-06-07 08:46:00
SAL-0001454,OUT-0076,PRD-016,Insulin Glargine,obat_keras,1,325577.0,0.0,325577.0,tunai,false,2024-06-16,2024-06-16 11:05:00
SAL-0001455,OUT-0213,PRD-012,Multivitamin Family,suplemen,2,82799.0,24840.0,140758.0,tunai,false,2025-02-14,2025-02-14 16:03:00
SAL-0001456,OUT-0246,PRD-021,ORS Oralit Sachet,obat_bebas,3,3139.0,471.0,8946.0,kredit,false,2026-04-13,2026-04-13 11:28:00
SAL-0001457,OUT-0094,PRD-004,Loratadine 10mg,obat_bebas_terbatas,4,12505.0,0.0,50020.0,tunai,false,2025-10-22,2025-10-22 18:35:00
SAL-0001458,OUT-0014,PRD-002,Amoxicillin 500mg,antibiotik,3,25572.0,0.0,76716.0,tunai,true,2024-08-12,2024-08-12 10:55:00
SAL-0001459,OUT-0079,PRD-017,Bisoprolol 5mg,obat_keras,1,27191.0,2719.0,24472.0,debit,true,2024-01-20,2024-01-20 12:31:00
SAL-0001460,OUT-0014,PRD-022,Betadine 30ml,obat_bebas,2,18618.0,0.0,37236.0,tunai,false,2025-08-26,2025-08-26 08:13:00
SAL-0001461,OUT-0138,PRD-019,Glibenclamide 5mg,obat_keras,1,6990.0,0.0,6990.0,qris,true,2025-01-11,2025-01-11 21:10:00
SAL-0001462,OUT-0233,PRD-007,Amlodipine 10mg,obat_keras,1,20776.0,2078.0,18698.0,debit,true,2024-10-15,2024-10-15 13:32:00
SAL-0001463,OUT-0228,PRD-006,Metformin 500mg,obat_keras,3,8429.0,0.0,25287.0,tunai,true,2024-11-30,2024-11-30 14:07:00
SAL-0001464,OUT-0169,PRD-015,Salbutamol Inhaler,obat_keras,2,87838.0,17568.0,158108.0,debit,true,2026-02-27,2026-02-27 10:07:00
SAL-0001465,OUT-0024,PRD-013,Diphenhydramine 25mg,obat_bebas_terbatas,3,11536.0,5191.0,29417.0,tunai,false,2026-02-16,2026-02-16 17:47:00
SAL-0001466,OUT-0175,PRD-023,Mefenamic Acid 500mg,obat_keras,5,9765.0,7324.0,41501.0,tunai,true,2025-04-19,2025-04-19 18:14:00
SAL-0001467,OUT-0152,PRD-007,Amlodipine 10mg,obat_keras,1,22039.0,0.0,22039.0,kredit,true,2024-12-07,2024-12-07 19:24:00
SAL-0001468,OUT-0193,PRD-015,Salbutamol Inhaler,obat_keras,2,102360.0,0.0,204720.0,bpjs,true,2025-05-06,2025-05-06 12:50:00
SAL-0001469,OUT-0150,PRD-003,Omeprazole 20mg,obat_keras,5,18335.0,13751.0,77924.0,tunai,true,2024-02-21,2024-02-21 12:59:00
SAL-0001470,OUT-0001,PRD-010,Vitamin C 1000mg,suplemen,3,44604.0,0.0,133812.0,tunai,false,2025-01-11,2025-01-11 11:41:00
SAL-0001471,OUT-0114,PRD-014,Ranitidine 150mg,obat_keras,1,15580.0,0.0,15580.0,qris,true,2024-01-23,2024-01-23 08:57:00
SAL-0001472,OUT-0070,PRD-010,Vitamin C 1000mg,suplemen,2,42421.0,12726.0,72116.0,bpjs,false,2024-05-03,2024-05-03 18:47:00
SAL-0001473,OUT-0018,PRD-016,Insulin Glargine,obat_keras,1,331777.0,33178.0,298599.0,tunai,true,2025-08-16,2025-08-16 12:17:00
SAL-0001474,OUT-0013,PRD-023,Mefenamic Acid 500mg,obat_keras,1,9596.0,960.0,8636.0,tunai,true,2024-03-07,2024-03-07 14:01:00
SAL-0001475,OUT-0022,PRD-016,Insulin Glargine,obat_keras,2,346219.0,0.0,692438.0,asuransi_swasta,true,2025-08-13,2025-08-13 18:04:00
SAL-0001476,OUT-0166,PRD-023,Mefenamic Acid 500mg,obat_keras,2,9168.0,2750.0,15586.0,tunai,true,2025-11-18,2025-11-18 21:12:00
SAL-0001477,OUT-0142,PRD-023,Mefenamic Acid 500mg,obat_keras,1,9421.0,942.0,8479.0,tunai,true,2025-07-30,2025-07-30 14:35:00
SAL-0001478,OUT-0287,PRD-008,Cetirizine 10mg,obat_bebas_terbatas,3,9310.0,0.0,27930.0,qris,false,2025-09-04,2025-09-04 13:29:00
SAL-0001479,OUT-0277,PRD-018,Captopril 25mg,obat_keras,3,5677.0,0.0,17031.0,debit,true,2025-07-07,2025-07-07 19:40:00
SAL-0001480,OUT-0205,PRD-014,Ranitidine 150mg,obat_keras,2,14218.0,0.0,28436.0,asuransi_swasta,true,2026-02-24,2026-02-24 21:43:00
SAL-0001481,OUT-0293,PRD-022,Betadine 30ml,obat_bebas,1,18122.0,0.0,18122.0,tunai,false,2024-09-16,2024-09-16 10:21:00
SAL-0001482,OUT-0212,PRD-021,ORS Oralit Sachet,obat_bebas,3,2984.0,1343.0,7609.0,debit,false,2024-02-13,2024-02-13 13:32:00
SAL-0001483,OUT-0084,PRD-020,Antasida Doen Tab,obat_bebas,2,4386.0,877.0,7895.0,tunai,false,2026-03-28,2026-03-28 17:08:00
SAL-0001484,OUT-0123,PRD-023,Mefenamic Acid 500mg,obat_keras,4,9342.0,0.0,37368.0,asuransi_swasta,true,2025-07-11,2025-07-11 09:36:00
SAL-0001485,OUT-0003,PRD-009,Ibuprofen 400mg,obat_bebas,3,8021.0,0.0,24063.0,debit,false,2025-12-01,2025-12-01 19:50:00
SAL-0001486,OUT-0199,PRD-016,Insulin Glargine,obat_keras,3,328548.0,147847.0,837797.0,qris,true,2025-02-08,2025-02-08 21:25:00
SAL-0001487,OUT-0130,PRD-019,Glibenclamide 5mg,obat_keras,2,6833.0,2050.0,11616.0,asuransi_swasta,true,2024-08-19,2024-08-19 15:09:00
SAL-0001488,OUT-0113,PRD-023,Mefenamic Acid 500mg,obat_keras,3,8741.0,1311.0,24912.0,kredit,true,2025-05-22,2025-05-22 09:44:00
SAL-0001489,OUT-0179,PRD-008,Cetirizine 10mg,obat_bebas_terbatas,1,9368.0,0.0,9368.0,qris,false,2024-04-08,2024-04-08 21:12:00
SAL-0001490,OUT-0014,PRD-001,Paracetamol 500mg,obat_bebas,1,4625.0,0.0,4625.0,kredit,false,2025-11-27,2025-11-27 09:04:00
SAL-0001491,OUT-0152,PRD-015,Salbutamol Inhaler,obat_keras,2,101855.0,0.0,203710.0,debit,true,2024-01-11,2024-01-11 12:21:00
SAL-0001492,OUT-0228,PRD-012,Multivitamin Family,suplemen,2,81035.0,8104.0,153966.0,bpjs,false,2025-10-12,2025-10-12 17:37:00
SAL-0001493,OUT-0024,PRD-022,Betadine 30ml,obat_bebas,1,17975.0,0.0,17975.0,qris,false,2024-09-18,2024-09-18 19:30:00
SAL-0001494,OUT-0226,PRD-025,OBH Combi Batuk Pilek,obat_bebas,1,16603.0,1660.0,14943.0,qris,false,2024-12-25,2024-12-25 18:31:00
SAL-0001495,OUT-0016,PRD-013,Diphenhydramine 25mg,obat_bebas_terbatas,2,10188.0,0.0,20376.0,qris,false,2025-07-10,2025-07-10 09:05:00
SAL-0001496,OUT-0148,PRD-024,Dextromethorphan Sirup,obat_bebas_terbatas,2,23164.0,0.0,46328.0,qris,false,2026-02-06,2026-02-06 13:15:00
SAL-0001497,OUT-0276,PRD-002,Amoxicillin 500mg,antibiotik,2,24291.0,4858.0,43724.0,bpjs,true,2024-08-09,2024-08-09 09:00:00
SAL-0001498,OUT-0074,PRD-019,Glibenclamide 5mg,obat_keras,3,7406.0,1111.0,21107.0,qris,true,2025-05-29,2025-05-29 12:44:00
SAL-0001499,OUT-0228,PRD-018,Captopril 25mg,obat_keras,1,6148.0,307.0,5841.0,tunai,true,2025-06-13,2025-06-13 15:18:00
